"onset"	"trial_type"
6.45099999999999	"Contingent"
9.82799999999997	"Contingent"
13.271	"Contingent"
16.865	"Contingent"
23.886	"Contingent"
27.28	"Contingent"
30.824	"Contingent"
37.661	"Contingent"
53.792	"Contingent"
64.357	"Contingent"
67.751	"Contingent"
71.395	"Contingent"
78.182	"Contingent"
85.353	"Contingent"
88.697	"Contingent"
92.291	"Contingent"
97.908	"Contingent"
101.234	"Contingent"
118.887	"Contingent"
122.231	"Contingent"
125.674	"Contingent"
132.846	"Contingent"
136.189	"Contingent"
145.45	"Contingent"
152.387	"Contingent"
173.216	"Contingent"
180.354	"Contingent"
183.748	"Contingent"
192.858	"Contingent"
224.269	"Contingent"
227.846	"Contingent"
231.14	"Contingent"
234.784	"Contingent"
247.288	"Contingent"
257.702	"Contingent"
261.246	"Contingent"
268.368	"Contingent"
282.276	"Contingent"
298.224	"Contingent"
308.889	"Contingent"
315.776	"Contingent"
319.303	"Contingent"
322.697	"Contingent"
326.241	"Contingent"
338.895	"Contingent"
345.916	"Contingent"
349.26	"Contingent"
352.804	"Contingent"
356.348	"Contingent"
359.875	"Contingent"
363.168	"Contingent"
366.712	"Contingent"
377.177	"Contingent"
386.287	"Contingent"
393.375	"Contingent"
403.689	"Contingent"
410.861	"Contingent"
414.254	"Contingent"
430.419	"Contingent"
440.717	"Contingent"
447.855	"Contingent"
454.876	"Contingent"
472.328	"Contingent"
477.945	"Contingent"
481.288	"Contingent"
484.832	"Contingent"
502.334	"Contingent"
505.761	"Contingent"
509.155	"Contingent"
516.293	"Contingent"
519.82	"Contingent"
20.209	"NonContingent"
41.238	"NonContingent"
44.682	"NonContingent"
50.248	"NonContingent"
57.336	"NonContingent"
60.93	"NonContingent"
74.789	"NonContingent"
81.81	"NonContingent"
104.778	"NonContingent"
108.322	"NonContingent"
111.916	"NonContingent"
115.36	"NonContingent"
129.268	"NonContingent"
139.733	"NonContingent"
148.843	"NonContingent"
155.714	"NonContingent"
159.258	"NonContingent"
162.702	"NonContingent"
166.296	"NonContingent"
169.89	"NonContingent"
176.81	"NonContingent"
187.125	"NonContingent"
196.386	"NonContingent"
199.779	"NonContingent"
203.423	"NonContingent"
206.717	"NonContingent"
210.394	"NonContingent"
213.838	"NonContingent"
217.231	"NonContingent"
220.675	"NonContingent"
240.351	"NonContingent"
243.945	"NonContingent"
250.715	"NonContingent"
254.359	"NonContingent"
264.824	"NonContingent"
271.761	"NonContingent"
275.155	"NonContingent"
278.849	"NonContingent"
287.893	"NonContingent"
291.286	"NonContingent"
294.83	"NonContingent"
301.901	"NonContingent"
305.195	"NonContingent"
312.232	"NonContingent"
329.634	"NonContingent"
335.351	"NonContingent"
342.222	"NonContingent"
370.356	"NonContingent"
373.783	"NonContingent"
382.844	"NonContingent"
389.931	"NonContingent"
396.702	"NonContingent"
400.346	"NonContingent"
407.233	"NonContingent"
417.648	"NonContingent"
421.342	"NonContingent"
424.786	"NonContingent"
433.88	"NonContingent"
437.423	"NonContingent"
444.311	"NonContingent"
451.282	"NonContingent"
458.169	"NonContingent"
461.713	"NonContingent"
465.24	"NonContingent"
468.633	"NonContingent"
488.209	"NonContingent"
491.853	"NonContingent"
495.397	"NonContingent"
498.74	"NonContingent"
512.699	"NonContingent"
525.286	"NonContingent"
