"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
5.297	"Contingent"	NA	NA	0.268	5.53999999999999	NA
6.45099999999999	"Contingent"	"left"	2.678	2.808	9.23099999999999	9.12899999999999
9.82799999999997	"Contingent"	"left"	1.383	2.808	12.621	11.211
13.271	"Contingent"	"right"	1.24	2.809	16.061	14.511
16.865	"Contingent"	"left"	1.424	2.809	19.652	18.289
20.209	"NonContingent"	"left"	1.153	2.808	22.991	21.362
23.886	"Contingent"	"left"	1.321	2.809	26.682	25.207
27.28	"Contingent"	"right"	1.13	2.808	30.072	28.41
30.824	"Contingent"	"left"	1.049	2.808	33.613	31.873
34.217	"NonContingent"	NA	NA	2.809	37.002	NA
37.661	"Contingent"	"left"	1.365	2.791	40.442	39.026
41.238	"NonContingent"	"left"	1.866	2.809	44.033	43.104
44.682	"NonContingent"	"left"	1.196	2.808	47.473	45.878
50.248	"NonContingent"	"left"	1.265	2.809	53.039	51.513
53.792	"Contingent"	"left"	1.046	2.809	56.579	54.838
57.336	"NonContingent"	"left"	1.116	2.809	60.12	58.452
60.93	"NonContingent"	"left"	1.163	2.792	63.711	62.093
64.357	"Contingent"	"left"	0.966	2.809	67.151	65.323
67.751	"Contingent"	"left"	0.949	2.808	70.54	68.7
71.395	"Contingent"	"left"	0.83	2.808	74.181	72.225
74.789	"NonContingent"	"left"	1.023	2.808	77.571	75.812
78.182	"Contingent"	"left"	1.095	2.792	80.961	79.277
81.81	"NonContingent"	"left"	0.995	2.808	84.602	82.805
85.353	"Contingent"	"left"	0.86	2.809	88.142	86.213
88.697	"Contingent"	"left"	0.932	2.808	91.481	89.629
92.291	"Contingent"	"left"	1.068	2.792	95.072	93.359
97.908	"Contingent"	"left"	0.962	2.791	100.689	98.87
101.234	"Contingent"	"left"	1.066	2.809	104.028	102.3
104.778	"NonContingent"	"left"	0.978	2.809	107.568	105.756
108.322	"NonContingent"	"left"	1.397	2.809	111.109	109.719
111.916	"NonContingent"	"left"	1.025	2.809	114.7	112.941
115.36	"NonContingent"	"left"	0.931	2.792	118.14	116.291
118.887	"Contingent"	"left"	0.908	2.809	121.68	119.795
122.231	"Contingent"	"left"	0.907	2.808	125.019	123.138
125.674	"Contingent"	"left"	0.817	2.809	128.459	126.491
129.268	"NonContingent"	"left"	0.828	2.809	132.05	130.096
132.846	"Contingent"	"left"	0.894	2.808	135.641	133.74
136.189	"Contingent"	"left"	1.288	2.808	138.98	137.477
139.733	"NonContingent"	"left"	0.852	2.808	142.521	140.585
145.45	"Contingent"	"left"	1.072	2.808	148.238	146.522
148.843	"NonContingent"	"left"	0.792	2.809	151.628	149.635
152.387	"Contingent"	"left"	0.877	2.792	155.169	153.264
155.714	"NonContingent"	"left"	0.845	2.808	158.508	156.559
159.258	"NonContingent"	"left"	0.983	2.808	162.048	160.241
162.702	"NonContingent"	"left"	1.466	2.808	165.488	164.168
166.296	"NonContingent"	"left"	1.109	2.808	169.079	167.405
169.89	"NonContingent"	"left"	0.958	2.791	172.67	170.848
173.216	"Contingent"	"left"	0.866	2.809	176.009	174.082
176.81	"NonContingent"	"left"	0.954	2.809	179.6	177.764
180.354	"Contingent"	"left"	0.789	2.809	183.14	181.143
183.748	"Contingent"	"left"	0.83	2.808	186.53	184.578
