"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.84	"Visual_Same"	1	"right"	0.864	1.789	12.629	11.704
13.381	"Visual_Same"	1	"right"	1.078	1.788	15.169	14.459
15.771	"Visual_Lure"	1	"left"	1.54	1.789	17.56	17.311
19.733	"Visual_Different"	0	NA	NA	0.268	20.001	NA
20.886	"Visual_Same"	1	"right"	1.2	1.789	22.675	22.086
28.242	"Auditory_Same"	1	"right"	0.907	1.788	30.03	29.149
30.783	"Auditory_Same"	0	NA	NA	1.788	32.571	NA
33.424	"Auditory_Different"	1	"left"	1.387	1.789	35.213	34.811
35.864	"Auditory_Same"	1	"right"	1.051	1.772	37.636	36.915
38.288	"Auditory_Lure"	1	"left"	1.342	1.789	40.077	39.63
45.794	"Visual_Lure"	1	"left"	0.871	1.789	47.583	46.665
48.435	"Visual_Lure"	1	"left"	0.944	1.789	50.224	49.379
50.826	"Visual_Same"	1	"right"	0.832	1.772	52.598	51.658
53.35	"Visual_Different"	0	NA	NA	1.789	55.139	NA
55.69	"Visual_Different"	0	"right"	1.395	1.789	57.479	57.085
58.382	"Visual_Lure"	1	"left"	1.044	1.788	60.17	59.426
65.737	"Auditory_Same"	1	"right"	0.142	1.789	67.526	65.879
68.278	"Auditory_Lure"	1	"left"	1.138	1.789	70.067	69.416
70.919	"Auditory_Different"	1	"left"	1.093	1.789	72.708	72.012
73.31	"Auditory_Lure"	1	"left"	1.267	1.788	75.098	74.577
75.85	"Auditory_Lure"	1	"left"	1.42	1.772	77.622	77.27
78.375	"Auditory_Different"	1	"left"	0.849	1.788	80.163	79.224
80.665	"Auditory_Different"	1	"left"	1.099	1.789	82.454	81.764
88.338	"Visual_Lure"	1	"left"	0.735	1.788	90.126	89.073
90.728	"Visual_Different"	1	"left"	0.961	1.789	92.517	91.689
93.369	"Visual_Lure"	1	"left"	1.228	1.789	95.158	94.597
95.76	"Visual_Same"	1	"right"	0.909	1.789	97.549	96.669
98.284	"Visual_Same"	1	"right"	1.248	1.789	100.073	99.532
100.675	"Visual_Different"	1	"left"	1.16	1.788	102.463	101.835
108.347	"Auditory_Lure"	0	NA	NA	1.789	110.136	NA
110.888	"Auditory_Different"	1	"left"	1.149	1.789	112.677	112.037
113.262	"Auditory_Same"	0	"left"	1.259	1.789	115.051	114.521
115.903	"Auditory_Different"	0	"right"	1.729	1.789	117.692	117.632
118.294	"Auditory_Different"	0	"right"	1.542	1.788	120.082	119.836
120.734	"Auditory_Same"	0	"left"	1.153	1.789	122.523	121.887
123.158	"Auditory_Same"	0	"left"	1.066	1.789	124.947	124.224
130.948	"Visual_Lure"	1	"left"	0.793	1.789	132.737	131.741
133.372	"Visual_Different"	1	"left"	1.304	1.789	135.161	134.676
135.763	"Visual_Same"	0	NA	NA	1.788	137.551	NA
138.354	"Visual_Different"	1	"left"	0.944	1.788	140.142	139.298
140.895	"Visual_Different"	1	"left"	1.206	1.788	142.683	142.101
143.218	"Visual_Same"	1	"right"	1.454	1.789	145.007	144.672
145.659	"Visual_Same"	1	"right"	1.085	1.788	147.447	146.744
153.399	"Auditory_Different"	1	"left"	1.096	1.771	155.17	154.495
155.923	"Auditory_Same"	1	"right"	0.909	1.788	157.711	156.832
158.263	"Auditory_Different"	1	"left"	1.075	1.789	160.052	159.338
160.854	"Auditory_Lure"	1	"left"	1.358	1.789	162.643	162.212
163.295	"Auditory_Lure"	1	"left"	1.2	1.788	165.083	164.495
165.668	"Auditory_Same"	1	"right"	0.85	1.789	167.457	166.518
173.341	"Visual_Different"	0	"right"	1.621	1.789	175.13	174.962
175.882	"Visual_Lure"	1	"left"	0.98	1.789	177.671	176.862
178.423	"Visual_Different"	1	"left"	0.878	1.789	180.212	179.301
180.697	"Visual_Same"	0	"left"	1.013	1.788	182.485	181.71
183.288	"Visual_Same"	1	"right"	1.064	1.788	185.076	184.352
185.728	"Visual_Lure"	1	"left"	1.017	1.789	187.517	186.745
188.37	"Visual_Lure"	1	"left"	0.794	1.788	190.158	189.164
195.792	"Auditory_Lure"	0	"right"	1.303	1.788	197.58	197.095
198.333	"Auditory_Lure"	1	"left"	1.18	1.788	200.121	199.513
200.857	"Auditory_Same"	1	"right"	0.98	1.788	202.645	201.837
203.197	"Auditory_Different"	0	"right"	1.355	1.789	204.986	204.552
205.888	"Auditory_Different"	1	"left"	1.193	1.789	207.677	207.081
208.329	"Auditory_Lure"	1	"left"	1.265	1.789	210.118	209.594
215.885	"Visual_Same"	1	"right"	0.971	1.789	217.674	216.856
218.275	"Visual_Same"	1	"right"	1.081	1.789	220.064	219.356
220.816	"Visual_Different"	0	"right"	0.959	1.789	222.605	221.775
223.207	"Visual_Lure"	1	"left"	0.728	1.788	224.995	223.935
225.731	"Visual_Lure"	1	"left"	0.706	1.789	227.52	226.437
228.172	"Visual_Same"	0	"left"	1.016	1.788	229.96	229.188
235.945	"Auditory_Same"	1	"right"	1.39	1.788	237.733	237.335
238.268	"Auditory_Same"	1	"right"	1.238	1.789	240.057	239.506
240.709	"Auditory_Different"	1	"left"	1.256	1.789	242.498	241.965
243.3	"Auditory_Lure"	0	"right"	1.082	1.789	245.089	244.382
245.891	"Auditory_Lure"	1	"left"	1.098	1.789	247.68	246.989
248.181	"Auditory_Same"	1	"right"	1.243	1.772	249.953	249.424
255.888	"Visual_Different"	1	"left"	1.193	1.788	257.676	257.081
258.328	"Visual_Same"	1	"right"	1.493	1.789	260.117	259.821
260.919	"Visual_Lure"	1	"left"	0.771	1.789	262.708	261.69
263.293	"Visual_Same"	1	"right"	0.763	1.789	265.082	264.056
265.734	"Visual_Same"	1	"right"	1.1	1.788	267.522	266.834
268.325	"Visual_Lure"	1	"left"	0.565	1.788	270.113	268.89
270.866	"Visual_Lure"	1	"left"	0.951	1.788	272.654	271.817
278.288	"Auditory_Different"	1	"left"	1.536	1.788	280.076	279.824
280.829	"Auditory_Lure"	0	"right"	1.384	1.788	282.617	282.213
283.37	"Auditory_Different"	0	"right"	1.266	1.788	285.158	284.636
285.743	"Auditory_Same"	0	"left"	1.346	1.789	287.532	287.089
288.284	"Auditory_Same"	1	"right"	0.88	1.789	290.073	289.164
290.825	"Auditory_Lure"	0	"right"	1.529	1.789	292.614	292.354
293.165	"Auditory_Lure"	1	"left"	1.098	1.789	294.954	294.263
300.738	"Visual_Same"	1	"right"	0.916	1.789	302.527	301.654
303.329	"Visual_Lure"	1	"left"	0.928	1.789	305.118	304.257
305.87	"Visual_Different"	1	"left"	0.813	1.789	307.659	306.683
308.394	"Visual_Lure"	1	"left"	0.901	1.789	310.183	309.295
310.735	"Visual_Lure"	1	"left"	0.653	1.788	312.523	311.388
313.175	"Visual_Different"	1	"left"	0.618	1.789	314.964	313.793
315.766	"Visual_Different"	1	"left"	0.918	1.789	317.555	316.684
323.439	"Auditory_Lure"	1	"left"	1.302	1.789	325.228	324.741
325.779	"Auditory_Lure"	1	"left"	1.492	1.789	327.568	327.271
328.304	"Auditory_Different"	1	"left"	1.421	1.788	330.092	329.725
330.694	"Auditory_Same"	1	"right"	0.865	1.789	332.483	331.559
333.385	"Auditory_Lure"	1	"left"	1.078	1.789	335.174	334.463
340.891	"Visual_Same"	1	"right"	0.781	1.789	342.68	341.672
343.215	"Visual_Different"	1	"left"	1.325	1.788	345.003	344.54
345.906	"Visual_Same"	1	"right"	1.015	1.789	347.695	346.921
348.246	"Visual_Lure"	1	"left"	0.765	1.789	350.035	349.011
350.888	"Visual_Lure"	1	"left"	0.848	1.788	352.676	351.736
353.328	"Visual_Different"	1	"left"	0.899	1.789	355.117	354.227
355.702	"Visual_Different"	1	"left"	0.596	1.789	357.491	356.298
363.392	"Auditory_Same"	1	"right"	1.278	1.788	365.18	364.67
365.765	"Auditory_Different"	1	"left"	1.11	1.789	367.554	366.875
368.356	"Auditory_Same"	1	"right"	1.265	1.789	370.145	369.621
370.697	"Auditory_Lure"	0	"right"	1.687	1.788	372.485	372.384
373.388	"Auditory_Lure"	1	"left"	1.076	1.789	375.177	374.464
375.779	"Auditory_Different"	0	"right"	1.291	1.771	377.55	377.07
378.152	"Auditory_Different"	1	"left"	1.538	1.789	379.941	379.69
385.842	"Visual_Same"	1	"right"	1.213	1.789	387.631	387.055
388.216	"Visual_Lure"	1	"left"	0.834	1.788	390.004	389.05
390.807	"Visual_Same"	1	"right"	1.277	1.788	392.595	392.084
393.398	"Visual_Different"	1	"left"	1.117	1.788	395.186	394.515
395.688	"Visual_Different"	1	"left"	1.144	1.789	397.477	396.832
398.329	"Visual_Lure"	1	"left"	0.85	1.789	400.118	399.179
405.835	"Auditory_Different"	1	"left"	1.229	1.788	407.623	407.064
408.275	"Auditory_Different"	1	"left"	0.993	1.789	410.064	409.268
410.866	"Auditory_Lure"	0	"right"	1.521	1.789	412.655	412.387
413.391	"Auditory_Same"	1	"right"	0.965	1.788	415.179	414.356
415.831	"Auditory_Same"	1	"right"	0.91	1.789	417.62	416.741
418.222	"Auditory_Different"	1	"left"	1.303	1.788	420.01	419.525
425.778	"Visual_Lure"	1	"left"	0.968	1.788	427.566	426.746
428.218	"Visual_Same"	1	"right"	1.117	1.789	430.007	429.335
430.809	"Visual_Lure"	1	"left"	0.9	1.789	432.598	431.709
433.35	"Visual_Different"	1	"left"	0.848	1.789	435.139	434.198
435.724	"Visual_Different"	1	"left"	1.452	1.789	437.513	437.176
438.365	"Visual_Same"	1	"right"	1.374	1.789	440.154	439.739
440.705	"Visual_Same"	1	"right"	1.28	1.789	442.494	441.985
448.228	"Auditory_Same"	1	"right"	1.455	1.789	450.017	449.683
450.819	"Auditory_Lure"	0	"right"	1.582	1.789	452.608	452.401
453.41	"Auditory_Same"	1	"right"	1.498	1.789	455.199	454.908
455.7	"Auditory_Different"	0	"right"	1.198	1.789	457.489	456.898
458.275	"Auditory_Different"	1	"left"	1.266	1.788	460.063	459.541
460.715	"Auditory_Lure"	0	"right"	1.518	1.789	462.504	462.233
468.388	"Visual_Same"	1	"right"	0.646	1.789	470.177	469.034
470.712	"Visual_Same"	1	"right"	1.059	1.788	472.5	471.771
473.303	"Visual_Different"	1	"left"	0.866	1.788	475.091	474.169
475.894	"Visual_Same"	1	"right"	1.506	1.788	477.682	477.4
478.334	"Visual_Lure"	1	"left"	0.898	1.789	480.123	479.232
485.94	"Auditory_Same"	1	"right"	1.112	1.789	487.729	487.052
488.364	"Auditory_Same"	1	"right"	0.892	1.789	490.153	489.256
490.755	"Auditory_Lure"	0	"right"	1.785	1.788	492.543	492.54
493.195	"Auditory_Different"	1	"left"	1.229	1.789	494.984	494.424
495.786	"Auditory_Same"	1	"right"	1.06	1.789	497.575	496.846
503.426	"Visual_Different"	1	"left"	0.859	1.788	505.214	504.285
505.816	"Visual_Same"	1	"right"	1.31	1.789	507.605	507.126
508.207	"Visual_Different"	1	"left"	0.724	1.788	509.995	508.931
510.748	"Visual_Lure"	1	"left"	1.103	1.788	512.536	511.851
513.289	"Visual_Lure"	1	"left"	1.508	1.772	515.061	514.797
515.712	"Visual_Same"	1	"right"	0.972	1.789	517.501	516.684
523.385	"Auditory_Lure"	1	"left"	1.48	1.789	525.174	524.865
525.926	"Auditory_Same"	1	"right"	0.922	1.789	527.715	526.848
528.2	"Auditory_Lure"	1	"left"	1.081	1.788	529.988	529.281
530.741	"Auditory_Different"	1	"left"	1.383	1.788	532.529	532.124
533.282	"Auditory_Different"	1	"left"	1.573	1.788	535.07	534.855
535.873	"Auditory_Same"	1	"right"	0.745	1.788	537.661	536.618
538.296	"Auditory_Same"	1	"right"	0.763	1.789	540.085	539.059
545.886	"Visual_Lure"	1	"left"	1.053	1.788	547.674	546.939
548.209	"Visual_Lure"	1	"left"	0.871	1.789	549.998	549.08
550.901	"Visual_Different"	1	"left"	1.145	1.788	552.689	552.046
553.191	"Visual_Same"	1	"right"	1.108	1.789	554.98	554.299
555.882	"Visual_Lure"	1	"left"	0.917	1.789	557.671	556.799
563.338	"Auditory_Different"	1	"left"	1.737	1.788	565.126	565.075
565.862	"Auditory_Different"	0	"right"	0.86	1.789	567.651	566.722
568.202	"Auditory_Lure"	1	"left"	1.432	1.789	569.991	569.634
570.743	"Auditory_Different"	1	"left"	1.245	1.789	572.532	571.988
573.384	"Auditory_Same"	1	"right"	0.797	1.789	575.173	574.181
580.873	"Visual_Lure"	1	"left"	0.728	1.789	582.662	581.601
583.314	"Visual_Lure"	1	"left"	0.793	1.789	585.103	584.107
585.755	"Visual_Same"	1	"right"	1.252	1.788	587.543	587.007
588.346	"Visual_Lure"	1	"left"	0.854	1.788	590.134	589.2
590.786	"Visual_Different"	1	"left"	1.04	1.772	592.558	591.826
598.275	"Auditory_Different"	0	"right"	1.763	1.789	600.064	600.038
600.917	"Auditory_Different"	0	"right"	1.172	1.788	602.705	602.089
603.357	"Auditory_Same"	1	"right"	1.148	1.789	605.146	604.505
605.697	"Auditory_Lure"	0	"right"	1.144	1.772	607.469	606.841
608.272	"Auditory_Different"	0	"right"	1.543	1.788	610.06	609.815
615.727	"Visual_Different"	1	"left"	1.316	1.789	617.516	617.043
618.419	"Visual_Different"	1	"left"	0.885	1.788	620.207	619.304
620.759	"Visual_Lure"	1	"left"	1.162	1.789	622.548	621.921
623.333	"Visual_Same"	1	"right"	0.988	1.789	625.122	624.321
625.874	"Visual_Same"	1	"right"	0.911	1.789	627.663	626.785
628.215	"Visual_Different"	1	"left"	0.757	1.788	630.003	628.972
635.921	"Auditory_Lure"	1	"left"	1.291	1.789	637.71	637.212
638.311	"Auditory_Different"	0	"right"	1.482	1.789	640.1	639.793
640.852	"Auditory_Lure"	0	"right"	1.474	1.789	642.641	642.326
643.243	"Auditory_Same"	1	"right"	1.31	1.788	645.031	644.553
645.683	"Auditory_Same"	1	"right"	1.161	1.789	647.472	646.844
648.208	"Auditory_Different"	0	"right"	1.594	1.788	649.996	649.802
655.73	"Visual_Different"	1	"left"	0.876	1.789	657.519	656.606
658.321	"Visual_Different"	1	"left"	1.261	1.789	660.11	659.582
660.695	"Visual_Same"	1	"right"	1.114	1.788	662.483	661.809
663.336	"Visual_Lure"	1	"left"	0.789	1.789	665.125	664.125
665.777	"Visual_Different"	1	"left"	0.881	1.788	667.565	666.658
673.232	"Auditory_Lure"	0	"right"	1.333	1.789	675.021	674.565
675.857	"Auditory_Lure"	1	"left"	1.706	1.788	677.645	677.563
678.398	"Auditory_Same"	1	"right"	1.533	1.788	680.186	679.931
680.788	"Auditory_Lure"	0	"right"	1.241	1.789	682.577	682.029
683.329	"Auditory_Different"	1	"left"	1.513	1.789	685.118	684.842
690.785	"Visual_Different"	1	"left"	1.292	1.771	692.556	692.077
693.409	"Visual_Different"	1	"left"	1.279	1.789	695.198	694.688
695.749	"Visual_Lure"	1	"left"	0.887	1.789	697.538	696.636
698.39	"Visual_Different"	1	"left"	1.242	1.789	700.179	699.632
700.781	"Visual_Same"	1	"right"	0.693	1.789	702.57	701.474
708.22	"Auditory_Different"	0	NA	NA	1.788	710.008	NA
710.911	"Auditory_Same"	1	"right"	1.379	1.789	712.7	712.29
713.302	"Auditory_Lure"	1	"left"	1.403	1.788	715.09	714.705
715.742	"Auditory_Same"	1	"right"	1.154	1.789	717.531	716.896
