"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.505	"recently_learned_faces_baseline"	0	NA	NA	0.017	"recently_learned_faces_baseline"	10.505	NA
11.391	"recently_learned_faces_baseline"	1	"right"	1.32	2.507	"recently_learned_faces_baseline"	13.878	12.711
14.935	"famous_faces_baseline"	0	"right"	1.556	2.507	"famous_faces_baseline"	17.416	16.491
18.261	"famous_faces_baseline"	1	"right"	1.832	2.525	"famous_faces_baseline"	20.753	20.093
21.805	"famous_faces_false_combination"	1	"right"	1.472	2.508	"famous_faces"	24.292	23.277
25.199	"famous_faces_correct_combination"	1	"left"	1.263	2.507	"famous_faces"	27.68	26.462
28.776	"recently_learned_faces_false_combination"	1	"right"	1.314	2.508	"recently_learned_faces"	31.269	30.09
32.32	"recently_learned_faces_false_combination"	1	"right"	1.209	2.508	"recently_learned_faces"	34.808	33.529
35.713	"famous_faces_false_combination"	1	"right"	1.366	2.508	"famous_faces"	38.195	37.079
39.341	"famous_faces_baseline"	1	"left"	0.946	2.508	"famous_faces_baseline"	41.834	40.287
42.785	"recently_learned_faces_baseline"	1	"left"	0.863	2.507	"recently_learned_faces_baseline"	45.272	43.648
46.228	"famous_faces_false_combination"	1	"right"	1.097	2.508	"famous_faces"	48.71	47.325
49.806	"famous_faces_baseline"	1	"right"	1.33	2.524	"famous_faces_baseline"	52.299	51.136
55.456	"famous_faces_baseline"	1	"right"	0.846	2.507	"famous_faces_baseline"	57.939	56.302
58.883	"recently_learned_faces_correct_combination"	1	"left"	0.947	2.524	"recently_learned_faces"	61.377	59.83
62.326	"recently_learned_faces_false_combination"	1	"right"	0.996	2.508	"recently_learned_faces"	64.815	63.322
65.77	"famous_faces_correct_combination"	1	"left"	1.273	2.507	"famous_faces"	68.253	67.043
69.197	"famous_faces_false_combination"	1	"right"	1.266	2.524	"famous_faces"	71.691	70.463
72.891	"recently_learned_faces_false_combination"	1	"right"	1.854	2.508	"recently_learned_faces"	75.38	74.745
76.235	"famous_faces_false_combination"	1	"right"	1.614	2.507	"famous_faces"	78.717	77.849
79.812	"recently_learned_faces_false_combination"	1	"right"	1.066	2.524	"recently_learned_faces"	82.306	80.878
83.255	"recently_learned_faces_false_combination"	1	"right"	1.584	2.508	"recently_learned_faces"	85.744	84.839
