onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.962	1.655	Contingent	NA	NA	10.59	NA
11.386	2.808	Contingent	NA	NA	14.181	NA
14.729	2.809	Contingent	NA	NA	17.52	NA
18.323	2.809	Contingent	left	1.77	21.111	20.093
21.917	2.809	Contingent	right	1.823	24.702	23.74
25.261	2.791	NonContingent	NA	NA	28.041	NA
28.788	2.808	Contingent	left	1.206	31.582	29.994
32.181	2.809	Contingent	NA	NA	34.972	NA
35.826	2.808	Contingent	left	1.02	38.613	36.846
39.369	2.809	NonContingent	NA	NA	42.153	NA
42.663	2.791	Contingent	left	1.189	45.442	43.852
46.24	2.808	NonContingent	NA	NA	49.033	NA
49.784	2.808	NonContingent	right	1.313	52.574	51.097
55.3	2.809	NonContingent	NA	NA	58.089	NA
58.895	2.808	Contingent	left	1.272	61.68	60.167
62.238	2.792	NonContingent	right	2.101	65.019	64.339
65.815	2.809	NonContingent	right	1.354	68.61	67.169
69.409	2.809	Contingent	NA	NA	72.201	NA
72.853	2.808	Contingent	left	0.978	75.641	73.831
76.397	2.808	Contingent	left	0.905	79.181	77.302
79.69	2.792	NonContingent	right	1.168	82.47	80.858
83.217	2.809	Contingent	left	1.282	86.01	84.499
86.761	2.809	NonContingent	right	0.886	89.551	87.647
90.155	2.808	Contingent	left	0.877	92.941	91.032
93.849	2.808	Contingent	left	0.997	96.632	94.846
97.176	2.808	Contingent	left	1.457	99.971	98.633
102.859	2.792	Contingent	left	1.278	105.639	104.137
106.387	2.808	Contingent	left	0.831	109.18	107.218
109.78	2.808	NonContingent	right	1.352	112.569	111.132
113.224	2.808	NonContingent	right	1.516	116.009	114.74
116.918	2.808	NonContingent	right	1.087	119.7	118.005
120.245	2.808	NonContingent	left	1.293	123.039	121.538
123.889	2.808	Contingent	left	0.929	126.68	124.818
127.332	2.809	Contingent	left	1.105	130.12	128.437
130.776	2.809	Contingent	left	0.843	133.56	131.619
134.17	2.791	NonContingent	right	1	136.95	135.17
137.797	2.809	Contingent	right	1.177	140.591	138.974
141.191	2.808	Contingent	left	1.239	143.98	142.43
144.634	2.809	NonContingent	right	0.969	147.42	145.603
150.401	2.809	Contingent	left	0.86	153.188	151.261
153.795	2.808	NonContingent	right	1.112	156.577	154.907
157.422	2.809	Contingent	left	1.18	160.218	158.602
160.816	2.808	NonContingent	right	1.264	163.608	162.08
164.209	2.809	NonContingent	right	1.674	166.998	165.883
167.804	2.808	NonContingent	right	1.059	170.589	168.863
171.398	2.808	NonContingent	right	1.266	174.18	172.664
174.825	2.808	NonContingent	left	2.249	177.62	177.074
178.168	2.808	Contingent	left	0.982	180.959	179.15
181.712	2.808	NonContingent	right	1.12	184.499	182.832
185.306	2.808	Contingent	left	0.771	188.09	186.077
188.85	2.791	Contingent	left	1.048	191.63	189.898
192.226	2.809	NonContingent	right	0.942	195.02	193.168
197.843	2.809	Contingent	right	1.339	200.637	199.182
201.437	2.809	NonContingent	right	0.942	204.228	202.379
204.781	2.808	NonContingent	right	1.118	207.567	205.899
208.224	2.809	NonContingent	right	1.026	211.007	209.25
211.869	2.791	NonContingent	right	1.047	214.648	212.916
215.295	2.809	NonContingent	right	0.912	218.088	216.207
218.739	2.809	NonContingent	right	0.905	221.528	219.644
222.183	2.808	NonContingent	right	0.905	224.968	223.088
225.827	2.808	NonContingent	right	1.021	228.609	226.848
229.354	2.809	Contingent	right	1.53	232.149	230.884
232.748	2.808	Contingent	right	2.235	235.539	234.983
236.191	2.809	Contingent	left	0.962	238.979	237.153
239.785	2.809	Contingent	right	1.008	242.57	240.793
245.252	2.808	NonContingent	right	1.637	248.035	246.889
248.946	2.792	NonContingent	right	0.95	251.726	249.896
252.273	2.808	Contingent	left	1.003	255.065	253.276
255.867	2.808	NonContingent	right	0.807	258.656	256.674
259.31	2.809	NonContingent	right	0.905	262.096	260.215
262.754	2.808	Contingent	left	1.416	265.536	264.17
266.331	2.809	Contingent	right	1.043	269.127	267.374
269.775	2.808	NonContingent	right	1.08	272.567	270.855
273.369	2.808	Contingent	right	1.399	276.158	274.768
276.662	2.809	NonContingent	right	0.909	279.447	277.571
280.307	2.791	NonContingent	right	0.827	283.088	281.134
283.633	2.809	NonContingent	right	1.179	286.427	284.812
287.328	2.808	Contingent	left	1.037	290.118	288.365
292.844	2.808	NonContingent	right	0.905	295.636	293.749
296.288	2.808	NonContingent	right	0.945	299.076	297.233
299.932	2.808	NonContingent	right	0.905	302.717	300.837
303.376	2.791	Contingent	left	1.425	306.157	304.801
306.702	2.809	NonContingent	right	0.808	309.496	307.51
310.296	2.809	NonContingent	right	1.02	313.087	311.316
313.74	2.808	Contingent	left	1.47	316.527	315.21
317.384	2.808	NonContingent	right	0.914	320.168	318.298
320.828	2.791	Contingent	left	1.592	323.608	322.42
324.154	2.809	Contingent	left	1.098	326.947	325.252
327.849	2.808	Contingent	left	1.02	330.638	328.869
331.242	2.809	Contingent	left	1.117	334.028	332.359
334.786	2.809	NonContingent	right	1.007	337.569	335.793
340.453	2.808	NonContingent	right	0.994	343.235	341.447
343.78	2.808	Contingent	right	1.184	346.574	344.964
347.324	2.808	NonContingent	right	0.782	350.115	348.106
350.867	2.809	Contingent	left	0.977	353.656	351.844
354.211	2.808	Contingent	right	1.035	356.995	355.246
357.905	2.792	Contingent	left	1.316	360.686	359.221
361.232	2.808	Contingent	left	0.762	364.025	361.994
364.776	2.808	Contingent	left	0.738	367.566	365.514
368.32	2.808	Contingent	left	1.582	371.107	369.902
371.663	2.808	Contingent	left	1.227	374.446	372.89
375.307	2.792	NonContingent	right	0.88	378.087	376.187
