"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.846	"Visual_Lure"	0	NA	NA	1.788	12.634	NA
13.286	"Visual_Lure"	0	NA	NA	1.789	15.075	NA
15.727	"Visual_Same"	1	"right"	1.167	1.772	17.499	16.894
18.402	"Visual_Lure"	1	"left"	1.427	1.788	20.19	19.829
20.842	"Visual_Different"	1	"left"	1.227	1.789	22.631	22.069
28.448	"Auditory_Lure"	1	"left"	1.534	1.789	30.237	29.982
30.839	"Auditory_Different"	0	"right"	1.593	1.789	32.628	32.432
33.263	"Auditory_Same"	1	"right"	1.303	1.789	35.052	34.566
35.854	"Auditory_Different"	1	"left"	1.235	1.789	37.643	37.089
38.194	"Auditory_Different"	1	"left"	1.523	1.789	39.983	39.717
40.735	"Auditory_Same"	0	NA	NA	1.789	42.524	NA
43.376	"Auditory_Same"	0	"left"	1.363	1.789	45.165	44.739
50.748	"Visual_Lure"	1	"left"	0.99	1.789	52.537	51.738
53.34	"Visual_Different"	1	"left"	1.539	1.772	55.112	54.879
55.864	"Visual_Lure"	0	"right"	1.257	1.788	57.652	57.121
58.254	"Visual_Same"	1	"right"	0.993	1.789	60.043	59.247
60.895	"Visual_Same"	1	"right"	0.919	1.789	62.684	61.814
63.186	"Visual_Different"	1	"left"	1.322	1.788	64.974	64.508
70.842	"Auditory_Same"	0	NA	NA	1.789	72.631	NA
73.383	"Auditory_Same"	1	"right"	1.314	1.789	75.172	74.697
75.723	"Auditory_Different"	1	"left"	1.74	1.789	77.512	77.463
78.348	"Auditory_Lure"	0	NA	NA	1.788	80.136	NA
80.688	"Auditory_Lure"	1	"left"	1.384	1.789	82.477	82.072
83.279	"Auditory_Same"	1	"right"	1.598	1.789	85.068	84.877
90.952	"Visual_Same"	0	NA	NA	1.772	92.724	NA
93.376	"Visual_Same"	1	"right"	0.745	1.789	95.165	94.121
95.766	"Visual_Different"	1	"left"	1.225	1.789	97.555	96.991
98.307	"Visual_Lure"	0	"right"	0.81	1.789	100.096	99.117
100.698	"Visual_Lure"	1	"left"	0.932	1.789	102.487	101.63
103.222	"Visual_Same"	0	"left"	1.647	1.789	105.011	104.869
110.945	"Auditory_Different"	1	"left"	1.406	1.789	112.734	112.351
113.285	"Auditory_Different"	0	NA	NA	1.789	115.074	NA
115.709	"Auditory_Same"	1	"right"	1.056	1.789	117.498	116.765
118.351	"Auditory_Lure"	1	"left"	1.415	1.788	120.139	119.766
120.791	"Auditory_Different"	0	"right"	1.776	1.789	122.58	122.567
128.447	"Visual_Different"	1	"left"	1.39	1.789	130.236	129.837
130.871	"Visual_Same"	1	"right"	0.6	1.789	132.66	131.471
133.312	"Visual_Lure"	1	"left"	1.078	1.789	135.101	134.39
135.853	"Visual_Same"	1	"right"	0.937	1.789	137.642	136.79
138.193	"Visual_Same"	1	"right"	0.755	1.789	139.982	138.948
140.885	"Visual_Lure"	1	"left"	0.983	1.788	142.673	141.868
143.208	"Visual_Lure"	1	"left"	1.036	1.789	144.997	144.244
150.798	"Auditory_Same"	1	"right"	1.642	1.788	152.586	152.44
153.422	"Auditory_Lure"	1	"left"	1.041	1.789	155.211	154.463
155.763	"Auditory_Different"	1	"left"	1.376	1.788	157.551	157.139
158.354	"Auditory_Lure"	0	"right"	0.797	1.788	160.142	159.151
160.794	"Auditory_Lure"	0	NA	NA	1.789	162.583	NA
163.185	"Auditory_Different"	0	NA	NA	1.788	164.973	NA
165.859	"Auditory_Different"	1	"left"	1.418	1.789	167.648	167.277
173.348	"Visual_Different"	0	"right"	0.813	1.789	175.137	174.161
175.873	"Visual_Same"	0	"left"	1.06	1.788	177.661	176.933
178.313	"Visual_Different"	1	"left"	1.548	1.789	180.102	179.861
180.904	"Visual_Lure"	1	"left"	0.978	1.789	182.693	181.882
183.245	"Visual_Lure"	1	"left"	1.067	1.788	185.033	184.312
185.685	"Visual_Same"	0	NA	NA	1.789	187.474	NA
193.241	"Auditory_Different"	0	"right"	1.405	1.789	195.03	194.646
195.882	"Auditory_Lure"	0	"right"	1.043	1.789	197.671	196.925
198.323	"Auditory_Different"	0	"right"	1.282	1.789	200.112	199.605
200.898	"Auditory_Same"	1	"right"	1.062	1.788	202.686	201.96
203.238	"Auditory_Same"	1	"right"	1.112	1.789	205.027	204.35
205.829	"Auditory_Lure"	1	"left"	1.139	1.789	207.618	206.968
208.27	"Auditory_Lure"	1	"left"	0.864	1.788	210.058	209.134
215.943	"Visual_Lure"	1	"left"	0.995	1.788	217.731	216.938
