onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.274	0.016	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.274	NA
11.344	2.507	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	13.828	NA
14.888	2.507	famous_faces_baseline	1	left	1.204	famous_faces_baseline	17.367	16.092
18.264	2.508	famous_faces_baseline	1	right	1.407	famous_faces_baseline	20.754	19.671
21.909	2.507	famous_faces_false_combination	1	right	1.909	famous_faces	24.393	23.818
25.302	2.507	famous_faces_correct_combination	1	left	1.731	famous_faces	27.781	27.033
28.879	2.508	recently_learned_faces_false_combination	1	right	1.616	recently_learned_faces	31.37	30.495
32.173	2.507	recently_learned_faces_false_combination	1	right	1.37	recently_learned_faces	34.657	33.543
35.716	2.508	famous_faces_false_combination	1	right	1.113	famous_faces	38.195	36.829
39.294	2.507	famous_faces_baseline	1	left	1.286	famous_faces_baseline	41.784	40.58
42.737	2.508	recently_learned_faces_baseline	1	left	1.307	recently_learned_faces_baseline	45.222	44.044
46.332	2.507	famous_faces_false_combination	1	right	1.481	famous_faces	48.811	47.813
49.608	2.508	famous_faces_baseline	1	right	1.587	famous_faces_baseline	52.098	51.195
55.459	2.507	famous_faces_baseline	1	right	1.355	famous_faces_baseline	57.94	56.814
58.836	2.507	recently_learned_faces_correct_combination	1	left	1.828	recently_learned_faces	61.328	60.664
62.229	2.508	recently_learned_faces_false_combination	1	right	1.256	recently_learned_faces	64.716	63.485
65.773	2.508	famous_faces_correct_combination	1	left	1.682	famous_faces	68.254	67.455
69.35	2.508	famous_faces_false_combination	1	right	1.105	famous_faces	71.843	70.455
72.794	2.508	recently_learned_faces_false_combination	0	left	2.118	recently_learned_faces	75.281	74.912
76.388	2.508	famous_faces_false_combination	1	right	1.546	famous_faces	78.87	77.934
79.815	2.524	recently_learned_faces_false_combination	1	right	1.478	recently_learned_faces	82.308	81.293
83.208	2.508	recently_learned_faces_false_combination	1	right	1.59	recently_learned_faces	85.695	84.798
86.652	2.508	famous_faces_baseline	1	right	1.12	famous_faces_baseline	89.133	87.772
90.229	2.508	famous_faces_baseline	1	right	1.296	famous_faces_baseline	92.722	91.525
93.673	2.508	famous_faces_false_combination	1	right	1.178	famous_faces	96.16	94.851
97.317	2.508	recently_learned_faces_false_combination	0	NA	NA	recently_learned_faces	99.799	NA
102.951	2.507	recently_learned_faces_correct_combination	0	right	2.033	recently_learned_faces	105.439	104.984
106.294	2.508	famous_faces_correct_combination	1	left	1.562	famous_faces	108.776	107.856
109.721	2.508	recently_learned_faces_correct_combination	1	left	1.105	recently_learned_faces	112.214	110.826
113.365	2.508	recently_learned_faces_false_combination	1	right	1.138	recently_learned_faces	115.853	114.503
116.809	2.507	recently_learned_faces_correct_combination	1	left	1.233	recently_learned_faces	119.291	118.042
120.386	2.525	famous_faces_correct_combination	1	left	1.457	famous_faces	122.88	121.843
123.73	2.507	famous_faces_correct_combination	1	left	1.251	famous_faces	126.217	124.981
127.324	2.507	recently_learned_faces_correct_combination	1	left	1.085	recently_learned_faces	129.806	128.409
130.751	2.524	famous_faces_baseline	1	left	1.47	famous_faces_baseline	133.244	132.221
134.144	2.508	recently_learned_faces_baseline	1	right	1.277	recently_learned_faces_baseline	136.632	135.421
137.788	2.508	famous_faces_baseline	1	left	1.277	famous_faces_baseline	140.271	139.065
141.115	2.507	famous_faces_correct_combination	1	left	1.138	famous_faces	143.608	142.253
144.809	2.508	recently_learned_faces_correct_combination	1	left	1.408	recently_learned_faces	147.297	146.217
150.359	2.508	famous_faces_baseline	1	right	0.998	famous_faces_baseline	152.838	151.357
153.736	2.508	famous_faces_correct_combination	1	left	1.341	famous_faces	156.226	155.077
157.43	2.508	famous_faces_baseline	1	right	0.947	famous_faces_baseline	159.915	158.377
160.774	2.507	recently_learned_faces_correct_combination	1	left	1.026	recently_learned_faces	163.252	161.8
164.351	2.508	recently_learned_faces_baseline	1	left	1.037	recently_learned_faces_baseline	166.841	165.388
167.895	2.508	recently_learned_faces_correct_combination	1	left	0.849	recently_learned_faces	170.379	168.744
171.222	2.524	recently_learned_faces_correct_combination	1	left	1.153	recently_learned_faces	173.716	172.375
174.766	2.524	recently_learned_faces_correct_combination	1	left	1.066	recently_learned_faces	177.255	175.832
