"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.458	"Contingent"	NA	NA	0.151	10.59	NA
11.394	"Contingent"	NA	NA	2.809	14.181	NA
14.938	"Contingent"	"left"	1.712	2.809	17.721	16.65
18.332	"Contingent"	"right"	2.506	2.791	21.111	20.838
21.708	"Contingent"	"left"	1.743	2.809	24.501	23.451
25.252	"NonContingent"	"left"	1.791	2.809	28.041	27.043
28.897	"Contingent"	"right"	1.557	2.808	31.682	30.454
32.29	"Contingent"	"left"	2.108	2.809	35.072	34.398
35.817	"Contingent"	"left"	1.182	2.809	38.613	36.999
39.161	"NonContingent"	"left"	1.186	2.808	41.952	40.347
42.855	"Contingent"	"left"	2.22	2.809	45.643	45.075
46.249	"NonContingent"	"right"	1.245	2.808	49.033	47.494
49.793	"NonContingent"	"right"	2.111	2.791	52.574	51.904
55.409	"NonContingent"	"left"	1.6	2.809	58.191	57.009
58.836	"Contingent"	"left"	1.586	2.809	61.631	60.422
62.28	"NonContingent"	"right"	2.157	2.809	65.071	64.437
65.724	"NonContingent"	"right"	2.534	2.808	68.511	68.258
69.418	"Contingent"	"right"	2.01	2.809	72.202	71.428
72.711	"Contingent"	"left"	0.923	2.792	75.491	73.634
76.239	"Contingent"	"left"	1.187	2.808	79.031	77.426
79.783	"NonContingent"	"left"	1.635	2.808	82.572	81.418
83.327	"Contingent"	"right"	0.833	2.808	86.113	84.16
86.871	"NonContingent"	"right"	2.172	2.808	89.653	89.043
90.297	"Contingent"	"left"	1.354	2.809	93.093	91.651
93.841	"Contingent"	"left"	0.847	2.809	96.633	94.688
97.185	"Contingent"	"left"	1.418	2.808	99.972	98.603
102.751	"Contingent"	"right"	2.087	2.809	105.539	104.838
106.346	"Contingent"	"left"	0.887	2.808	109.13	107.233
109.889	"NonContingent"	"right"	1.527	2.809	112.671	111.416
113.417	"NonContingent"	"right"	1.42	2.808	116.211	114.837
116.76	"NonContingent"	"right"	1.361	2.808	119.55	118.121
120.304	"NonContingent"	"right"	1.176	2.808	123.091	121.48
123.698	"Contingent"	NA	NA	2.808	126.481	NA
127.342	"Contingent"	"left"	1.176	2.792	130.122	128.518
130.869	"Contingent"	"left"	0.77	2.808	133.662	131.639
134.212	"NonContingent"	NA	NA	2.809	137.001	NA
137.806	"Contingent"	"left"	0.438	2.809	140.592	138.244
141.2	"Contingent"	"left"	1.195	2.792	143.981	142.395
144.828	"NonContingent"	"right"	1.116	2.808	147.622	145.944
150.361	"Contingent"	"left"	0.856	2.792	153.14	151.217
153.738	"NonContingent"	"left"	1.073	2.808	156.53	154.811
157.382	"Contingent"	"left"	1.401	2.808	160.171	158.783
160.775	"NonContingent"	"right"	1.452	2.809	163.56	162.227
164.42	"NonContingent"	"right"	1.654	2.808	167.201	166.074
167.847	"NonContingent"	"right"	1.164	2.808	170.641	169.011
171.29	"NonContingent"	"right"	2.047	2.809	174.081	173.337
174.734	"NonContingent"	"left"	1.94	2.808	177.521	176.674
178.378	"Contingent"	"left"	0.866	2.809	181.162	179.244
181.671	"NonContingent"	"right"	1.082	2.792	184.451	182.753
185.249	"Contingent"	"left"	0.85	2.808	188.042	186.099
188.843	"Contingent"	"left"	1.11	2.808	191.633	189.953
192.286	"NonContingent"	"right"	1.371	2.809	195.073	193.657
197.853	"Contingent"	"left"	1.509	2.809	200.639	199.362
201.447	"NonContingent"	"right"	1.045	2.809	204.23	202.492
204.724	"NonContingent"	"right"	1.386	2.808	207.519	206.11
208.268	"NonContingent"	"left"	1.776	2.808	211.059	210.044
211.862	"NonContingent"	"right"	0.783	2.808	214.65	212.645
215.305	"NonContingent"	"right"	0.714	2.809	218.09	216.019
218.849	"NonContingent"	"right"	1.364	2.809	221.631	220.213
222.176	"NonContingent"	"right"	2.108	2.808	224.97	224.284
225.72	"NonContingent"	"right"	1.148	2.808	228.51	226.868
229.364	"Contingent"	"right"	1.143	2.809	232.151	230.507
232.658	"Contingent"	"left"	0.885	2.808	235.44	233.543
236.252	"Contingent"	"left"	0.939	2.791	239.031	237.191
239.779	"Contingent"	"left"	1.108	2.808	242.572	240.887
245.295	"NonContingent"	"right"	1.177	2.809	248.088	246.472
248.839	"NonContingent"	"right"	0.889	2.809	251.629	249.728
252.433	"Contingent"	"right"	1.461	2.809	255.22	253.894
255.727	"NonContingent"	"right"	1.638	2.808	258.509	257.365
259.371	"NonContingent"	"left"	1.283	2.792	262.15	260.654
