onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.807	2.809	Contingent	right	2.574	10.59	10.381
11.451	2.792	Contingent	left	1.364	14.231	12.815
14.728	2.808	Contingent	right	1.072	17.52	15.8
18.322	2.808	Contingent	left	1.396	21.111	19.718
21.866	2.808	Contingent	right	1.418	24.652	23.284
25.309	2.809	NonContingent	right	1.437	28.092	26.746
28.753	2.792	Contingent	right	1.473	31.532	30.226
32.33	2.809	Contingent	left	1.156	35.123	33.486
35.874	2.809	Contingent	left	1.779	38.663	37.653
39.167	2.809	NonContingent	left	1.343	41.952	40.51
42.862	2.791	Contingent	right	1.229	45.643	44.091
46.289	2.808	NonContingent	left	1.485	49.083	47.774
49.632	2.808	NonContingent	left	1.903	52.422	51.535
55.299	2.808	NonContingent	right	1.744	58.089	57.043
58.843	2.808	Contingent	left	1.813	61.63	60.656
62.437	2.808	NonContingent	right	1.345	65.221	63.782
65.73	2.792	NonContingent	right	1.545	68.51	67.275
69.357	2.809	Contingent	right	1.844	72.151	71.201
72.801	2.808	Contingent	right	1.219	75.591	74.02
76.245	2.808	Contingent	right	1.556	79.031	77.801
79.688	2.809	NonContingent	right	1.237	82.471	80.925
83.383	2.791	Contingent	left	1.518	86.162	84.901
86.809	2.809	NonContingent	right	1.261	89.602	88.07
90.353	2.809	Contingent	left	1.676	93.142	92.029
93.697	2.808	Contingent	right	0.963	96.481	94.66
97.241	2.808	Contingent	left	2.45	100.022	99.691
102.807	2.792	Contingent	left	1.663	105.588	104.47
106.384	2.809	Contingent	right	1.411	109.179	107.795
109.928	2.809	NonContingent	right	2.051	112.719	111.979
113.222	2.808	NonContingent	left	2.195	116.008	115.417
116.816	2.808	NonContingent	right	2.186	119.599	119.002
120.209	2.792	NonContingent	right	1.282	122.989	121.491
123.887	2.808	Contingent	right	1.397	126.68	125.284
127.33	2.809	Contingent	left	2.019	130.12	129.349
130.724	2.808	Contingent	right	1.452	133.509	132.176
134.268	2.808	NonContingent	right	2.426	137.05	136.694
137.811	2.792	Contingent	left	1.897	140.591	139.708
141.188	2.809	Contingent	left	1.658	143.98	142.846
144.832	2.809	NonContingent	right	1.917	147.621	146.749
150.349	2.808	Contingent	right	1.847	153.137	152.196
153.742	2.809	NonContingent	right	1.44	156.527	155.182
157.286	2.792	Contingent	left	2.525	160.067	159.811
160.914	2.808	NonContingent	right	1.881	163.708	162.795
164.357	2.809	NonContingent	right	1.285	167.148	165.642
167.751	2.808	NonContingent	right	0.977	170.537	168.728
171.295	2.808	NonContingent	right	1.964	174.078	173.259
174.889	2.791	NonContingent	left	1.589	177.669	176.478
178.165	2.809	Contingent	right	1.112	180.958	179.277
181.809	2.809	NonContingent	right	2.244	184.599	184.053
185.353	2.809	Contingent	right	2.694	188.139	188.047
188.646	2.809	Contingent	left	1.278	191.428	189.924
192.174	2.808	NonContingent	right	1.525	194.968	193.699
197.941	2.808	Contingent	right	1.226	200.736	199.167
201.234	2.808	NonContingent	right	1.048	204.025	202.282
204.878	2.809	NonContingent	right	1.088	207.666	205.966
208.272	2.808	NonContingent	right	1.659	211.055	209.931
211.815	2.792	NonContingent	right	1.23	214.596	213.045
215.343	2.808	NonContingent	left	1.167	218.137	216.51
218.786	2.809	NonContingent	right	2.458	221.577	221.244
222.23	2.808	NonContingent	right	1.335	225.017	223.565
225.673	2.809	NonContingent	left	1.385	228.457	227.058
229.368	2.791	Contingent	left	1.858	232.148	231.226
232.795	2.808	Contingent	right	1.1	235.588	233.895
236.188	2.809	Contingent	right	0.996	238.977	237.184
239.632	2.808	Contingent	left	1.079	242.417	240.711
245.299	2.808	NonContingent	right	1.201	248.084	246.5
248.742	2.809	NonContingent	right	1.467	251.524	250.209
252.32	2.808	Contingent	left	1.297	255.115	253.617
255.914	2.808	NonContingent	right	1.352	258.706	257.266
259.357	2.809	NonContingent	left	1.611	262.146	260.968
262.901	2.808	Contingent	left	0.913	265.686	263.814
266.295	2.808	Contingent	left	1.071	269.076	267.366
269.822	2.808	NonContingent	left	1.693	272.617	271.515
