onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.848	1.789	Visual_Lure	1	left	1.427	12.637	12.275
13.289	1.789	Visual_Lure	1	left	1.344	15.078	14.633
15.914	1.788	Visual_Same	0	NA	NA	17.702	NA
18.354	1.789	Visual_Lure	0	NA	NA	20.143	NA
20.695	1.788	Visual_Different	1	left	1.297	22.483	21.992
28.351	1.788	Auditory_Lure	1	left	1.016	30.139	29.367
30.775	1.788	Auditory_Different	1	left	1.577	32.563	32.352
33.366	1.789	Auditory_Same	1	right	1.182	35.155	34.548
35.907	1.788	Auditory_Different	0	NA	NA	37.695	NA
38.197	1.789	Auditory_Different	0	NA	NA	39.986	NA
40.888	1.789	Auditory_Same	0	NA	NA	42.677	NA
43.262	1.789	Auditory_Same	1	right	0.459	45.051	43.721
50.952	1.772	Visual_Lure	1	left	0.976	52.724	51.928
53.326	1.788	Visual_Different	1	left	0.548	55.114	53.874
55.716	1.789	Visual_Same	1	right	0.819	57.505	56.535
58.357	1.789	Visual_Different	1	left	1.075	60.146	59.432
60.748	1.789	Visual_Different	1	left	0.773	62.537	61.521
63.372	1.789	Visual_Same	1	right	0.993	65.161	64.365
65.813	1.789	Visual_Same	1	right	0.759	67.602	66.572
73.235	1.789	Auditory_Different	1	left	1.209	75.024	74.444
75.877	1.788	Auditory_Same	1	right	0.969	77.665	76.846
78.267	1.789	Auditory_Lure	0	right	0.843	80.056	79.11
80.808	1.789	Auditory_Same	1	right	0.947	82.597	81.755
83.349	1.789	Auditory_Same	1	right	1.143	85.138	84.492
85.723	1.788	Auditory_Lure	0	NA	NA	87.511	NA
88.163	1.789	Auditory_Lure	0	NA	NA	89.952	NA
95.736	1.789	Visual_Different	0	right	0.77	97.525	96.506
98.327	1.789	Visual_Different	1	left	0.875	100.116	99.202
100.768	1.788	Visual_Lure	0	right	0.996	102.556	101.764
103.309	1.788	Visual_Different	1	left	0.777	105.097	104.086
105.9	1.788	Visual_Same	1	right	1.562	107.688	107.462
113.439	1.789	Auditory_Same	1	right	1.192	115.228	114.631
