onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.894	1.873	Contingent	NA	NA	10.741	NA
11.402	2.808	Contingent	left	1.228	14.181	12.63
14.729	2.808	Contingent	right	1.275	17.52	16.004
18.323	2.808	Contingent	left	1.256	21.111	19.579
21.766	2.809	Contingent	left	1.778	24.551	23.544
25.21	2.792	NonContingent	right	1.594	27.991	26.804
28.837	2.809	Contingent	left	1.114	31.632	29.951
32.231	2.808	Contingent	right	1.392	35.021	33.623
35.775	2.808	Contingent	right	1.223	38.562	36.998
39.369	2.808	NonContingent	left	1.73	42.153	41.099
42.662	2.792	Contingent	left	2.262	45.442	44.924
46.289	2.809	NonContingent	right	2.091	49.083	48.38
49.833	2.809	NonContingent	right	1.517	52.623	51.35
55.25	2.808	NonContingent	right	1.887	58.039	57.137
58.844	2.808	Contingent	left	1.428	61.63	60.272
62.287	2.809	NonContingent	NA	NA	65.07	NA
65.931	2.792	NonContingent	left	1.749	68.711	67.68
69.358	2.809	Contingent	left	1.556	72.151	70.914
72.902	2.809	Contingent	left	1.857	75.691	74.759
76.195	2.809	Contingent	left	1.772	78.98	77.967
79.79	2.808	NonContingent	right	1.409	82.571	81.199
83.216	2.809	Contingent	right	1.65	86.011	84.866
86.81	2.809	NonContingent	left	1.696	89.602	88.506
90.354	2.809	Contingent	right	1.191	93.142	91.545
93.748	2.808	Contingent	left	2.09	96.532	95.838
97.292	2.791	Contingent	left	1.316	100.073	98.608
102.758	2.792	Contingent	right	1.458	105.538	104.216
106.386	2.808	Contingent	right	1.801	109.179	108.187
109.929	2.809	NonContingent	right	1.614	112.719	111.543
113.323	2.808	NonContingent	left	1.683	116.109	115.006
116.767	2.808	NonContingent	left	1.509	119.549	118.276
120.31	2.792	NonContingent	right	1.519	123.09	121.829
123.888	2.808	Contingent	left	1.618	126.681	125.506
127.181	2.808	Contingent	left	1.195	129.97	128.376
130.825	2.809	Contingent	left	1.688	133.611	132.513
134.219	2.808	NonContingent	right	1.401	137	135.62
137.746	2.808	Contingent	left	1.7	140.541	139.446
141.19	2.808	Contingent	left	1.151	143.981	142.341
144.784	2.808	NonContingent	right	1.821	147.572	146.605
150.45	2.809	Contingent	left	1.425	153.238	151.875
153.744	2.808	NonContingent	right	1.159	156.527	154.903
157.288	2.791	Contingent	right	1.166	160.067	158.454
160.815	2.808	NonContingent	NA	NA	163.608	NA
164.359	2.808	NonContingent	right	1.575	167.149	165.934
167.903	2.808	NonContingent	right	1.895	170.689	169.798
171.196	2.808	NonContingent	left	1.74	173.978	172.936
174.723	2.808	NonContingent	left	1.926	177.518	176.649
178.267	2.808	Contingent	left	1.603	181.059	179.87
181.811	2.808	NonContingent	left	2.033	184.6	183.844
185.154	2.808	Contingent	left	1.686	187.939	186.84
188.748	2.809	Contingent	right	0.888	191.53	189.636
192.275	2.809	NonContingent	left	1.564	195.071	193.839
197.842	2.808	Contingent	left	2.215	200.637	200.057
201.236	2.808	NonContingent	right	2.003	204.027	203.239
204.88	2.808	NonContingent	NA	NA	207.668	NA
208.273	2.809	NonContingent	right	2.273	211.057	210.546
211.917	2.809	NonContingent	left	1.584	214.698	213.501
215.244	2.808	NonContingent	NA	NA	218.037	NA
218.788	2.808	NonContingent	left	2.12	221.578	220.908
222.332	2.808	NonContingent	right	1.95	225.119	224.282
225.876	2.808	NonContingent	left	1.921	228.659	227.797
229.169	2.792	Contingent	left	1.487	231.948	230.656
232.746	2.809	Contingent	left	1.862	235.539	234.608
236.29	2.809	Contingent	left	1.473	239.08	237.763
239.834	2.808	Contingent	left	1.15	242.62	240.984
245.401	2.808	NonContingent	left	1.375	248.186	246.776
248.794	2.809	NonContingent	right	1.212	251.575	250.006
252.422	2.808	Contingent	right	1.925	255.216	254.347
255.815	2.808	NonContingent	NA	NA	258.606	NA
259.209	2.808	NonContingent	right	1.49	261.996	260.699
262.903	2.808	Contingent	right	2.16	265.687	265.063
266.246	2.792	Contingent	left	1.641	269.026	267.887
269.824	2.808	NonContingent	NA	NA	272.617	NA
273.167	2.808	Contingent	left	1.201	275.956	274.368
276.761	2.808	NonContingent	right	1.648	279.547	278.409
280.205	2.808	NonContingent	NA	NA	282.987	NA
283.631	2.809	NonContingent	right	1.644	286.427	285.275
287.226	2.808	Contingent	left	1.217	290.018	288.443
292.792	2.809	NonContingent	right	2.439	295.584	295.231
296.236	2.808	NonContingent	right	1.126	299.024	297.362
299.93	2.809	NonContingent	left	2.042	302.715	301.972
303.324	2.808	Contingent	left	0.884	306.105	304.208
306.851	2.808	NonContingent	right	2.179	309.646	309.03
310.194	2.809	NonContingent	left	1.494	312.985	311.688
313.738	2.808	Contingent	right	1.093	316.525	314.831
317.332	2.808	NonContingent	left	1.786	320.116	319.118
320.876	2.792	Contingent	left	0.964	323.656	321.84
324.253	2.808	Contingent	right	1.01	327.046	325.263
327.797	2.808	Contingent	left	2.164	330.587	329.961
331.341	2.808	Contingent	left	2.73	334.127	334.071
334.634	2.808	NonContingent	left	1.293	337.416	335.927
340.351	2.808	NonContingent	left	1.387	343.134	341.738
343.744	2.792	Contingent	left	0.883	346.524	344.627
347.372	2.808	NonContingent	left	2.09	350.165	349.462
350.916	2.808	Contingent	left	1.397	353.705	352.313
354.259	2.808	Contingent	left	1.084	357.044	355.343
357.803	2.808	Contingent	left	1.209	360.585	359.012
361.18	2.808	Contingent	left	0.641	363.975	361.821
364.724	2.808	Contingent	left	0.808	367.515	365.532
