"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.222	"Contingent"	NA	NA	0.434	10.641	NA
11.392	"Contingent"	NA	NA	2.808	14.182	NA
14.735	"Contingent"	NA	NA	2.809	17.521	NA
18.43	"Contingent"	"left"	1.573	2.808	21.212	20.003
21.756	"Contingent"	"right"	1.472	2.809	24.551	23.228
25.2	"NonContingent"	"right"	0.865	2.808	27.991	26.065
28.794	"Contingent"	"right"	0.904	2.808	31.582	29.698
32.238	"Contingent"	"right"	1.2	2.808	35.022	33.438
35.832	"Contingent"	"right"	1.094	2.808	38.613	36.926
39.359	"NonContingent"	"right"	0.832	2.808	42.153	40.191
42.652	"Contingent"	"left"	0.964	2.809	45.442	43.616
46.296	"NonContingent"	"right"	0.794	2.809	49.083	47.09
49.84	"NonContingent"	"right"	1.065	2.809	52.623	50.905
55.257	"NonContingent"	"right"	0.835	2.808	58.039	56.092
58.934	"Contingent"	"left"	0.807	2.809	61.73	59.741
62.378	"NonContingent"	"right"	1.104	2.808	65.17	63.482
65.822	"NonContingent"	"right"	0.907	2.808	68.61	66.729
69.265	"Contingent"	"right"	1.988	2.809	72.05	71.253
72.709	"Contingent"	"left"	0.803	2.791	75.49	73.512
76.386	"Contingent"	"left"	1.385	2.809	79.181	77.771
79.73	"NonContingent"	"right"	1.328	2.808	82.52	81.058
83.274	"Contingent"	"right"	0.9	2.808	86.061	84.174
86.818	"NonContingent"	"right"	1.343	2.808	89.602	88.161
90.161	"Contingent"	"right"	1.506	2.792	92.941	91.667
93.738	"Contingent"	"left"	1.213	2.809	96.532	94.951
97.282	"Contingent"	"right"	1.957	2.809	100.073	99.239
102.849	"Contingent"	"left"	2.009	2.808	105.639	104.858
106.293	"Contingent"	"left"	0.959	2.808	109.079	107.252
109.736	"NonContingent"	"right"	2.281	2.809	112.519	112.017
113.431	"NonContingent"	"right"	1.612	2.791	116.21	115.043
116.858	"NonContingent"	"right"	1.242	2.808	119.65	118.1
120.402	"NonContingent"	"right"	1.181	2.808	123.19	121.583
123.795	"Contingent"	"left"	0.713	2.809	126.58	124.508
127.239	"Contingent"	"left"	1.329	2.791	130.02	128.568
130.816	"Contingent"	"left"	0.775	2.809	133.611	131.591
134.159	"NonContingent"	"right"	1.292	2.809	136.95	135.451
137.804	"Contingent"	"right"	0.837	2.808	140.591	138.641
141.197	"Contingent"	"left"	1.711	2.809	143.98	142.908
144.841	"NonContingent"	"right"	1.413	2.792	147.621	146.254
150.458	"Contingent"	"left"	0.734	2.792	153.239	151.192
153.735	"NonContingent"	"right"	1.031	2.808	156.528	154.766
157.379	"Contingent"	"left"	1.757	2.808	160.169	159.136
160.773	"NonContingent"	"right"	1.945	2.808	163.558	162.718
164.316	"NonContingent"	"right"	1.22	2.809	167.099	165.536
167.743	"NonContingent"	"right"	0.72	2.809	170.539	168.463
171.388	"NonContingent"	"right"	1.671	2.808	174.18	173.059
174.781	"NonContingent"	"left"	1.399	2.809	177.57	176.18
178.175	"Contingent"	"left"	0.737	2.808	180.96	178.912
181.819	"NonContingent"	"left"	2.359	2.808	184.601	184.178
185.196	"Contingent"	"left"	0.806	2.808	187.99	186.002
188.639	"Contingent"	"right"	1.2	2.809	191.43	189.839
192.233	"NonContingent"	"right"	2.445	2.809	195.021	194.678
197.85	"Contingent"	"left"	1.999	2.809	200.638	199.849
201.244	"NonContingent"	"right"	1.277	2.808	204.028	202.521
204.788	"NonContingent"	"right"	1.457	2.791	207.568	206.245
208.365	"NonContingent"	"right"	1.316	2.808	211.159	209.681
211.909	"NonContingent"	"right"	1.276	2.808	214.699	213.185
215.202	"NonContingent"	"right"	0.832	2.809	217.988	216.034
218.796	"NonContingent"	"right"	1.109	2.809	221.579	219.905
222.34	"NonContingent"	"right"	0.928	2.792	225.12	223.268
225.717	"NonContingent"	"right"	0.834	2.808	228.509	226.551
229.361	"Contingent"	"left"	1.898	2.809	232.15	231.259
232.755	"Contingent"	"left"	0.793	2.808	235.54	233.548
236.299	"Contingent"	"left"	0.783	2.808	239.081	237.082
239.625	"Contingent"	"right"	1.122	2.809	242.42	240.747
245.443	"NonContingent"	"right"	1.78	2.808	248.237	247.223
248.836	"NonContingent"	"right"	1.195	2.809	251.627	250.031
252.23	"Contingent"	"left"	1.389	2.808	255.017	253.619
255.874	"NonContingent"	"right"	0.842	2.808	258.658	256.716
259.267	"NonContingent"	"right"	1.593	2.792	262.047	260.86
262.795	"Contingent"	"right"	1.844	2.808	265.588	264.639
266.339	"Contingent"	"left"	1.425	2.808	269.129	267.764
269.732	"NonContingent"	"right"	2.602	2.809	272.518	272.334
273.376	"Contingent"	"left"	1.493	2.809	276.159	274.869
276.653	"NonContingent"	"right"	2.065	2.808	279.448	278.718
280.297	"NonContingent"	"right"	1.914	2.808	283.089	282.211
283.841	"NonContingent"	"right"	1.182	2.808	286.629	285.023
287.134	"Contingent"	"left"	0.742	2.809	289.918	287.876
292.952	"NonContingent"	"right"	1.149	2.808	295.737	294.101
296.245	"NonContingent"	"right"	1.172	2.792	299.026	297.417
299.772	"NonContingent"	"right"	1.135	2.808	302.566	300.907
303.316	"Contingent"	"left"	0.962	2.808	306.107	304.278
306.86	"NonContingent"	"right"	0.996	2.808	309.648	307.856
310.253	"NonContingent"	"right"	1.632	2.809	313.037	311.885
313.697	"Contingent"	"right"	2.243	2.792	316.477	315.94
317.375	"NonContingent"	"right"	0.867	2.808	320.168	318.242
320.818	"Contingent"	"left"	0.763	2.809	323.608	321.581
324.262	"Contingent"	"right"	1.117	2.808	327.048	325.379
327.706	"Contingent"	"left"	1.011	2.808	330.488	328.717
331.133	"Contingent"	"left"	0.658	2.808	333.928	331.791
334.827	"NonContingent"	"right"	1.735	2.808	337.619	336.562
340.394	"NonContingent"	"right"	1.941	2.808	343.186	342.335
343.737	"Contingent"	"left"	0.685	2.808	346.525	344.422
347.281	"NonContingent"	"right"	1.026	2.808	350.065	348.307
350.925	"Contingent"	"left"	0.684	2.792	353.706	351.609
354.302	"Contingent"	"left"	1.451	2.808	357.096	355.753
