"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.308	"Contingent"	NA	NA	0.451	10.741	NA
11.244	"Contingent"	"left"	1.946	2.808	14.03	13.19
14.888	"Contingent"	"left"	2.72	2.808	17.671	17.608
18.332	"Contingent"	NA	NA	2.791	21.111	NA
21.758	"Contingent"	"left"	1.715	2.809	24.551	23.473
25.353	"NonContingent"	"left"	1.379	2.808	28.142	26.732
28.796	"Contingent"	"left"	1.467	2.809	31.582	30.263
32.39	"Contingent"	"right"	1.621	2.809	35.173	34.011
35.667	"Contingent"	"left"	1.758	2.808	38.462	37.425
39.211	"NonContingent"	"left"	1.998	2.808	42.002	41.209
42.654	"Contingent"	NA	NA	2.809	45.442	NA
46.349	"NonContingent"	"right"	1.998	2.808	49.133	48.347
49.792	"NonContingent"	"left"	2.468	2.792	52.573	52.26
55.459	"NonContingent"	"left"	1.939	2.792	58.24	57.398
58.836	"Contingent"	"left"	2.476	2.808	61.63	61.312
62.38	"NonContingent"	"right"	1.415	2.808	65.171	63.795
65.773	"NonContingent"	"right"	1.452	2.809	68.56	67.225
69.217	"Contingent"	"right"	2.027	2.808	72	71.244
72.761	"Contingent"	"left"	1.253	2.791	75.54	74.014
76.388	"Contingent"	"left"	1.155	2.809	79.181	77.543
79.782	"NonContingent"	"left"	1.145	2.808	82.571	80.927
83.326	"Contingent"	"left"	1.322	2.808	86.112	84.648
86.669	"NonContingent"	"right"	1.168	2.808	89.451	87.837
90.263	"Contingent"	"left"	1.601	2.792	93.042	91.864
93.79	"Contingent"	"right"	2.01	2.809	96.583	95.8
97.334	"Contingent"	"right"	1.259	2.809	100.123	98.593
102.817	"Contingent"	"left"	1.398	2.742	105.538	104.215
106.344	"Contingent"	"left"	1.305	2.809	109.129	107.649
109.788	"NonContingent"	"right"	1.974	2.792	112.569	111.762
113.365	"NonContingent"	"right"	2.243	2.809	116.16	115.608
116.909	"NonContingent"	"left"	2.489	2.809	119.7	119.398
120.353	"NonContingent"	"right"	2.433	2.808	123.14	122.786
123.897	"Contingent"	"left"	2.143	2.808	126.68	126.04
127.19	"Contingent"	"right"	1.729	2.792	129.969	128.919
130.767	"Contingent"	"left"	0.625	2.809	133.56	131.392
134.211	"NonContingent"	"left"	2.045	2.808	137	136.256
137.805	"Contingent"	"left"	1.654	2.808	140.591	139.459
141.349	"Contingent"	"left"	1.077	2.808	144.131	142.426
144.726	"NonContingent"	"right"	1.454	2.808	147.521	146.18
150.292	"Contingent"	"left"	0.952	2.809	153.087	151.244
153.736	"NonContingent"	"left"	1.841	2.808	156.527	155.577
157.38	"Contingent"	"left"	0.866	2.809	160.168	158.246
160.824	"NonContingent"	"right"	1.996	2.808	163.608	162.82
164.418	"NonContingent"	"right"	1.414	2.792	167.199	165.832
167.694	"NonContingent"	"right"	2.25	2.809	170.488	169.944
171.288	"NonContingent"	"right"	1.533	2.809	174.079	172.821
174.832	"NonContingent"	"left"	1.46	2.809	177.62	176.292
178.376	"Contingent"	"left"	1.456	2.809	181.16	179.832
181.72	"NonContingent"	"left"	1.935	2.791	184.499	183.655
185.297	"Contingent"	"left"	1.044	2.808	188.09	186.341
188.69	"Contingent"	"right"	2.01	2.809	191.479	190.7
192.335	"NonContingent"	"right"	1.201	2.808	195.12	193.536
197.801	"Contingent"	"left"	1.277	2.808	200.586	199.078
201.244	"NonContingent"	"left"	1.868	2.792	204.026	203.112
204.872	"NonContingent"	"left"	0.967	2.808	207.667	205.839
208.416	"NonContingent"	"right"	1.546	2.808	211.207	209.962
211.809	"NonContingent"	"right"	1.281	2.809	214.597	213.09
215.403	"NonContingent"	"right"	1.7	2.809	218.188	217.103
218.847	"NonContingent"	"left"	1.068	2.792	221.628	219.915
222.274	"NonContingent"	"right"	1.663	2.808	225.068	223.937
225.718	"NonContingent"	"right"	1.979	2.808	228.508	227.697
229.161	"Contingent"	"left"	1.962	2.809	231.948	231.123
232.805	"Contingent"	"left"	0.962	2.809	235.589	233.767
236.249	"Contingent"	"left"	2.067	2.792	239.029	238.316
239.676	"Contingent"	"left"	1.249	2.808	242.469	240.925
245.243	"NonContingent"	"right"	2.078	2.808	248.035	247.321
248.837	"NonContingent"	"right"	1.015	2.808	251.626	249.852
252.431	"Contingent"	"right"	1.377	2.808	255.217	253.808
