"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
255.874	"NonContingent"	"right"	1.465	2.809	258.657	257.339
259.251	"NonContingent"	"right"	2.206	2.808	262.046	261.457
262.845	"Contingent"	"left"	0.898	2.808	265.637	263.743
266.289	"Contingent"	"left"	1.528	2.808	269.077	267.817
269.732	"NonContingent"	"left"	1.889	2.809	272.517	271.621
273.377	"Contingent"	"left"	0.891	2.791	276.158	274.268
276.653	"NonContingent"	"right"	2.513	2.808	279.447	279.166
280.297	"NonContingent"	"right"	1.524	2.809	283.088	281.821
283.841	"NonContingent"	"left"	2.095	2.809	286.628	285.936
287.184	"Contingent"	"left"	0.898	2.809	289.967	288.082
292.952	"NonContingent"	"left"	2.18	2.808	295.735	295.132
296.245	"NonContingent"	"right"	1.993	2.792	299.024	298.238
299.772	"NonContingent"	"left"	2.077	2.808	302.564	301.849
303.366	"Contingent"	"left"	1.404	2.808	306.155	304.77
306.81	"NonContingent"	"right"	1.581	2.808	309.595	308.391
310.354	"NonContingent"	"right"	2.122	2.808	313.136	312.476
313.73	"Contingent"	"left"	0.981	2.826	316.525	314.711
317.174	"NonContingent"	"right"	1.752	2.808	319.965	318.926
320.868	"Contingent"	"left"	1.08	2.809	323.656	321.948
324.262	"Contingent"	"left"	1.088	2.808	327.046	325.35
327.705	"Contingent"	"right"	1.689	2.792	330.486	329.394
331.333	"Contingent"	"left"	0.867	2.808	334.127	332.2
334.777	"NonContingent"	"left"	1.535	2.808	337.567	336.312
340.444	"NonContingent"	"left"	2.094	2.808	343.234	342.538
343.787	"Contingent"	"left"	1.491	2.808	346.573	345.278
347.23	"NonContingent"	"left"	0.926	2.809	350.013	348.156
350.824	"Contingent"	"left"	1.303	2.792	353.604	352.127
354.352	"Contingent"	"left"	1.379	2.808	357.145	355.731
357.695	"Contingent"	"left"	1.938	2.808	360.484	359.633
361.289	"Contingent"	"left"	1.268	2.808	364.075	362.557
364.733	"Contingent"	"left"	0.84	2.808	367.515	365.573
368.327	"Contingent"	"left"	0.819	2.791	371.106	369.146
371.854	"Contingent"	"left"	1.078	2.808	374.646	372.932
375.298	"NonContingent"	"left"	1.264	2.808	378.086	376.562
378.741	"NonContingent"	"right"	2.066	2.809	381.526	380.807
382.185	"Contingent"	"left"	0.898	2.791	384.966	383.083
387.902	"NonContingent"	NA	NA	2.792	390.683	NA
391.329	"Contingent"	"left"	0.913	2.808	394.123	392.242
394.722	"NonContingent"	"right"	1.553	2.809	397.513	396.275
398.417	"Contingent"	"left"	2.012	2.808	401.204	400.429
401.76	"NonContingent"	"right"	1.763	2.808	404.543	403.523
405.304	"NonContingent"	"right"	1.664	2.792	408.084	406.968
408.681	"Contingent"	"left"	0.928	2.808	411.474	409.609
412.325	"NonContingent"	"left"	2.59	2.808	415.115	414.915
415.718	"Contingent"	"left"	0.866	2.809	418.504	416.584
419.362	"Contingent"	"left"	0.881	2.809	422.145	420.243
422.789	"NonContingent"	NA	NA	2.809	425.585	NA
426.233	"NonContingent"	"left"	1.622	2.808	429.025	427.855
429.677	"NonContingent"	"left"	2.126	2.808	432.465	431.803
435.293	"Contingent"	"left"	1.856	2.809	438.081	437.149
438.938	"NonContingent"	"right"	1.828	2.808	441.722	440.766
442.331	"NonContingent"	"right"	2.619	2.792	445.112	444.95
445.708	"Contingent"	"left"	0.927	2.808	448.502	446.635
449.352	"NonContingent"	"right"	1.535	2.808	452.143	450.887
452.695	"Contingent"	"left"	1.982	2.809	455.482	454.677
456.39	"NonContingent"	"right"	2.26	2.808	459.173	458.65
459.783	"Contingent"	"left"	1.234	2.792	462.563	461.017
463.31	"NonContingent"	"left"	1.993	2.809	466.104	465.303
466.704	"NonContingent"	"right"	1.14	2.808	469.493	467.844
470.298	"NonContingent"	"left"	1.437	2.808	473.084	471.735
473.691	"NonContingent"	"right"	1.418	2.809	476.473	475.109
477.319	"Contingent"	"left"	0.987	2.808	480.114	478.306
482.785	"Contingent"	"left"	0.894	2.809	485.58	483.679
486.429	"Contingent"	"left"	0.823	2.809	489.221	487.252
489.823	"Contingent"	"left"	1.241	2.808	492.611	491.064
493.216	"NonContingent"	"right"	1.254	2.809	496.001	494.47
496.861	"NonContingent"	"right"	1.196	2.791	499.642	498.057
500.287	"NonContingent"	"left"	2.183	2.809	503.082	502.47
503.681	"NonContingent"	"right"	2.08	2.808	506.472	505.761
507.375	"Contingent"	"left"	0.861	2.809	510.163	508.236
510.819	"Contingent"	"left"	0.919	2.808	513.603	511.738
514.212	"Contingent"	"left"	1.4	2.792	516.992	515.612
517.74	"NonContingent"	"right"	2.244	2.808	520.533	519.984
521.133	"Contingent"	"left"	1.016	2.809	523.923	522.149
524.677	"Contingent"	"left"	1.036	2.808	527.463	525.713
530.344	"NonContingent"	"right"	2	2.808	533.13	532.344
