"onset"	"trial_type"
35.814	"Auditory_Different"
43.387	"Auditory_Different"
45.66	"Auditory_Different"
73.343	"Auditory_Different"
113.246	"Auditory_Different"
118.211	"Auditory_Different"
155.923	"Auditory_Different"
165.82	"Auditory_Different"
193.235	"Auditory_Different"
203.382	"Auditory_Different"
205.705	"Auditory_Different"
235.845	"Auditory_Different"
238.269	"Auditory_Different"
245.892	"Auditory_Different"
280.763	"Auditory_Different"
315.734	"Auditory_Different"
318.325	"Auditory_Different"
323.407	"Auditory_Different"
360.919	"Auditory_Different"
393.383	"Auditory_Different"
395.924	"Auditory_Different"
405.77	"Auditory_Different"
440.891	"Auditory_Different"
443.282	"Auditory_Different"
473.271	"Auditory_Different"
478.253	"Auditory_Different"
480.878	"Auditory_Different"
525.728	"Auditory_Different"
558.242	"Auditory_Different"
595.854	"Auditory_Different"
630.775	"Auditory_Different"
678.284	"Auditory_Different"
680.875	"Auditory_Different"
715.696	"Auditory_Different"
718.27	"Auditory_Different"
33.273	"Auditory_Lure"
38.205	"Auditory_Lure"
40.846	"Auditory_Lure"
78.375	"Auditory_Lure"
85.73	"Auditory_Lure"
88.321	"Auditory_Lure"
125.833	"Auditory_Lure"
128.157	"Auditory_Lure"
153.349	"Auditory_Lure"
158.364	"Auditory_Lure"
198.2	"Auditory_Lure"
200.841	"Auditory_Lure"
243.201	"Auditory_Lure"
283.204	"Auditory_Lure"
285.895	"Auditory_Lure"
320.866	"Auditory_Lure"
365.734	"Auditory_Lure"
398.314	"Auditory_Lure"
433.285	"Auditory_Lure"
435.876	"Auditory_Lure"
445.823	"Auditory_Lure"
470.931	"Auditory_Lure"
515.732	"Auditory_Lure"
518.423	"Auditory_Lure"
523.288	"Auditory_Lure"
555.902	"Auditory_Lure"
590.739	"Auditory_Lure"
593.313	"Auditory_Lure"
600.886	"Auditory_Lure"
638.398	"Auditory_Lure"
640.671	"Auditory_Lure"
673.369	"Auditory_Lure"
683.215	"Auditory_Lure"
708.424	"Auditory_Lure"
713.355	"Auditory_Lure"
30.95	"Auditory_Same"
75.784	"Auditory_Same"
80.799	"Auditory_Same"
120.752	"Auditory_Same"
123.393	"Auditory_Same"
160.754	"Auditory_Same"
163.396	"Auditory_Same"
190.844	"Auditory_Same"
195.759	"Auditory_Same"
240.86	"Auditory_Same"
275.832	"Auditory_Same"
278.373	"Auditory_Same"
288.269	"Auditory_Same"
325.731	"Auditory_Same"
355.737	"Auditory_Same"
358.328	"Auditory_Same"
363.343	"Auditory_Same"
400.755	"Auditory_Same"
403.179	"Auditory_Same"
438.2	"Auditory_Same"
475.712	"Auditory_Same"
483.318	"Auditory_Same"
485.759	"Auditory_Same"
520.864	"Auditory_Same"
550.736	"Auditory_Same"
553.377	"Auditory_Same"
560.783	"Auditory_Same"
598.195	"Auditory_Same"
633.366	"Auditory_Same"
643.263	"Auditory_Same"
670.778	"Auditory_Same"
675.709	"Auditory_Same"
710.814	"Auditory_Same"
720.711	"Auditory_Same"
723.352	"Auditory_Same"
15.721	"Visual_Different"
60.856	"Visual_Different"
63.246	"Visual_Different"
100.809	"Visual_Different"
135.746	"Visual_Different"
138.271	"Visual_Different"
145.893	"Visual_Different"
173.342	"Visual_Different"
175.733	"Visual_Different"
180.898	"Visual_Different"
213.345	"Visual_Different"
255.772	"Visual_Different"
260.904	"Visual_Different"
295.791	"Visual_Different"
298.432	"Visual_Different"
308.178	"Visual_Different"
335.777	"Visual_Different"
345.774	"Visual_Different"
348.365	"Visual_Different"
380.695	"Visual_Different"
383.336	"Visual_Different"
413.393	"Visual_Different"
418.207	"Visual_Different"
463.175	"Visual_Different"
500.787	"Visual_Different"
503.228	"Visual_Different"
540.69	"Visual_Different"
568.289	"Visual_Different"
573.253	"Visual_Different"
613.357	"Visual_Different"
620.662	"Visual_Different"
623.353	"Visual_Different"
653.326	"Visual_Different"
663.172	"Visual_Different"
695.803	"Visual_Different"
18.362	"Visual_Lure"
20.736	"Visual_Lure"
53.3	"Visual_Lure"
55.724	"Visual_Lure"
65.687	"Visual_Lure"
95.894	"Visual_Lure"
98.435	"Visual_Lure"
105.84	"Visual_Lure"
143.252	"Visual_Lure"
178.374	"Visual_Lure"
218.36	"Visual_Lure"
225.682	"Visual_Lure"
228.206	"Visual_Lure"
253.381	"Visual_Lure"
300.806	"Visual_Lure"
340.692	"Visual_Lure"
343.333	"Visual_Lure"
375.83	"Visual_Lure"
385.727	"Visual_Lure"
420.798	"Visual_Lure"
453.429	"Visual_Lure"
455.719	"Visual_Lure"
460.751	"Visual_Lure"
493.281	"Visual_Lure"
498.413	"Visual_Lure"
570.913	"Visual_Lure"
580.809	"Visual_Lure"
583.25	"Visual_Lure"
610.816	"Visual_Lure"
615.898	"Visual_Lure"
618.238	"Visual_Lure"
650.885	"Visual_Lure"
655.75	"Visual_Lure"
700.684	"Visual_Lure"
10.84	"Visual_Same"
13.431	"Visual_Same"
23.377	"Visual_Same"
58.315	"Visual_Same"
103.4	"Visual_Same"
140.811	"Visual_Same"
183.188	"Visual_Same"
215.769	"Visual_Same"
220.901	"Visual_Same"
223.291	"Visual_Same"
258.363	"Visual_Same"
265.768	"Visual_Same"
268.159	"Visual_Same"
303.347	"Visual_Same"
305.888	"Visual_Same"
333.387	"Visual_Same"
338.318	"Visual_Same"
373.289	"Visual_Same"
378.405	"Visual_Same"
415.917	"Visual_Same"
425.78	"Visual_Same"
458.36	"Visual_Same"
495.872	"Visual_Same"
505.769	"Visual_Same"
508.309	"Visual_Same"
535.925	"Visual_Same"
543.281	"Visual_Same"
575.895	"Visual_Same"
578.185	"Visual_Same"
658.391	"Visual_Same"
660.731	"Visual_Same"
690.821	"Visual_Same"
693.362	"Visual_Same"
698.394	"Visual_Same"
