onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.84	1.788	Visual_Same	1	right	0.54	12.628	11.38
13.431	1.788	Visual_Same	1	right	0.698	15.219	14.129
15.721	1.789	Visual_Different	1	left	0.375	17.51	16.096
18.362	1.789	Visual_Lure	1	left	0.6	20.151	18.962
20.736	1.789	Visual_Lure	1	left	0.525	22.525	21.261
23.377	1.789	Visual_Same	1	right	0.453	25.166	23.83
30.95	1.788	Auditory_Same	1	right	0.848	32.738	31.798
33.273	1.789	Auditory_Lure	1	left	0.666	35.062	33.939
35.814	1.789	Auditory_Different	1	left	0.713	37.603	36.527
38.205	1.788	Auditory_Lure	1	left	0.783	39.993	38.988
40.846	1.789	Auditory_Lure	1	left	0.961	42.635	41.807
43.387	1.789	Auditory_Different	1	left	0.639	45.176	44.026
45.66	1.789	Auditory_Different	1	left	0.675	47.449	46.335
53.3	1.789	Visual_Lure	1	left	0.743	55.089	54.043
55.724	1.789	Visual_Lure	1	left	0.601	57.513	56.325
58.315	1.789	Visual_Same	1	right	0.563	60.104	58.878
60.856	1.789	Visual_Different	1	left	0.464	62.645	61.32
63.246	1.789	Visual_Different	1	left	0.499	65.035	63.745
65.687	1.772	Visual_Lure	1	left	0.707	67.459	66.394
73.343	1.789	Auditory_Different	1	left	0.746	75.132	74.089
75.784	1.788	Auditory_Same	1	right	0.833	77.572	76.617
78.375	1.789	Auditory_Lure	1	left	0.74	80.164	79.115
80.799	1.788	Auditory_Same	1	right	0.745	82.587	81.544
83.39	1.789	Auditory_Same	0	left	0.559	85.179	83.949
85.73	1.789	Auditory_Lure	1	left	0.834	87.519	86.564
88.321	1.789	Auditory_Lure	1	left	0.682	90.11	89.003
95.894	1.789	Visual_Lure	1	left	0.489	97.683	96.383
98.435	1.788	Visual_Lure	1	left	0.449	100.223	98.884
100.809	1.788	Visual_Different	1	left	0.446	102.597	101.255
103.4	1.788	Visual_Same	1	right	0.406	105.188	103.806
105.84	1.789	Visual_Lure	1	left	0.448	107.629	106.288
113.246	1.788	Auditory_Different	1	left	0.776	115.034	114.022
115.837	1.772	Auditory_Lure	0	right	0.859	117.609	116.696
118.211	1.788	Auditory_Different	1	left	0.724	119.999	118.935
120.752	1.788	Auditory_Same	1	right	0.938	122.54	121.69
123.393	1.788	Auditory_Same	1	right	0.874	125.181	124.267
125.833	1.789	Auditory_Lure	1	left	0.752	127.622	126.585
128.157	1.789	Auditory_Lure	1	left	0.806	129.946	128.963
135.746	1.789	Visual_Different	1	left	0.382	137.535	136.128
138.271	1.788	Visual_Different	1	left	0.411	140.059	138.682
140.811	1.789	Visual_Same	1	right	0.482	142.6	141.293
143.252	1.789	Visual_Lure	1	left	0.499	145.041	143.751
145.893	1.789	Visual_Different	1	left	0.435	147.682	146.328
153.349	1.789	Auditory_Lure	1	left	0.699	155.138	154.048
155.923	1.789	Auditory_Different	1	left	0.886	157.712	156.809
158.364	1.789	Auditory_Lure	1	left	0.572	160.153	158.936
160.754	1.789	Auditory_Same	1	right	0.581	162.543	161.335
163.396	1.788	Auditory_Same	1	right	0.587	165.184	163.983
165.82	1.788	Auditory_Different	1	left	0.536	167.608	166.356
173.342	1.789	Visual_Different	1	left	0.415	175.131	173.757
175.733	1.788	Visual_Different	1	left	0.399	177.521	176.132
178.374	1.772	Visual_Lure	1	left	0.715	180.146	179.089
180.898	1.789	Visual_Different	1	left	0.418	182.687	181.316
