onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.749	1.789	Visual_Same	1	right	0.527	12.538	11.276
13.273	1.789	Visual_Different	1	left	0.731	15.062	14.004
15.864	1.789	Visual_Same	1	right	0.547	17.653	16.411
18.405	1.789	Visual_Lure	1	left	0.907	20.194	19.312
20.796	1.788	Visual_Lure	1	left	0.802	22.584	21.598
23.236	1.789	Visual_Different	1	left	1.044	25.025	24.28
25.811	1.788	Visual_Different	1	left	0.574	27.599	26.385
33.3	1.788	Auditory_Same	1	right	1.072	35.088	34.372
35.841	1.771	Auditory_Same	1	right	1	37.612	36.841
38.214	1.789	Auditory_Lure	1	left	0.912	40.003	39.126
40.906	1.788	Auditory_Different	1	left	0.923	42.694	41.829
43.346	1.789	Auditory_Same	1	right	0.979	45.135	44.325
50.735	1.789	Visual_Lure	1	left	0.665	52.524	51.4
53.326	1.789	Visual_Lure	1	left	0.775	55.115	54.101
55.917	1.789	Visual_Same	1	right	0.498	57.706	56.415
58.358	1.788	Visual_Different	1	left	0.654	60.146	59.012
60.899	1.788	Visual_Different	1	left	0.482	62.687	61.381
63.172	1.789	Visual_Lure	0	right	0.639	64.961	63.811
70.945	1.789	Auditory_Lure	1	left	0.758	72.734	71.703
73.336	1.788	Auditory_Different	1	left	1.231	75.124	74.567
75.877	1.771	Auditory_Lure	1	left	1.461	77.648	77.338
78.2	1.789	Auditory_Same	1	right	0.939	79.989	79.139
80.741	1.789	Auditory_Same	1	right	1.133	82.53	81.874
83.382	1.789	Auditory_Different	1	left	0.903	85.171	84.285
90.788	1.788	Visual_Same	1	right	0.639	92.576	91.427
93.329	1.788	Visual_Same	1	right	0.528	95.117	93.857
95.92	1.788	Visual_Different	1	left	0.506	97.708	96.426
98.31	1.789	Visual_Same	1	right	0.576	100.099	98.886
100.734	1.789	Visual_Lure	1	left	0.553	102.523	101.287
108.29	1.788	Auditory_Different	1	left	0.857	110.078	109.147
110.73	1.789	Auditory_Lure	1	left	1.549	112.519	112.279
113.372	1.788	Auditory_Different	1	left	1.107	115.16	114.479
115.796	1.788	Auditory_Same	1	right	0.911	117.584	116.707
118.186	1.789	Auditory_Same	1	right	1.027	119.975	119.213
