onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.962	2.792	Contingent	NA	NA	10.741	NA
11.339	2.808	Contingent	NA	NA	14.131	NA
14.782	2.809	Contingent	NA	NA	17.571	NA
18.226	2.808	Contingent	NA	NA	21.011	NA
21.87	2.808	Contingent	NA	NA	24.652	NA
25.297	2.808	NonContingent	right	2.318	28.092	27.615
28.69	2.809	Contingent	left	1.356	31.482	30.046
32.385	2.808	Contingent	NA	NA	35.173	NA
35.728	2.808	Contingent	right	0.818	38.512	36.546
39.322	2.792	NonContingent	right	0.991	42.103	40.313
42.749	2.808	Contingent	left	1.076	45.543	43.825
46.142	2.809	NonContingent	left	1.66	48.933	47.802
49.837	2.808	NonContingent	left	1.323	52.624	51.16
55.253	2.808	NonContingent	right	1.765	58.038	57.018
58.847	2.808	Contingent	right	2.31	61.629	61.157
62.274	2.808	NonContingent	right	1.409	65.069	63.683
65.918	2.808	NonContingent	right	1.038	68.71	66.956
69.362	2.808	Contingent	right	1.953	72.15	71.315
72.805	2.809	Contingent	left	1.273	75.59	74.078
76.249	2.808	Contingent	left	1.951	79.03	78.2
79.826	2.808	NonContingent	left	1.313	82.621	81.139
83.37	2.808	Contingent	right	1.094	86.161	84.464
86.663	2.808	NonContingent	right	0.911	89.45	87.574
90.257	2.809	Contingent	left	1.586	93.041	91.843
93.851	2.792	Contingent	left	0.958	96.632	94.809
97.178	2.808	Contingent	right	1.76	99.971	98.938
102.744	2.809	Contingent	left	1.332	105.537	104.076
106.389	2.808	Contingent	left	1.002	109.178	107.391
109.782	2.808	NonContingent	right	1.161	112.567	110.943
113.426	2.808	NonContingent	right	0.998	116.208	114.424
116.803	2.808	NonContingent	left	1.095	119.598	117.898
120.347	2.808	NonContingent	right	1.82	123.139	122.167
123.69	2.808	Contingent	left	1.04	126.478	124.73
127.384	2.809	Contingent	right	1.782	130.169	129.166
130.778	2.808	Contingent	right	1.506	133.559	132.284
134.205	2.808	NonContingent	right	1.269	136.999	135.474
137.849	2.808	Contingent	right	1.433	140.64	139.282
141.192	2.809	Contingent	left	1.359	143.979	142.551
144.786	2.809	NonContingent	right	1.135	147.57	145.921
150.403	2.808	Contingent	left	0.765	153.187	151.168
153.796	2.792	NonContingent	right	2	156.576	155.796
157.324	2.808	Contingent	right	0.982	160.117	158.306
160.717	2.808	NonContingent	right	0.818	163.507	161.535
164.411	2.809	NonContingent	right	1.527	167.198	165.938
167.704	2.809	NonContingent	left	1.738	170.487	169.442
171.399	2.791	NonContingent	right	2.198	174.178	173.597
174.725	2.809	NonContingent	right	1.375	177.517	176.1
178.269	2.809	Contingent	left	0.888	181.058	179.157
181.813	2.809	NonContingent	right	1.554	184.599	183.367
185.257	2.808	Contingent	left	0.993	188.039	186.25
188.633	2.809	Contingent	right	0.962	191.429	189.595
192.177	2.809	NonContingent	right	1.145	194.969	193.322
197.844	2.809	Contingent	NA	NA	200.635	NA
201.438	2.809	NonContingent	right	0.846	204.226	202.284
204.782	2.808	NonContingent	right	1.539	207.565	206.321
208.225	2.792	NonContingent	right	1.187	211.005	209.412
211.853	2.808	NonContingent	right	0.942	214.646	212.795
215.246	2.808	NonContingent	right	0.847	218.035	216.093
218.79	2.808	NonContingent	right	1.204	221.576	219.994
222.183	2.809	NonContingent	right	1.026	224.966	223.209
225.828	2.791	NonContingent	right	1.026	228.607	226.854
229.355	2.808	Contingent	right	1.289	232.147	230.644
232.798	2.809	Contingent	left	0.894	235.587	233.692
236.142	2.808	Contingent	right	1.379	238.926	237.521
239.685	2.809	Contingent	right	0.967	242.466	240.652
245.252	2.792	NonContingent	right	0.848	248.033	246.1
248.93	2.808	NonContingent	right	0.83	251.724	249.76
252.373	2.809	Contingent	right	0.992	255.164	253.365
255.767	2.808	NonContingent	right	0.825	258.553	256.592
259.311	2.808	NonContingent	right	0.97	262.094	260.281
262.854	2.792	Contingent	right	0.818	265.635	263.672
266.382	2.808	Contingent	right	0.987	269.175	267.369
269.725	2.808	NonContingent	right	0.946	272.514	270.671
273.169	2.808	Contingent	right	0.763	275.954	273.932
276.763	2.808	NonContingent	right	1.002	279.545	277.765
280.357	2.791	NonContingent	right	0.739	283.136	281.096
283.783	2.809	NonContingent	right	1.01	286.576	284.793
287.127	2.808	Contingent	right	1.323	289.915	288.45
292.744	2.808	NonContingent	right	1.276	295.531	294.02
296.338	2.808	NonContingent	right	0.896	299.122	297.234
299.781	2.792	NonContingent	right	0.966	302.562	300.747
303.358	2.809	Contingent	right	1.533	306.153	304.891
306.902	2.809	NonContingent	right	1.016	309.693	307.918
310.296	2.808	NonContingent	right	0.886	313.083	311.182
313.84	2.808	Contingent	right	0.807	316.624	314.647
317.183	2.808	NonContingent	right	0.923	319.963	318.106
320.71	2.809	Contingent	right	1.751	323.503	322.461
324.354	2.809	Contingent	right	1.14	327.144	325.494
327.748	2.808	Contingent	right	0.913	330.534	328.661
331.342	2.808	Contingent	left	1.162	334.125	332.504
334.785	2.792	NonContingent	right	1.278	337.565	336.063
340.436	2.808	NonContingent	right	0.901	343.231	341.337
343.829	2.808	Contingent	left	1.171	346.621	345
347.222	2.809	NonContingent	right	0.886	350.011	348.108
350.867	2.808	Contingent	left	1.442	353.652	352.309
354.26	2.792	Contingent	right	1.036	357.041	355.296
357.837	2.809	Contingent	right	0.886	360.632	358.723
361.181	2.808	Contingent	right	0.762	363.971	361.943
364.725	2.808	Contingent	left	1.212	367.511	365.937
368.268	2.809	Contingent	right	1.047	371.052	369.315
371.862	2.792	Contingent	left	1.097	374.643	372.959
375.289	2.809	NonContingent	right	0.943	378.083	376.232
378.633	2.808	NonContingent	right	1.116	381.422	379.749
382.227	2.808	Contingent	left	1.923	385.013	384.15
387.793	2.809	NonContingent	right	1.337	390.578	389.13
391.337	2.808	Contingent	right	1.753	394.119	393.09
394.914	2.809	NonContingent	right	0.875	397.71	395.789
398.208	2.808	Contingent	right	1.549	400.999	399.757
401.852	2.808	NonContingent	left	1.743	404.64	403.595
405.195	2.808	NonContingent	right	1.974	407.979	407.169
408.739	2.792	Contingent	right	1.405	411.519	410.144
412.266	2.808	NonContingent	right	1.707	415.06	413.973
415.86	2.809	Contingent	left	1.039	418.651	416.899
419.304	2.808	Contingent	right	1.211	422.091	420.515
422.697	2.809	NonContingent	right	1.503	425.48	424.2
426.241	2.792	NonContingent	right	1.646	429.021	427.887
429.618	2.808	NonContingent	right	1.933	432.411	431.551
435.435	2.809	Contingent	right	1.229	438.228	436.664
438.879	2.808	NonContingent	right	0.924	441.668	439.803
442.272	2.809	NonContingent	right	1.423	445.057	443.695
445.816	2.808	Contingent	left	1.136	448.598	446.952
449.193	2.808	NonContingent	right	1.053	451.988	450.246
452.787	2.808	Contingent	right	1.928	455.579	454.715
456.381	2.808	NonContingent	right	1.325	459.17	457.706
459.674	2.808	Contingent	right	1.303	462.459	460.977
463.218	2.792	NonContingent	right	1.549	465.999	464.767
466.795	2.809	NonContingent	right	1.296	469.59	468.091
470.339	2.808	NonContingent	left	1.527	473.13	471.866
473.783	2.808	NonContingent	left	1.508	476.57	475.291
477.126	2.808	Contingent	right	1.365	479.909	478.491
482.943	2.809	Contingent	left	1.32	485.727	484.263
486.236	2.792	Contingent	right	1.387	489.016	487.623
489.814	2.808	Contingent	right	1.601	492.607	491.415
493.257	2.809	NonContingent	right	1.323	496.047	494.58
496.851	2.809	NonContingent	right	1.58	499.638	498.431
500.195	2.808	NonContingent	left	1.483	502.977	501.678
503.839	2.791	NonContingent	right	1.607	506.618	505.446
507.366	2.808	Contingent	left	1.292	510.158	508.658
510.709	2.809	Contingent	left	1.357	513.497	512.066
514.253	2.809	Contingent	right	1.122	517.038	515.375
517.697	2.808	NonContingent	right	2.085	520.478	519.782
521.274	2.808	Contingent	right	1.3	524.069	522.574
524.718	2.808	Contingent	left	0.904	527.509	525.622
530.234	2.808	NonContingent	right	1.721	533.024	531.955
