onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
7.898	2.808	Contingent	left	2.272	10.691	10.17
11.442	2.808	Contingent	NA	NA	14.231	NA
14.735	2.809	Contingent	left	1.102	17.52	15.837
18.279	2.792	Contingent	left	1.407	21.06	19.686
21.806	2.809	Contingent	right	1.807	24.601	23.613
25.2	2.808	NonContingent	right	1.785	27.991	26.985
28.794	2.808	Contingent	right	1.495	31.582	30.289
32.338	2.808	Contingent	left	1.002	35.123	33.34
35.882	2.791	Contingent	left	1.094	38.663	36.976
39.208	2.809	NonContingent	left	0.979	42.002	40.187
42.802	2.809	Contingent	right	1.614	45.593	44.416
46.146	2.808	NonContingent	left	1.27	48.932	47.416
49.69	2.808	NonContingent	left	1.103	52.472	50.793
55.457	2.808	NonContingent	left	1.19	58.24	56.647
58.8	2.792	Contingent	left	0.885	61.579	59.685
62.377	2.809	NonContingent	right	0.992	65.17	63.369
65.821	2.808	NonContingent	left	1.15	68.61	66.971
69.214	2.809	Contingent	left	1.711	72	70.925
72.809	2.808	Contingent	right	1.554	75.591	74.363
76.352	2.792	Contingent	left	0.669	79.132	77.021
79.88	2.808	NonContingent	left	1.139	82.672	81.019
83.223	2.808	Contingent	left	0.838	86.011	84.061
86.667	2.808	NonContingent	right	0.924	89.451	87.591
90.311	2.791	Contingent	left	0.955	93.092	91.266
93.838	2.808	Contingent	right	1.498	96.632	95.336
97.131	2.809	Contingent	left	1.106	99.921	98.237
102.748	2.808	Contingent	left	1.346	105.538	104.094
106.292	2.808	Contingent	left	1.106	109.078	107.398
109.886	2.808	NonContingent	left	1.096	112.669	110.982
113.43	2.791	NonContingent	left	1.379	116.209	114.809
116.807	2.808	NonContingent	left	1.006	119.599	117.813
120.401	2.808	NonContingent	left	2.044	123.19	122.445
123.844	2.809	Contingent	right	1.144	126.63	124.988
127.238	2.791	Contingent	left	1.595	130.019	128.833
130.665	2.808	Contingent	left	2.143	133.459	132.808
134.259	2.808	NonContingent	right	1.109	137.05	135.368
137.853	2.808	Contingent	left	1.23	140.641	139.083
141.196	2.808	Contingent	left	1.02	143.98	142.216
144.64	2.791	NonContingent	right	1.846	147.42	146.486
150.407	2.792	Contingent	left	1.004	153.188	151.411
153.784	2.808	NonContingent	right	1.053	156.577	154.837
157.428	2.808	Contingent	left	1.373	160.218	158.801
160.821	2.809	NonContingent	right	1.35	163.608	162.171
164.215	2.808	NonContingent	left	0.996	166.998	165.211
167.909	2.792	NonContingent	right	0.952	170.689	168.861
171.186	2.808	NonContingent	left	2.372	173.978	173.558
174.729	2.809	NonContingent	right	1.226	177.518	175.955
178.324	2.808	Contingent	right	1.139	181.109	179.463
181.767	2.809	NonContingent	right	1.239	184.549	183.006
185.344	2.809	Contingent	left	0.981	188.14	186.325
188.788	2.809	Contingent	left	0.982	191.58	189.77
192.131	2.809	NonContingent	left	2.167	194.919	194.298
197.849	2.808	Contingent	left	1.214	200.637	199.063
201.292	2.809	NonContingent	right	1.589	204.077	202.881
204.736	2.791	NonContingent	right	1.932	207.517	206.668
208.363	2.809	NonContingent	right	1.837	211.158	210.2
211.907	2.809	NonContingent	right	1.768	214.698	213.675
215.25	2.809	NonContingent	left	1.442	218.037	216.692
218.895	2.808	NonContingent	left	2.29	221.678	221.185
222.338	2.792	NonContingent	left	1.644	225.118	223.982
225.765	2.809	NonContingent	left	1.355	228.558	227.12
229.159	2.808	Contingent	left	1.32	231.948	230.479
232.703	2.808	Contingent	left	1.146	235.488	233.849
236.297	2.808	Contingent	right	1.316	239.079	237.613
239.824	2.808	Contingent	left	1.26	242.619	241.084
245.29	2.809	NonContingent	right	2.74	248.085	248.03
248.834	2.808	NonContingent	right	1.562	251.626	250.396
252.228	2.808	Contingent	left	1.067	255.016	253.295
255.922	2.808	NonContingent	right	1.857	258.707	257.779
259.366	2.791	NonContingent	left	1.327	262.147	260.693
262.692	2.809	Contingent	left	0.812	265.486	263.504
266.286	2.809	Contingent	left	1.075	269.077	267.361
269.83	2.808	NonContingent	left	1.68	272.618	271.51
273.374	2.808	Contingent	left	0.899	276.158	274.273
276.717	2.792	NonContingent	left	1.929	279.497	278.646
280.295	2.808	NonContingent	left	1.563	283.088	281.858
283.688	2.808	NonContingent	left	1.224	286.477	284.912
287.132	2.808	Contingent	right	1.025	289.917	288.157
292.949	2.808	NonContingent	right	1.19	295.735	294.139
296.393	2.808	NonContingent	right	1.047	299.175	297.44
299.719	2.809	NonContingent	left	1.106	302.514	300.825
303.313	2.809	Contingent	left	1.312	306.105	304.625
306.757	2.808	NonContingent	right	1.49	309.545	308.247
310.201	2.808	NonContingent	left	1.4	312.985	311.601
313.744	2.792	Contingent	left	0.971	316.525	314.715
317.272	2.808	NonContingent	left	1.314	320.066	318.586
320.816	2.808	Contingent	left	1.591	323.607	322.407
324.36	2.808	Contingent	left	1.201	327.147	325.561
327.803	2.809	Contingent	left	1.044	330.587	328.847
331.197	2.791	Contingent	right	0.741	333.976	331.938
334.624	2.808	NonContingent	left	0.867	337.416	335.491
340.441	2.808	NonContingent	left	0.884	343.234	341.325
343.834	2.809	Contingent	left	1.064	346.624	344.898
347.278	2.808	NonContingent	left	1.155	350.064	348.433
350.722	2.808	Contingent	right	0.947	353.504	351.669
354.366	2.791	Contingent	right	1.954	357.145	356.32
357.743	2.808	Contingent	left	1.208	360.534	358.951
361.286	2.809	Contingent	left	0.911	364.075	362.197
364.83	2.809	Contingent	left	0.745	367.616	365.575
368.374	2.792	Contingent	left	1.219	371.156	369.593
371.651	2.808	Contingent	right	1.657	374.445	373.308
375.295	2.808	NonContingent	left	1.832	378.086	377.127
378.688	2.809	NonContingent	left	1.372	381.475	380.06
382.232	2.809	Contingent	left	1.502	385.016	383.734
387.899	2.809	NonContingent	left	1.001	390.683	388.9
391.243	2.791	Contingent	left	1.433	394.022	392.676
394.92	2.809	NonContingent	left	1.811	397.713	396.731
398.263	2.809	Contingent	left	1.053	401.052	399.316
401.807	2.809	NonContingent	left	1.415	404.593	403.222
405.401	2.809	NonContingent	left	1.385	408.184	406.786
408.678	2.808	Contingent	left	1.325	411.473	410.003
412.272	2.808	NonContingent	left	1.552	415.064	413.824
415.716	2.808	Contingent	left	1.443	418.504	417.159
419.31	2.808	Contingent	left	1.332	422.095	420.642
422.653	2.792	NonContingent	right	1.377	425.434	424.03
426.28	2.809	NonContingent	left	1.532	429.075	427.812
429.674	2.808	NonContingent	left	1.074	432.464	430.748
435.341	2.808	Contingent	left	0.959	438.132	436.3
438.734	2.809	NonContingent	left	1.961	441.522	440.695
442.379	2.808	NonContingent	left	1.081	445.163	443.46
445.922	2.792	Contingent	left	0.815	448.703	446.737
449.249	2.808	NonContingent	right	1.742	452.042	450.991
452.843	2.808	Contingent	left	1.054	455.633	453.897
456.186	2.809	NonContingent	left	1.618	458.972	457.804
459.881	2.808	Contingent	left	1.069	462.663	460.95
463.258	2.808	NonContingent	right	1.255	466.053	464.513
466.701	2.809	NonContingent	right	1.283	469.493	467.984
470.145	2.808	NonContingent	left	1.16	472.933	471.305
473.689	2.808	NonContingent	left	1.115	476.473	474.804
477.283	2.808	Contingent	left	1.244	480.064	478.527
482.95	2.791	Contingent	left	0.948	485.731	483.898
486.226	2.808	Contingent	left	1.6	489.02	487.826
489.82	2.809	Contingent	left	1.316	492.611	491.136
493.364	2.808	NonContingent	left	1.049	496.152	494.413
496.758	2.808	NonContingent	left	0.84	499.541	497.598
500.352	2.791	NonContingent	left	1.184	503.132	501.536
503.728	2.809	NonContingent	right	1.425	506.521	505.153
507.373	2.808	Contingent	left	1.328	510.162	508.701
510.666	2.808	Contingent	left	1.825	513.451	512.491
514.26	2.808	Contingent	left	1.096	517.042	515.356
517.854	2.791	NonContingent	left	1.236	520.633	519.09
521.231	2.808	Contingent	left	1.721	524.023	522.952
524.674	2.809	Contingent	left	1.829	527.463	526.503
530.291	2.808	NonContingent	right	0.968	533.079	531.259
