"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
9.684	"Contingent"	NA	NA	0.919	10.59	NA
11.238	"Contingent"	"left"	1.795	2.809	14.03	13.033
14.933	"Contingent"	"left"	1.221	2.808	17.721	16.154
18.376	"Contingent"	"left"	1.157	2.809	21.161	19.533
21.82	"Contingent"	"left"	1.281	2.808	24.601	23.101
25.197	"NonContingent"	"right"	1.342	2.808	27.991	26.539
28.791	"Contingent"	"left"	2.378	2.808	31.582	31.169
32.234	"Contingent"	"right"	1.239	2.809	35.022	33.473
35.879	"Contingent"	"right"	1.181	2.808	38.663	37.06
39.322	"NonContingent"	"left"	1.458	2.792	42.103	40.78
42.699	"Contingent"	"left"	1.165	2.808	45.492	43.864
46.293	"NonContingent"	"right"	1.883	2.809	49.083	48.176
49.837	"NonContingent"	"right"	1.209	2.809	52.623	51.046
55.303	"NonContingent"	"right"	1.398	2.809	58.09	56.701
58.898	"Contingent"	"left"	1.167	2.808	61.681	60.065
62.241	"NonContingent"	"right"	1.675	2.792	65.02	63.916
65.818	"NonContingent"	"left"	1.628	2.809	68.611	67.446
69.412	"Contingent"	"left"	2.321	2.809	72.202	71.733
72.806	"Contingent"	"left"	1.894	2.808	75.592	74.7
76.35	"Contingent"	"left"	1.693	2.808	79.133	78.043
79.676	"NonContingent"	"right"	2.234	2.809	82.472	81.91
83.22	"Contingent"	"right"	1.691	2.809	86.012	84.911
86.865	"NonContingent"	"left"	1.554	2.808	89.653	88.419
90.158	"Contingent"	"right"	1.415	2.808	92.942	91.573
93.752	"Contingent"	"left"	1.234	2.808	96.533	94.986
97.179	"Contingent"	"left"	2.215	2.808	99.973	99.394
102.896	"Contingent"	"left"	1.209	2.808	105.69	104.105
106.239	"Contingent"	"left"	0.994	2.809	109.029	107.233
109.934	"NonContingent"	"left"	2	2.808	112.72	111.934
113.277	"NonContingent"	"left"	1.711	2.808	116.059	114.988
116.821	"NonContingent"	"left"	2.476	2.792	119.6	119.297
120.248	"NonContingent"	"left"	1.614	2.808	123.04	121.862
123.842	"Contingent"	"left"	1.225	2.808	126.631	125.067
127.386	"Contingent"	"left"	2.001	2.808	130.171	129.387
130.679	"Contingent"	"left"	1.038	2.792	133.46	131.717
134.256	"NonContingent"	"right"	1.34	2.809	137.051	135.596
137.7	"Contingent"	"right"	2.275	2.809	140.491	139.975
141.244	"Contingent"	"right"	1.523	2.808	144.032	142.767
144.638	"NonContingent"	"left"	2.225	2.808	147.422	146.863
150.254	"Contingent"	"left"	0.869	2.809	153.038	151.123
153.899	"NonContingent"	"right"	1.246	2.791	156.679	155.145
157.326	"Contingent"	"right"	1.032	2.808	160.119	158.358
160.92	"NonContingent"	"right"	1.252	2.808	163.71	162.172
164.263	"NonContingent"	"left"	1.91	2.808	167.049	166.173
167.857	"NonContingent"	"right"	1.232	2.809	170.64	169.089
171.301	"NonContingent"	"right"	1.79	2.791	174.08	173.091
174.878	"NonContingent"	"right"	1.468	2.809	177.671	176.346
178.171	"Contingent"	"left"	1.186	2.809	180.96	179.357
181.715	"NonContingent"	"right"	1.912	2.809	184.5	183.627
185.159	"Contingent"	"left"	0.887	2.792	187.94	186.046
188.736	"Contingent"	"right"	1.173	2.809	191.531	189.909
192.33	"NonContingent"	"left"	1.71	2.809	195.122	194.04
197.947	"Contingent"	"left"	1.548	2.809	200.738	199.495
201.24	"NonContingent"	"right"	1.291	2.809	204.027	202.531
204.885	"NonContingent"	"right"	1.091	2.808	207.668	205.976
208.328	"NonContingent"	"right"	1.911	2.792	211.108	210.239
211.755	"NonContingent"	"right"	2.208	2.809	214.548	213.963
215.349	"NonContingent"	"left"	1.021	2.809	218.139	216.37
218.893	"NonContingent"	"left"	1.515	2.809	221.679	220.408
222.186	"NonContingent"	"right"	2.178	2.809	224.968	224.364
225.714	"NonContingent"	"left"	2.494	2.808	228.508	228.208
229.258	"Contingent"	"left"	2.219	2.808	232.049	231.477
232.651	"Contingent"	"left"	0.833	2.809	235.439	233.484
236.295	"Contingent"	"left"	0.842	2.809	239.08	237.137
239.839	"Contingent"	"left"	1.234	2.792	242.62	241.073
245.406	"NonContingent"	"right"	1.185	2.808	248.188	246.591
248.783	"NonContingent"	"right"	1.271	2.808	251.577	250.054
252.226	"Contingent"	"left"	1.012	2.809	255.017	253.238
255.921	"NonContingent"	"right"	1.231	2.808	258.708	257.152
259.314	"NonContingent"	"right"	1.66	2.809	262.098	260.974
262.858	"Contingent"	"right"	1.033	2.792	265.639	263.891
266.385	"Contingent"	"left"	1.597	2.809	269.179	267.982
269.779	"NonContingent"	"left"	1.464	2.808	272.569	271.243
273.172	"Contingent"	"left"	1.907	2.809	275.959	275.079
276.716	"NonContingent"	"left"	2.668	2.809	279.499	279.384
280.361	"NonContingent"	"right"	1.947	2.791	283.14	282.308
283.788	"NonContingent"	"right"	0.942	2.808	286.58	284.73
287.231	"Contingent"	"left"	0.934	2.809	290.02	288.165
292.748	"NonContingent"	"right"	1.082	2.808	295.536	293.83
296.292	"NonContingent"	"right"	1.118	2.808	299.076	297.41
299.836	"NonContingent"	"left"	1.412	2.791	302.617	301.248
303.413	"Contingent"	"left"	1.76	2.808	306.208	305.173
306.857	"NonContingent"	"right"	0.872	2.808	309.648	307.729
310.25	"NonContingent"	"left"	1.768	2.809	313.037	312.018
313.894	"Contingent"	"right"	0.94	2.809	316.678	314.834
317.338	"NonContingent"	"right"	1.633	2.792	320.118	318.971
320.665	"Contingent"	"left"	1.295	2.808	323.457	321.96
324.259	"Contingent"	"right"	0.83	2.808	327.048	325.089
327.853	"Contingent"	"left"	0.945	2.808	330.639	328.798
331.196	"Contingent"	"left"	1.041	2.792	333.978	332.237
334.723	"NonContingent"	"left"	1.876	2.809	337.519	336.599
340.457	"NonContingent"	"left"	1.724	2.792	343.237	342.181
343.784	"Contingent"	"left"	1.037	2.808	346.576	344.821
347.228	"NonContingent"	"left"	1.162	2.808	350.016	348.39
350.822	"Contingent"	"left"	1.018	2.808	353.607	351.84
354.366	"Contingent"	"left"	1.465	2.808	357.148	355.831
357.692	"Contingent"	"left"	0.826	2.809	360.487	358.518
361.286	"Contingent"	"left"	0.734	2.809	364.078	362.02
364.83	"Contingent"	"left"	0.839	2.809	367.619	365.669
368.374	"Contingent"	"right"	0.85	2.809	371.159	369.224
371.718	"Contingent"	"left"	0.893	2.791	374.498	372.611
375.295	"NonContingent"	"right"	1.288	2.808	378.089	376.583
378.688	"NonContingent"	"left"	1.857	2.809	381.478	380.545
382.333	"Contingent"	"left"	1.02	2.808	385.119	383.353
387.949	"NonContingent"	"left"	1.374	2.809	390.736	389.323
391.243	"Contingent"	"left"	1.506	2.808	394.025	392.749
394.837	"NonContingent"	"left"	1.779	2.791	397.616	396.616
398.364	"Contingent"	"left"	0.899	2.808	401.157	399.263
401.757	"NonContingent"	"left"	2.103	2.809	404.546	403.86
405.402	"NonContingent"	"left"	2.029	2.808	408.187	407.431
408.845	"Contingent"	"left"	0.986	2.809	411.627	409.831
412.222	"NonContingent"	"right"	1.918	2.809	415.016	414.14
415.766	"Contingent"	"left"	0.793	2.808	418.557	416.559
419.16	"Contingent"	"left"	1.343	2.808	421.947	420.503
422.703	"NonContingent"	"right"	1.264	2.809	425.487	423.967
426.147	"NonContingent"	"left"	1.499	2.792	428.927	427.646
429.775	"NonContingent"	"left"	1.196	2.808	432.568	430.971
435.442	"Contingent"	"left"	1.035	2.808	438.235	436.477
438.885	"NonContingent"	"left"	1.752	2.809	441.675	440.637
442.329	"NonContingent"	"left"	1.189	2.808	445.115	443.518
445.773	"Contingent"	"left"	1.673	2.808	448.555	447.446
449.199	"NonContingent"	"right"	1.367	2.809	451.995	450.566
452.794	"Contingent"	"left"	0.898	2.808	455.586	453.692
456.187	"NonContingent"	"left"	1.447	2.809	458.976	457.634
459.731	"Contingent"	"left"	0.761	2.808	462.516	460.492
463.325	"NonContingent"	"right"	2.012	2.809	466.107	465.337
466.852	"NonContingent"	"right"	1.125	2.809	469.647	467.977
470.296	"NonContingent"	"right"	1.743	2.808	473.087	472.039
473.84	"NonContingent"	"right"	1.748	2.808	476.627	475.588
477.133	"Contingent"	"left"	1.629	2.809	479.916	478.762
482.85	"Contingent"	"left"	1.648	2.809	485.635	484.498
486.444	"Contingent"	"left"	1.792	2.809	489.226	488.236
489.871	"Contingent"	"right"	1.182	2.809	492.666	491.053
493.265	"NonContingent"	"right"	2.098	2.808	496.055	495.363
496.708	"NonContingent"	"left"	1.642	2.809	499.495	498.35
500.252	"NonContingent"	"right"	1.754	2.809	503.035	502.006
503.796	"NonContingent"	"right"	1.625	2.792	506.576	505.421
507.374	"Contingent"	"left"	0.882	2.808	510.167	508.256
510.817	"Contingent"	"left"	1.717	2.809	513.607	512.534
514.161	"Contingent"	"left"	0.826	2.808	516.946	514.987
517.855	"NonContingent"	"right"	2.398	2.808	520.637	520.253
521.182	"Contingent"	"right"	1.587	2.808	523.976	522.769
524.776	"Contingent"	"left"	0.877	2.808	527.567	525.653
530.393	"NonContingent"	"right"	1.206	2.808	533.184	531.599
