onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.798	1.789	Visual_Lure	1	left	1.096	12.587	11.894
13.222	1.789	Visual_Same	1	right	1.269	15.011	14.491
15.914	1.788	Visual_Lure	1	left	0.753	17.702	16.667
18.354	1.789	Visual_Different	1	left	0.871	20.143	19.225
20.795	1.789	Visual_Different	1	left	0.708	22.584	21.503
23.336	1.789	Visual_Same	1	right	1.157	25.125	24.493
25.71	1.788	Visual_Same	1	right	1.7	27.498	27.41
33.349	1.789	Auditory_Different	1	left	1.019	35.138	34.368
35.89	1.789	Auditory_Lure	0	right	1.084	37.679	36.974
38.414	1.789	Auditory_Different	1	left	1.443	40.203	39.857
40.755	1.788	Auditory_Same	1	right	1.133	42.543	41.888
43.195	1.789	Auditory_Same	1	right	1.077	44.984	44.272
45.837	1.788	Auditory_Lure	1	left	1.163	47.625	47
48.26	1.789	Auditory_Lure	1	left	1.408	50.049	49.668
55.75	1.788	Visual_Different	1	left	0.693	57.538	56.443
58.424	1.789	Visual_Different	1	left	0.725	60.213	59.149
60.815	1.788	Visual_Lure	1	left	0.78	62.603	61.595
63.356	1.788	Visual_Different	1	left	0.612	65.144	63.968
65.796	1.789	Visual_Same	1	right	0.979	67.585	66.775
73.285	1.789	Auditory_Lure	1	left	1.116	75.074	74.401
75.927	1.788	Auditory_Lure	1	left	0.979	77.715	76.906
78.217	1.788	Auditory_Same	1	right	1.065	80.005	79.282
80.758	1.788	Auditory_Different	1	left	1.135	82.546	81.893
83.399	1.788	Auditory_Different	1	left	1.094	85.187	84.493
85.672	1.789	Auditory_Lure	1	left	1.156	87.461	86.828
93.446	1.788	Visual_Same	1	right	0.85	95.234	94.296
95.736	1.788	Visual_Different	1	left	0.484	97.524	96.22
98.26	1.789	Visual_Same	1	right	0.904	100.049	99.164
100.801	1.788	Visual_Lure	1	left	0.725	102.589	101.526
103.392	1.789	Visual_Lure	1	left	0.697	105.181	104.089
105.833	1.788	Visual_Different	1	left	0.536	107.621	106.369
108.173	1.772	Visual_Different	1	left	0.499	109.945	108.672
115.846	1.788	Auditory_Lure	0	right	1.082	117.634	116.928
118.387	1.788	Auditory_Lure	1	left	1.064	120.175	119.451
120.71	1.789	Auditory_Same	0	left	1.077	122.499	121.787
123.352	1.788	Auditory_Lure	0	right	0.974	125.14	124.326
125.893	1.788	Auditory_Different	1	left	1.207	127.681	127.1
133.298	1.789	Visual_Same	1	right	1.02	135.087	134.318
135.872	1.789	Visual_Same	1	right	1.682	137.661	137.554
138.313	1.789	Visual_Different	1	left	0.578	140.102	138.891
140.754	1.788	Visual_Lure	1	left	0.699	142.542	141.453
143.194	1.789	Visual_Lure	1	left	0.647	144.983	143.841
145.886	1.772	Visual_Same	0	NA	NA	147.658	NA
153.341	1.789	Auditory_Same	1	right	1.12	155.13	154.461
155.832	1.738	Auditory_Different	1	left	0.888	157.57	156.72
158.222	1.789	Auditory_Same	1	right	1.022	160.011	159.244
160.747	1.788	Auditory_Lure	1	left	1.068	162.535	161.815
163.338	1.788	Auditory_Lure	1	left	0.941	165.126	164.279
165.778	1.789	Auditory_Different	1	left	0.947	167.567	166.725
168.369	1.789	Auditory_Different	1	left	0.99	170.158	169.359
175.792	1.788	Visual_Same	1	right	0.925	177.58	176.717
178.433	1.789	Visual_Same	1	right	1.208	180.222	179.641
180.857	1.788	Visual_Different	1	left	0.801	182.645	181.658
183.297	1.789	Visual_Same	1	right	1.25	185.086	184.547
185.688	1.789	Visual_Lure	1	left	0.699	187.477	186.387
193.394	1.789	Auditory_Lure	1	left	0.981	195.183	194.375
195.835	1.789	Auditory_Different	1	left	1.112	197.624	196.947
198.409	1.789	Auditory_Same	1	right	1.096	200.198	199.505
200.699	1.789	Auditory_Different	1	left	0.845	202.488	201.544
203.24	1.789	Auditory_Different	1	left	0.804	205.029	204.044
205.781	1.789	Auditory_Same	1	right	1.253	207.57	207.034
208.222	1.772	Auditory_Same	1	right	1.05	209.994	209.272
215.945	1.789	Visual_Same	1	right	0.855	217.734	216.8
218.386	1.771	Visual_Lure	1	left	0.652	220.157	219.038
220.809	1.789	Visual_Different	1	left	0.52	222.598	221.329
223.25	1.789	Visual_Lure	1	left	0.592	225.039	223.842
225.691	1.788	Visual_Lure	1	left	0.596	227.479	226.287
228.382	1.789	Visual_Different	1	left	0.522	230.171	228.904
230.756	1.789	Visual_Different	1	left	0.651	232.545	231.407
238.245	1.789	Auditory_Same	1	right	1.034	240.034	239.279
240.869	1.789	Auditory_Same	1	right	1.096	242.658	241.965
243.41	1.789	Auditory_Different	1	left	1.425	245.199	244.835
245.751	1.788	Auditory_Lure	0	right	1.017	247.539	246.768
248.292	1.788	Auditory_Lure	1	left	1.117	250.08	249.409
250.682	1.789	Auditory_Same	1	right	1.172	252.471	251.854
258.388	1.789	Visual_Lure	1	left	0.653	260.177	259.041
260.779	1.789	Visual_Lure	1	left	0.585	262.568	261.364
263.22	1.788	Visual_Different	1	left	0.521	265.008	263.741
265.844	1.789	Visual_Same	1	right	0.77	267.633	266.614
268.285	1.788	Visual_Lure	1	left	0.597	270.073	268.882
275.891	1.788	Auditory_Different	1	left	1.016	277.679	276.907
278.432	1.788	Auditory_Different	1	left	1.3	280.22	279.732
