onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
8.879	1.738	Contingent	NA	NA	10.59	NA
11.386	2.809	Contingent	NA	NA	14.181	NA
14.93	2.809	Contingent	left	1.944	17.721	16.874
18.223	2.809	Contingent	left	1.664	21.01	19.887
21.817	2.809	Contingent	left	2.051	24.601	23.868
25.211	2.792	NonContingent	right	2.163	27.991	27.374
28.889	2.808	Contingent	right	1.543	31.682	30.432
32.332	2.809	Contingent	left	1.697	35.122	34.029
35.776	2.808	Contingent	left	1.302	38.562	37.078
39.219	2.809	NonContingent	right	2.695	42.002	41.914
42.763	2.792	Contingent	right	1.652	45.543	44.415
46.341	2.808	NonContingent	right	1.205	49.134	47.546
49.634	2.808	NonContingent	right	1.92	52.423	51.554
55.351	2.808	NonContingent	left	2.263	58.14	57.614
58.794	2.809	Contingent	left	1.472	61.58	60.266
62.238	2.808	NonContingent	left	1.343	65.02	63.581
65.865	2.809	NonContingent	left	1.821	68.661	67.686
69.409	2.809	Contingent	left	1.957	72.201	71.366
72.702	2.809	Contingent	left	1.241	75.49	73.943
76.347	2.808	Contingent	left	1.11	79.131	77.457
79.891	2.791	NonContingent	left	1.502	82.671	81.393
83.267	2.809	Contingent	left	1.729	86.061	84.996
86.711	2.808	NonContingent	right	2.033	89.501	88.744
90.355	2.808	Contingent	left	1.906	93.142	92.261
93.698	2.809	Contingent	left	1.361	96.481	95.059
97.242	2.792	Contingent	right	2.096	100.022	99.338
102.959	2.792	Contingent	left	2.293	105.739	105.252
106.286	2.808	Contingent	left	1.156	109.078	107.442
109.88	2.808	NonContingent	left	2.107	112.669	111.987
113.324	2.808	NonContingent	right	1.957	116.109	115.281
116.717	2.808	NonContingent	right	1.769	119.499	118.486
120.395	2.808	NonContingent	left	1.681	123.19	122.076
123.788	2.808	Contingent	left	1.479	126.58	125.267
127.181	2.809	Contingent	left	1.694	129.97	128.875
130.725	2.809	Contingent	left	0.701	133.51	131.426
134.319	2.809	NonContingent	left	1.999	137.101	136.318
137.696	2.809	Contingent	left	1.409	140.49	139.105
141.29	2.809	Contingent	left	1.309	144.081	142.599
144.734	2.808	NonContingent	left	1.386	147.521	146.12
150.351	2.808	Contingent	left	0.75	153.137	151.101
153.744	2.808	NonContingent	right	1.273	156.527	155.017
