onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.797	1.788	Visual_Same	1	right	1.361	12.585	12.158
13.438	1.789	Visual_Different	1	left	0.904	15.227	14.342
15.812	1.788	Visual_Same	1	right	1.488	17.6	17.3
18.353	1.788	Visual_Lure	1	left	1.677	20.141	20.03
20.693	1.789	Visual_Lure	1	left	1.709	22.482	22.402
23.234	1.788	Visual_Different	0	right	1.232	25.022	24.466
25.674	1.789	Visual_Different	0	NA	NA	27.463	NA
33.247	1.789	Auditory_Different	1	left	1.734	35.036	34.981
35.888	1.789	Auditory_Different	1	left	1.354	37.677	37.242
38.312	1.789	Auditory_Same	1	right	1.231	40.101	39.543
40.903	1.789	Auditory_Lure	1	left	1.078	42.692	41.981
43.244	1.788	Auditory_Different	1	left	1.465	45.032	44.709
50.95	1.789	Visual_Different	1	left	1.169	52.739	52.119
53.324	1.788	Visual_Different	1	left	1.285	55.112	54.609
55.865	1.788	Visual_Same	1	right	1.295	57.653	57.16
58.305	1.789	Visual_Lure	1	left	1.083	60.094	59.388
60.696	1.788	Visual_Different	1	left	1.019	62.484	61.715
68.335	1.789	Auditory_Different	1	left	0.931	70.124	69.266
70.726	1.788	Auditory_Different	1	left	1.525	72.514	72.251
73.267	1.788	Auditory_Lure	1	left	1.503	75.055	74.77
75.858	1.788	Auditory_Different	1	left	1.087	77.646	76.945
78.399	1.788	Auditory_Same	1	right	1.232	80.187	79.631
85.787	1.789	Visual_Same	1	right	1.609	87.576	87.396
88.429	1.788	Visual_Same	0	NA	NA	90.217	NA
90.869	1.789	Visual_Different	1	left	1.118	92.658	91.987
93.31	1.789	Visual_Lure	1	left	0.761	95.099	94.071
95.684	1.788	Visual_Lure	1	left	0.989	97.472	96.673
98.325	1.789	Visual_Same	1	right	1.447	100.114	99.772
105.797	1.789	Auditory_Lure	0	right	1.341	107.586	107.138
108.321	1.789	Auditory_Lure	1	left	1.578	110.11	109.899
110.913	1.788	Auditory_Same	1	right	1.623	112.701	112.536
113.203	1.788	Auditory_Different	1	left	1.049	114.991	114.252
115.844	1.789	Auditory_Different	1	left	1.412	117.633	117.256
118.285	1.788	Auditory_Lure	0	NA	NA	120.073	NA
125.941	1.788	Visual_Same	1	right	1.622	127.729	127.563
128.281	1.789	Visual_Same	1	right	1.173	130.07	129.454
130.722	1.788	Visual_Lure	1	left	1.174	132.51	131.896
133.296	1.789	Visual_Different	1	left	1.01	135.085	134.306
135.837	1.789	Visual_Same	1	right	1.335	137.626	137.172
143.243	1.788	Auditory_Same	0	left	1.169	145.031	144.412
145.934	1.789	Auditory_Lure	1	left	1.443	147.723	147.377
