onset	duration	trial_type	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
9.684	0.919	Contingent	NA	NA	10.59	NA
11.238	2.809	Contingent	left	1.795	14.03	13.033
14.933	2.808	Contingent	left	1.221	17.721	16.154
18.376	2.809	Contingent	left	1.157	21.161	19.533
21.82	2.808	Contingent	left	1.281	24.601	23.101
25.197	2.808	NonContingent	right	1.342	27.991	26.539
28.791	2.808	Contingent	left	2.378	31.582	31.169
32.234	2.809	Contingent	right	1.239	35.022	33.473
35.879	2.808	Contingent	right	1.181	38.663	37.06
39.322	2.792	NonContingent	left	1.458	42.103	40.78
42.699	2.808	Contingent	left	1.165	45.492	43.864
46.293	2.809	NonContingent	right	1.883	49.083	48.176
49.837	2.809	NonContingent	right	1.209	52.623	51.046
55.303	2.809	NonContingent	right	1.398	58.09	56.701
58.898	2.808	Contingent	left	1.167	61.681	60.065
62.241	2.792	NonContingent	right	1.675	65.02	63.916
65.818	2.809	NonContingent	left	1.628	68.611	67.446
69.412	2.809	Contingent	left	2.321	72.202	71.733
72.806	2.808	Contingent	left	1.894	75.592	74.7
76.35	2.808	Contingent	left	1.693	79.133	78.043
79.676	2.809	NonContingent	right	2.234	82.472	81.91
83.22	2.809	Contingent	right	1.691	86.012	84.911
86.865	2.808	NonContingent	left	1.554	89.653	88.419
90.158	2.808	Contingent	right	1.415	92.942	91.573
93.752	2.808	Contingent	left	1.234	96.533	94.986
97.179	2.808	Contingent	left	2.215	99.973	99.394
102.896	2.808	Contingent	left	1.209	105.69	104.105
106.239	2.809	Contingent	left	0.994	109.029	107.233
109.934	2.808	NonContingent	left	2	112.72	111.934
113.277	2.808	NonContingent	left	1.711	116.059	114.988
116.821	2.792	NonContingent	left	2.476	119.6	119.297
120.248	2.808	NonContingent	left	1.614	123.04	121.862
123.842	2.808	Contingent	left	1.225	126.631	125.067
127.386	2.808	Contingent	left	2.001	130.171	129.387
130.679	2.792	Contingent	left	1.038	133.46	131.717
134.256	2.809	NonContingent	right	1.34	137.051	135.596
137.7	2.809	Contingent	right	2.275	140.491	139.975
141.244	2.808	Contingent	right	1.523	144.032	142.767
144.638	2.808	NonContingent	left	2.225	147.422	146.863
150.254	2.809	Contingent	left	0.869	153.038	151.123
153.899	2.791	NonContingent	right	1.246	156.679	155.145
157.326	2.808	Contingent	right	1.032	160.119	158.358
160.92	2.808	NonContingent	right	1.252	163.71	162.172
164.263	2.808	NonContingent	left	1.91	167.049	166.173
167.857	2.809	NonContingent	right	1.232	170.64	169.089
171.301	2.791	NonContingent	right	1.79	174.08	173.091
174.878	2.809	NonContingent	right	1.468	177.671	176.346
178.171	2.809	Contingent	left	1.186	180.96	179.357
181.715	2.809	NonContingent	right	1.912	184.5	183.627
185.159	2.792	Contingent	left	0.887	187.94	186.046
188.736	2.809	Contingent	right	1.173	191.531	189.909
192.33	2.809	NonContingent	left	1.71	195.122	194.04
197.947	2.809	Contingent	left	1.548	200.738	199.495
201.24	2.809	NonContingent	right	1.291	204.027	202.531
204.885	2.808	NonContingent	right	1.091	207.668	205.976
208.328	2.792	NonContingent	right	1.911	211.108	210.239
211.755	2.809	NonContingent	right	2.208	214.548	213.963
215.349	2.809	NonContingent	left	1.021	218.139	216.37
218.893	2.809	NonContingent	left	1.515	221.679	220.408
222.186	2.809	NonContingent	right	2.178	224.968	224.364
225.714	2.808	NonContingent	left	2.494	228.508	228.208
229.258	2.808	Contingent	left	2.219	232.049	231.477
232.651	2.809	Contingent	left	0.833	235.439	233.484
236.295	2.809	Contingent	left	0.842	239.08	237.137
239.839	2.792	Contingent	left	1.234	242.62	241.073
245.406	2.808	NonContingent	right	1.185	248.188	246.591
248.783	2.808	NonContingent	right	1.271	251.577	250.054
252.226	2.809	Contingent	left	1.012	255.017	253.238
255.921	2.808	NonContingent	right	1.231	258.708	257.152
259.314	2.809	NonContingent	right	1.66	262.098	260.974
262.858	2.792	Contingent	right	1.033	265.639	263.891
266.385	2.809	Contingent	left	1.597	269.179	267.982
269.779	2.808	NonContingent	left	1.464	272.569	271.243
273.172	2.809	Contingent	left	1.907	275.959	275.079
276.716	2.809	NonContingent	left	2.668	279.499	279.384
280.361	2.791	NonContingent	right	1.947	283.14	282.308
283.788	2.808	NonContingent	right	0.942	286.58	284.73
287.231	2.809	Contingent	left	0.934	290.02	288.165
292.748	2.808	NonContingent	right	1.082	295.536	293.83
296.292	2.808	NonContingent	right	1.118	299.076	297.41
299.836	2.791	NonContingent	left	1.412	302.617	301.248
303.413	2.808	Contingent	left	1.76	306.208	305.173
306.857	2.808	NonContingent	right	0.872	309.648	307.729
310.25	2.809	NonContingent	left	1.768	313.037	312.018
313.894	2.809	Contingent	right	0.94	316.678	314.834
317.338	2.792	NonContingent	right	1.633	320.118	318.971
320.665	2.808	Contingent	left	1.295	323.457	321.96
324.259	2.808	Contingent	right	0.83	327.048	325.089
327.853	2.808	Contingent	left	0.945	330.639	328.798
331.196	2.792	Contingent	left	1.041	333.978	332.237
334.723	2.809	NonContingent	left	1.876	337.519	336.599
340.457	2.792	NonContingent	left	1.724	343.237	342.181
343.784	2.808	Contingent	left	1.037	346.576	344.821
347.228	2.808	NonContingent	left	1.162	350.016	348.39
350.822	2.808	Contingent	left	1.018	353.607	351.84
354.366	2.808	Contingent	left	1.465	357.148	355.831
357.692	2.809	Contingent	left	0.826	360.487	358.518
361.286	2.809	Contingent	left	0.734	364.078	362.02
364.83	2.809	Contingent	left	0.839	367.619	365.669
368.374	2.809	Contingent	right	0.85	371.159	369.224
371.718	2.791	Contingent	left	0.893	374.498	372.611
375.295	2.808	NonContingent	right	1.288	378.089	376.583
378.688	2.809	NonContingent	left	1.857	381.478	380.545
382.333	2.808	Contingent	left	1.02	385.119	383.353
387.949	2.809	NonContingent	left	1.374	390.736	389.323
391.243	2.808	Contingent	left	1.506	394.025	392.749
394.837	2.791	NonContingent	left	1.779	397.616	396.616
398.364	2.808	Contingent	left	0.899	401.157	399.263
401.757	2.809	NonContingent	left	2.103	404.546	403.86
405.402	2.808	NonContingent	left	2.029	408.187	407.431
408.845	2.809	Contingent	left	0.986	411.627	409.831
412.222	2.809	NonContingent	right	1.918	415.016	414.14
415.766	2.808	Contingent	left	0.793	418.557	416.559
419.16	2.808	Contingent	left	1.343	421.947	420.503
422.703	2.809	NonContingent	right	1.264	425.487	423.967
426.147	2.792	NonContingent	left	1.499	428.927	427.646
429.775	2.808	NonContingent	left	1.196	432.568	430.971
435.442	2.808	Contingent	left	1.035	438.235	436.477
438.885	2.809	NonContingent	left	1.752	441.675	440.637
442.329	2.808	NonContingent	left	1.189	445.115	443.518
445.773	2.808	Contingent	left	1.673	448.555	447.446
449.199	2.809	NonContingent	right	1.367	451.995	450.566
452.794	2.808	Contingent	left	0.898	455.586	453.692
456.187	2.809	NonContingent	left	1.447	458.976	457.634
459.731	2.808	Contingent	left	0.761	462.516	460.492
463.325	2.809	NonContingent	right	2.012	466.107	465.337
466.852	2.809	NonContingent	right	1.125	469.647	467.977
470.296	2.808	NonContingent	right	1.743	473.087	472.039
473.84	2.808	NonContingent	right	1.748	476.627	475.588
477.133	2.809	Contingent	left	1.629	479.916	478.762
482.85	2.809	Contingent	left	1.648	485.635	484.498
486.444	2.809	Contingent	left	1.792	489.226	488.236
489.871	2.809	Contingent	right	1.182	492.666	491.053
493.265	2.808	NonContingent	right	2.098	496.055	495.363
496.708	2.809	NonContingent	left	1.642	499.495	498.35
500.252	2.809	NonContingent	right	1.754	503.035	502.006
503.796	2.792	NonContingent	right	1.625	506.576	505.421
507.374	2.808	Contingent	left	0.882	510.167	508.256
510.817	2.809	Contingent	left	1.717	513.607	512.534
514.161	2.808	Contingent	left	0.826	516.946	514.987
517.855	2.808	NonContingent	right	2.398	520.637	520.253
521.182	2.808	Contingent	right	1.587	523.976	522.769
524.776	2.808	Contingent	left	0.877	527.567	525.653
530.393	2.808	NonContingent	right	1.206	533.184	531.599
