onset	duration	trial_type	accuracy	button	response_time	trial_type_less_granular	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.278	0.034	recently_learned_faces_baseline	0	NA	NA	recently_learned_faces_baseline	10.289	NA
11.248	2.507	recently_learned_faces_baseline	1	right	2.489	recently_learned_faces_baseline	13.727	13.737
14.825	2.507	famous_faces_baseline	0	right	2.013	famous_faces_baseline	17.316	16.838
18.369	2.507	famous_faces_baseline	1	right	1.973	famous_faces_baseline	20.855	20.342
21.913	2.507	famous_faces_false_combination	0	left	1.834	famous_faces	24.393	23.747
25.29	2.507	famous_faces_correct_combination	0	NA	NA	famous_faces	27.781	NA
28.683	2.507	recently_learned_faces_false_combination	0	left	0.098	recently_learned_faces	31.169	28.781
32.377	2.508	recently_learned_faces_false_combination	0	NA	NA	recently_learned_faces	34.858	NA
35.704	2.507	famous_faces_false_combination	0	NA	NA	famous_faces	38.195	NA
39.298	2.507	famous_faces_baseline	1	left	1.367	famous_faces_baseline	41.784	40.665
42.742	2.507	recently_learned_faces_baseline	1	left	1.129	recently_learned_faces_baseline	45.222	43.871
46.168	2.508	famous_faces_false_combination	1	right	1.021	famous_faces	48.66	47.189
49.813	2.507	famous_faces_baseline	1	right	2.131	famous_faces_baseline	52.299	51.944
55.396	2.507	famous_faces_baseline	0	NA	NA	famous_faces_baseline	57.888	NA
58.84	2.507	recently_learned_faces_correct_combination	1	left	1.996	recently_learned_faces	61.326	60.836
62.434	2.507	recently_learned_faces_false_combination	1	right	0.941	recently_learned_faces	64.915	63.375
65.76	2.508	famous_faces_correct_combination	1	left	1.444	famous_faces	68.252	67.204
69.204	2.507	famous_faces_false_combination	1	right	0.915	famous_faces	71.69	70.119
72.748	2.507	recently_learned_faces_false_combination	1	right	1.801	recently_learned_faces	75.228	74.549
76.375	2.508	famous_faces_false_combination	1	right	2.379	famous_faces	78.867	78.754
79.819	2.507	recently_learned_faces_false_combination	1	right	2.291	recently_learned_faces	82.305	82.11
83.162	2.508	recently_learned_faces_false_combination	1	right	1.862	recently_learned_faces	85.642	85.024
86.739	2.508	famous_faces_baseline	1	right	2.049	famous_faces_baseline	89.231	88.788
90.183	2.508	famous_faces_baseline	1	right	1.979	famous_faces_baseline	92.669	92.162
93.727	2.507	famous_faces_false_combination	1	right	1.422	famous_faces	96.208	95.149
97.254	2.508	recently_learned_faces_false_combination	1	right	1.962	recently_learned_faces	99.747	99.216
102.904	2.508	recently_learned_faces_correct_combination	1	left	1.813	recently_learned_faces	105.387	104.717
106.432	2.507	famous_faces_correct_combination	1	left	1.875	famous_faces	108.925	108.307
109.725	2.507	recently_learned_faces_correct_combination	1	left	0.932	recently_learned_faces	112.212	110.657
113.319	2.507	recently_learned_faces_false_combination	1	right	1.108	recently_learned_faces	115.801	114.427
116.746	2.524	recently_learned_faces_correct_combination	1	left	1.151	recently_learned_faces	119.239	117.897
120.39	2.507	famous_faces_correct_combination	1	left	1.247	famous_faces	122.878	121.637
123.783	2.508	famous_faces_correct_combination	1	left	1.286	famous_faces	126.266	125.069
127.21	2.508	recently_learned_faces_correct_combination	1	left	0.951	recently_learned_faces	129.704	128.161
130.654	2.507	famous_faces_baseline	1	left	1.752	famous_faces_baseline	133.142	132.406
134.298	2.507	recently_learned_faces_baseline	1	right	1.417	recently_learned_faces_baseline	136.781	135.715
137.825	2.524	famous_faces_baseline	0	right	1.1	famous_faces_baseline	140.319	138.925
141.269	2.507	famous_faces_correct_combination	1	left	0.919	famous_faces	143.757	142.188
144.662	2.508	recently_learned_faces_correct_combination	1	left	1.263	recently_learned_faces	147.144	145.925
150.396	2.507	famous_faces_baseline	1	right	1.051	famous_faces_baseline	152.886	151.447
153.94	2.507	famous_faces_correct_combination	1	left	1.079	famous_faces	156.424	155.019
157.333	2.508	famous_faces_baseline	1	right	0.922	famous_faces_baseline	159.812	158.255
160.76	2.508	recently_learned_faces_correct_combination	1	left	0.784	recently_learned_faces	163.25	161.544
164.204	2.507	recently_learned_faces_baseline	1	left	1.018	recently_learned_faces_baseline	166.688	165.222
167.848	2.507	recently_learned_faces_correct_combination	1	left	0.857	recently_learned_faces	170.327	168.705
171.225	2.507	recently_learned_faces_correct_combination	1	left	0.807	recently_learned_faces	173.714	172.032
174.769	2.507	recently_learned_faces_correct_combination	1	left	1.193	recently_learned_faces	177.253	175.962
178.162	2.508	famous_faces_false_combination	1	right	1.047	famous_faces	180.641	179.209
181.84	2.507	recently_learned_faces_baseline	1	left	1.259	recently_learned_faces_baseline	184.33	183.099
185.283	2.508	famous_faces_false_combination	1	right	1.018	famous_faces	187.768	186.301
188.677	2.507	famous_faces_false_combination	1	right	0.984	famous_faces	191.155	189.661
192.204	2.507	famous_faces_baseline	1	right	0.936	famous_faces_baseline	194.694	193.14
197.904	2.508	recently_learned_faces_false_combination	1	right	0.969	recently_learned_faces	200.385	198.873
201.431	2.508	famous_faces_false_combination	1	right	0.77	famous_faces	203.923	202.201
204.775	2.507	recently_learned_faces_correct_combination	1	left	1.007	recently_learned_faces	207.26	205.782
208.218	2.508	famous_faces_false_combination	1	right	0.961	famous_faces	210.698	209.179
211.796	2.507	famous_faces_baseline	1	left	0.916	famous_faces_baseline	214.287	212.712
215.34	2.507	recently_learned_faces_false_combination	1	right	1.32	recently_learned_faces	217.826	216.66
218.733	2.507	recently_learned_faces_false_combination	1	right	1.19	recently_learned_faces	221.213	219.923
