"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.349	"Contingent"	NA	NA	0.268	10.59	NA
11.385	"Contingent"	NA	NA	2.826	14.181	NA
14.929	"Contingent"	"left"	2.129	2.809	17.721	17.058
18.223	"Contingent"	"left"	1.288	2.808	21.01	19.511
21.817	"Contingent"	"right"	2.153	2.808	24.601	23.97
25.21	"NonContingent"	"right"	2.136	2.792	27.991	27.346
28.888	"Contingent"	"right"	2.712	2.808	31.682	31.6
32.231	"Contingent"	"left"	2.008	2.808	35.021	34.239
35.775	"Contingent"	"left"	1.187	2.808	38.562	36.962
39.319	"NonContingent"	"left"	2.055	2.808	42.103	41.374
42.762	"Contingent"	"right"	1.844	2.792	45.543	44.606
46.139	"NonContingent"	"right"	2.063	2.808	48.933	48.202
49.833	"NonContingent"	"right"	2.011	2.809	52.624	51.844
55.25	"NonContingent"	"right"	2.245	2.808	58.039	57.495
58.894	"Contingent"	"left"	1.236	2.808	61.68	60.13
62.287	"NonContingent"	"right"	1.378	2.809	65.069	63.665
65.915	"NonContingent"	"right"	1.706	2.808	68.71	67.621
69.308	"Contingent"	"right"	2.169	2.809	72.1	71.477
72.852	"Contingent"	"right"	1.324	2.808	75.641	74.176
76.195	"Contingent"	"left"	0.896	2.809	78.98	77.091
79.739	"NonContingent"	"right"	2.229	2.792	82.52	81.968
83.367	"Contingent"	"left"	2.035	2.808	86.161	85.402
86.76	"NonContingent"	"right"	2.238	2.809	89.551	88.998
90.304	"Contingent"	"left"	2.379	2.808	93.092	92.683
93.848	"Contingent"	"right"	1.49	2.808	96.632	95.338
97.141	"Contingent"	"right"	1.882	2.792	99.921	99.023
102.741	"Contingent"	"left"	1.097	2.809	105.537	103.838
106.285	"Contingent"	"left"	1.131	2.808	109.077	107.416
109.879	"NonContingent"	"right"	1.67	2.809	112.668	111.549
113.323	"NonContingent"	"right"	2.078	2.808	116.108	115.401
116.917	"NonContingent"	"right"	1.435	2.808	119.699	118.352
120.344	"NonContingent"	"right"	1.454	2.808	123.139	121.798
123.888	"Contingent"	"right"	1.338	2.808	126.679	125.226
127.181	"Contingent"	"right"	2.005	2.808	129.968	129.186
130.725	"Contingent"	"left"	0.754	2.808	133.508	131.479
134.269	"NonContingent"	"right"	2.161	2.791	137.049	136.43
137.645	"Contingent"	"right"	1.839	2.809	140.439	139.484
141.189	"Contingent"	"right"	1.706	2.809	143.979	142.895
144.733	"NonContingent"	"right"	2.015	2.808	147.52	146.748
150.25	"Contingent"	"left"	0.808	2.808	153.036	151.058
153.793	"NonContingent"	"right"	1.399	2.809	156.576	155.192
157.387	"Contingent"	"left"	1.52	2.792	160.167	158.907
160.814	"NonContingent"	"right"	1.375	2.809	163.607	162.189
164.408	"NonContingent"	"right"	1.643	2.809	167.198	166.051
167.852	"NonContingent"	"right"	1.761	2.808	170.638	169.613
171.195	"NonContingent"	"right"	1.586	2.809	173.977	172.781
174.873	"NonContingent"	"right"	2.283	2.808	177.668	177.156
