"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.288	"Contingent"	NA	NA	0.468	10.741	NA
11.291	"Contingent"	"right"	1.11	2.808	14.08	12.401
14.734	"Contingent"	"left"	1.167	2.809	17.52	15.901
18.379	"Contingent"	"left"	1.375	2.808	21.161	19.754
21.806	"Contingent"	"left"	1.777	2.808	24.601	23.583
25.4	"NonContingent"	"left"	2.208	2.808	28.192	27.608
28.793	"Contingent"	"left"	1.632	2.808	31.582	30.425
32.186	"Contingent"	"left"	1.263	2.809	34.972	33.449
35.831	"Contingent"	"right"	1.106	2.808	38.613	36.937
39.207	"NonContingent"	"left"	1.366	2.809	42.002	40.573
42.801	"Contingent"	"left"	1.155	2.809	45.593	43.956
46.195	"NonContingent"	"left"	1.998	2.808	48.982	48.193
49.839	"NonContingent"	"left"	1.207	2.808	52.623	51.046
55.255	"NonContingent"	"right"	1.53	2.809	58.039	56.785
58.799	"Contingent"	"left"	0.991	2.792	61.579	59.79
62.376	"NonContingent"	"right"	1.033	2.809	65.17	63.409
65.82	"NonContingent"	"right"	1.802	2.808	68.61	67.622
69.414	"Contingent"	"left"	1.877	2.808	72.201	71.291
72.858	"Contingent"	"left"	0.958	2.808	75.641	73.816
76.402	"Contingent"	"left"	1.623	2.791	79.181	78.025
79.778	"NonContingent"	"right"	1.887	2.809	82.571	81.665
83.172	"Contingent"	"right"	1.089	2.808	85.961	84.261
86.716	"NonContingent"	"left"	1.327	2.808	89.501	88.043
90.36	"Contingent"	"right"	1.316	2.808	93.142	91.676
93.787	"Contingent"	"left"	0.998	2.808	96.582	94.785
97.18	"Contingent"	"left"	2.002	2.809	99.971	99.182
102.947	"Contingent"	"left"	1.734	2.809	105.739	104.681
106.341	"Contingent"	"left"	0.897	2.808	109.129	107.238
109.885	"NonContingent"	"right"	1.076	2.808	112.67	110.961
113.228	"NonContingent"	"right"	1.747	2.792	116.009	114.975
116.755	"NonContingent"	"left"	1.322	2.808	119.549	118.077
120.399	"NonContingent"	"left"	1.45	2.809	123.19	121.849
123.793	"Contingent"	"left"	1.04	2.808	126.58	124.833
127.337	"Contingent"	"left"	1.935	2.808	130.121	129.272
130.73	"Contingent"	"left"	0.878	2.792	133.51	131.608
134.157	"NonContingent"	"right"	1.302	2.808	136.95	135.459
137.751	"Contingent"	"right"	1.858	2.808	140.541	139.609
141.295	"Contingent"	"right"	1.535	2.808	144.082	142.83
144.688	"NonContingent"	"left"	1.556	2.809	147.471	146.244
150.305	"Contingent"	"left"	0.901	2.808	153.087	151.206
153.832	"NonContingent"	"right"	0.889	2.809	156.628	154.721
157.376	"Contingent"	"right"	1.056	2.809	160.169	158.432
160.719	"NonContingent"	"right"	1.453	2.809	163.508	162.172
164.414	"NonContingent"	"right"	1.548	2.808	167.199	165.962
167.857	"NonContingent"	"left"	1.291	2.792	170.639	169.148
171.284	"NonContingent"	"right"	1.459	2.809	174.079	172.743
174.728	"NonContingent"	"right"	1.537	2.808	177.519	176.265
178.172	"Contingent"	"left"	1.018	2.808	180.959	179.19
181.866	"NonContingent"	"right"	1.569	2.808	184.65	183.435
185.159	"Contingent"	"left"	1.273	2.792	187.939	186.432
188.837	"Contingent"	"right"	1.343	2.808	191.63	190.18
192.18	"NonContingent"	"left"	1.923	2.808	194.969	194.103
197.797	"Contingent"	"left"	1.819	2.808	200.585	199.616
201.341	"NonContingent"	"right"	1.008	2.808	204.126	202.349
204.734	"NonContingent"	"right"	1.189	2.808	207.516	205.923
208.412	"NonContingent"	"left"	2.246	2.808	211.207	210.658
211.855	"NonContingent"	"right"	1.352	2.809	214.647	213.207
215.199	"NonContingent"	"left"	1.228	2.808	217.986	216.427
218.742	"NonContingent"	"left"	1.222	2.809	221.526	219.964
222.387	"NonContingent"	"left"	1.349	2.791	225.167	223.736
225.813	"NonContingent"	"left"	1.479	2.809	228.607	227.292
229.257	"Contingent"	"left"	1.55	2.808	232.047	230.807
232.851	"Contingent"	"left"	1.029	2.808	235.638	233.88
236.144	"Contingent"	"left"	2.135	2.809	238.927	238.279
239.738	"Contingent"	"left"	1.354	2.792	242.518	241.092
245.255	"NonContingent"	"right"	1.575	2.791	248.034	246.83
248.832	"NonContingent"	"right"	1.136	2.808	251.625	249.968
252.376	"Contingent"	"left"	1.316	2.808	255.166	253.692
255.769	"NonContingent"	"right"	1.729	2.809	258.555	257.498
259.414	"NonContingent"	"left"	2.306	2.808	262.196	261.72
262.84	"Contingent"	"right"	0.978	2.809	265.636	263.818
266.284	"Contingent"	"left"	1.467	2.808	269.076	267.751
269.728	"NonContingent"	"right"	1.217	2.808	272.516	270.945
273.372	"Contingent"	"left"	1.129	2.808	276.157	274.501
276.665	"NonContingent"	"right"	1.313	2.808	279.446	277.978
