"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.888	"Visual_Different"	1	"left"	0.688	1.788	12.676	11.576
13.328	"Visual_Same"	1	"right"	0.971	1.789	15.117	14.299
15.719	"Visual_Different"	1	"left"	0.707	1.789	17.508	16.426
18.26	"Visual_Lure"	1	"left"	0.967	1.789	20.049	19.227
20.901	"Visual_Lure"	1	"left"	1.719	1.789	22.69	22.62
23.275	"Visual_Same"	1	"right"	0.814	1.789	25.064	24.089
30.848	"Auditory_Lure"	0	"right"	0.975	1.788	32.636	31.823
33.388	"Auditory_Lure"	0	"right"	1.467	1.789	35.177	34.855
35.712	"Auditory_Same"	1	"right"	1.335	1.789	37.501	37.047
38.403	"Auditory_Lure"	0	"right"	1.134	1.789	40.192	39.537
40.744	"Auditory_Different"	1	"left"	1.109	1.789	42.533	41.853
48.3	"Visual_Different"	1	"left"	0.654	1.788	50.088	48.954
50.724	"Visual_Different"	1	"left"	0.929	1.788	52.512	51.653
53.365	"Visual_Same"	1	"right"	0.624	1.789	55.154	53.989
55.906	"Visual_Lure"	1	"left"	0.918	1.789	57.695	56.824
58.296	"Visual_Different"	1	"left"	1.05	1.789	60.085	59.346
65.902	"Auditory_Lure"	1	"left"	1.255	1.789	67.691	67.157
68.226	"Auditory_Lure"	1	"left"	1.023	1.789	70.015	69.249
70.767	"Auditory_Same"	1	"right"	1.112	1.789	72.556	71.879
73.308	"Auditory_Different"	1	"left"	1.063	1.789	75.097	74.371
75.899	"Auditory_Different"	1	"left"	1.53	1.789	77.688	77.429
78.223	"Auditory_Lure"	1	"left"	1.533	1.788	80.011	79.756
85.795	"Visual_Same"	1	"right"	0.721	1.789	87.584	86.516
88.437	"Visual_Lure"	1	"left"	0.765	1.788	90.225	89.202
90.86	"Visual_Same"	1	"right"	0.993	1.789	92.649	91.853
93.201	"Visual_Different"	1	"left"	1.115	1.789	94.99	94.316
95.742	"Visual_Different"	1	"left"	0.596	1.788	97.53	96.338
98.383	"Visual_Lure"	1	"left"	0.621	1.789	100.172	99.004
105.939	"Auditory_Same"	1	"right"	1.113	1.789	107.728	107.052
108.38	"Auditory_Same"	1	"right"	1.223	1.788	110.168	109.603
110.82	"Auditory_Lure"	1	"left"	0.937	1.789	112.609	111.757
113.211	"Auditory_Different"	1	"left"	1.2	1.788	114.999	114.411
115.835	"Auditory_Same"	1	"right"	1.105	1.789	117.624	116.94
123.341	"Visual_Same"	1	"right"	0.815	1.789	125.13	124.156
125.731	"Visual_Lure"	1	"left"	0.514	1.789	127.52	126.245
128.373	"Visual_Different"	1	"left"	0.689	1.788	130.161	129.062
130.696	"Visual_Lure"	1	"left"	0.696	1.789	132.485	131.392
133.237	"Visual_Lure"	1	"left"	0.977	1.789	135.026	134.214
135.828	"Visual_Different"	1	"left"	0.661	1.789	137.617	136.489
138.369	"Visual_Different"	1	"left"	0.606	1.789	140.158	138.975
145.792	"Auditory_Different"	1	"left"	1.011	1.788	147.58	146.803
148.433	"Auditory_Lure"	0	"right"	0.894	1.788	150.221	149.327
150.723	"Auditory_Different"	1	"left"	1.254	1.789	152.512	151.977
153.297	"Auditory_Same"	1	"right"	0.927	1.789	155.086	154.224
155.888	"Auditory_Same"	1	"right"	0.898	1.789	157.677	156.786
158.279	"Auditory_Lure"	1	"left"	0.919	1.789	160.068	159.198
160.82	"Auditory_Lure"	1	"left"	1.481	1.789	162.609	162.301
168.342	"Visual_Lure"	1	"left"	0.742	1.789	170.131	169.084
170.883	"Visual_Same"	1	"right"	0.71	1.789	172.672	171.593
173.274	"Visual_Lure"	1	"left"	0.65	1.789	175.063	173.924
175.898	"Visual_Different"	1	"left"	0.624	1.789	177.687	176.522
178.289	"Visual_Different"	1	"left"	0.633	1.788	180.077	178.922
180.679	"Visual_Same"	1	"right"	0.6	1.789	182.468	181.279
183.22	"Visual_Same"	1	"right"	0.614	1.789	185.009	183.834
190.743	"Auditory_Lure"	1	"left"	0.934	1.788	192.531	191.677
193.284	"Auditory_Different"	1	"left"	1.081	1.788	195.072	194.365
195.825	"Auditory_Same"	1	"right"	1.034	1.772	197.597	196.859
198.399	"Auditory_Different"	1	"left"	0.947	1.789	200.188	199.346
200.84	"Auditory_Different"	1	"left"	1.034	1.788	202.628	201.874
203.18	"Auditory_Same"	1	"right"	0.955	1.789	204.969	204.135
205.721	"Auditory_Same"	1	"right"	0.955	1.789	207.51	206.676
213.344	"Visual_Lure"	1	"left"	0.658	1.788	215.132	214.002
215.885	"Visual_Different"	1	"left"	0.661	1.788	217.673	216.546
218.409	"Visual_Lure"	0	"right"	0.769	1.789	220.198	219.178
220.699	"Visual_Same"	1	"right"	0.923	1.789	222.488	221.622
223.34	"Visual_Same"	1	"right"	0.732	1.789	225.129	224.072
225.781	"Visual_Different"	1	"left"	0.706	1.789	227.57	226.487
233.387	"Auditory_Different"	1	"left"	0.986	1.789	235.176	234.373
235.727	"Auditory_Same"	1	"right"	1.001	1.789	237.516	236.728
238.318	"Auditory_Different"	1	"left"	0.996	1.789	240.107	239.314
240.91	"Auditory_Lure"	1	"left"	1.213	1.788	242.698	242.123
243.233	"Auditory_Lure"	1	"left"	1.351	1.789	245.022	244.584
245.874	"Auditory_Same"	1	"right"	0.985	1.789	247.663	246.859
253.447	"Visual_Lure"	1	"left"	0.747	1.789	255.236	254.194
255.721	"Visual_Lure"	1	"left"	0.603	1.788	257.509	256.324
258.261	"Visual_Different"	1	"left"	0.705	1.789	260.05	258.966
260.702	"Visual_Same"	1	"right"	0.604	1.789	262.491	261.306
263.243	"Visual_Lure"	1	"left"	0.63	1.789	265.032	263.873
270.732	"Auditory_Same"	1	"right"	1.108	1.789	272.521	271.84
273.373	"Auditory_Lure"	1	"left"	1.06	1.789	275.162	274.433
275.764	"Auditory_Different"	1	"left"	0.788	1.788	277.552	276.552
278.305	"Auditory_Lure"	1	"left"	1.09	1.788	280.093	279.395
280.896	"Auditory_Lure"	1	"left"	1.411	1.788	282.684	282.307
283.32	"Auditory_Different"	1	"left"	1.064	1.788	285.108	284.384
