"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.243	"recently_learned_faces_baseline"	0	NA	NA	0.167	"recently_learned_faces_baseline"	10.39	NA
11.446	"recently_learned_faces_baseline"	0	NA	NA	2.508	"recently_learned_faces_baseline"	13.928	NA
14.823	"famous_faces_baseline"	0	"right"	1.755	2.507	"famous_faces_baseline"	17.316	16.578
18.217	"famous_faces_baseline"	0	"left"	2.261	2.507	"famous_faces_baseline"	20.704	20.478
21.76	"famous_faces_false_combination"	0	NA	NA	2.508	"famous_faces"	24.242	NA
25.288	"famous_faces_correct_combination"	1	"left"	1.511	2.507	"famous_faces"	27.781	26.799
28.832	"recently_learned_faces_false_combination"	1	"right"	1.973	2.507	"recently_learned_faces"	31.32	30.805
32.225	"recently_learned_faces_false_combination"	1	"right"	1.323	2.508	"recently_learned_faces"	34.707	33.548
35.652	"famous_faces_false_combination"	0	"left"	1.962	2.507	"famous_faces"	38.145	37.614
39.346	"famous_faces_baseline"	1	"left"	1.213	2.508	"famous_faces_baseline"	41.834	40.559
42.69	"recently_learned_faces_baseline"	1	"left"	1.633	2.507	"recently_learned_faces_baseline"	45.171	44.323
46.117	"famous_faces_false_combination"	1	"right"	1.876	2.507	"famous_faces"	48.609	47.993
49.761	"famous_faces_baseline"	0	NA	NA	2.507	"famous_faces_baseline"	52.248	NA
55.444	"famous_faces_baseline"	1	"right"	2.081	2.525	"famous_faces_baseline"	57.939	57.525
58.788	"recently_learned_faces_correct_combination"	1	"left"	1.659	2.507	"recently_learned_faces"	61.276	60.447
62.382	"recently_learned_faces_false_combination"	1	"right"	1.759	2.507	"recently_learned_faces"	64.865	64.141
65.709	"famous_faces_correct_combination"	1	"left"	1.557	2.507	"famous_faces"	68.202	67.266
69.303	"famous_faces_false_combination"	1	"right"	1.316	2.507	"famous_faces"	71.791	70.619
72.696	"recently_learned_faces_false_combination"	0	"left"	2.161	2.508	"recently_learned_faces"	75.179	74.857
76.273	"famous_faces_false_combination"	1	"right"	1.335	2.525	"famous_faces"	78.768	77.608
79.867	"recently_learned_faces_false_combination"	1	"right"	1.341	2.508	"recently_learned_faces"	82.357	81.208
83.211	"recently_learned_faces_false_combination"	0	"left"	1.355	2.507	"recently_learned_faces"	85.694	84.566
86.805	"famous_faces_baseline"	1	"right"	2.099	2.507	"famous_faces_baseline"	89.283	88.904
90.232	"famous_faces_baseline"	1	"right"	1.667	2.507	"famous_faces_baseline"	92.721	91.899
93.826	"famous_faces_false_combination"	1	"right"	1.614	2.507	"famous_faces"	96.31	95.44
97.102	"recently_learned_faces_false_combination"	1	"right"	1.36	2.525	"recently_learned_faces"	99.597	98.462
102.953	"recently_learned_faces_correct_combination"	1	"left"	2.089	2.508	"recently_learned_faces"	105.438	105.042
106.246	"famous_faces_correct_combination"	1	"left"	1.915	2.508	"famous_faces"	108.725	108.161
109.824	"recently_learned_faces_correct_combination"	1	"left"	1.378	2.507	"recently_learned_faces"	112.314	111.202
113.267	"recently_learned_faces_false_combination"	1	"right"	1.36	2.508	"recently_learned_faces"	115.752	114.627
116.861	"recently_learned_faces_correct_combination"	1	"left"	0.79	2.508	"recently_learned_faces"	119.341	117.651
120.389	"famous_faces_correct_combination"	1	"left"	1.312	2.507	"famous_faces"	122.879	121.701
123.682	"famous_faces_correct_combination"	1	"left"	1.249	2.507	"famous_faces"	126.166	124.931
127.276	"recently_learned_faces_correct_combination"	1	"left"	0.712	2.507	"recently_learned_faces"	129.755	127.988
130.803	"famous_faces_baseline"	1	"left"	1.383	2.508	"famous_faces_baseline"	133.294	132.186
134.197	"recently_learned_faces_baseline"	1	"right"	1.482	2.507	"recently_learned_faces_baseline"	136.681	135.679
137.64	"famous_faces_baseline"	0	"right"	1.035	2.508	"famous_faces_baseline"	140.119	138.675
141.318	"famous_faces_correct_combination"	1	"left"	0.823	2.507	"famous_faces"	143.808	142.141
144.711	"recently_learned_faces_correct_combination"	0	"right"	0.991	2.508	"recently_learned_faces"	147.196	145.702
150.345	"famous_faces_baseline"	1	"right"	1.218	2.507	"famous_faces_baseline"	152.837	151.563
153.738	"famous_faces_correct_combination"	0	"right"	1.844	2.508	"famous_faces"	156.225	155.582
157.282	"famous_faces_baseline"	1	"right"	1.596	2.508	"famous_faces_baseline"	159.763	158.878
160.86	"recently_learned_faces_correct_combination"	1	"left"	0.75	2.507	"recently_learned_faces"	163.352	161.61
164.404	"recently_learned_faces_baseline"	1	"left"	0.987	2.507	"recently_learned_faces_baseline"	166.89	165.391
