onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.789	1.788	Visual_Lure	1	left	0.736	12.577	11.525
13.38	1.788	Visual_Lure	1	left	0.78	15.168	14.16
15.82	1.789	Visual_Different	1	left	0.891	17.609	16.711
18.411	1.789	Visual_Same	1	right	0.8	20.2	19.211
20.685	1.788	Visual_Lure	1	left	0.925	22.473	21.61
28.241	1.788	Auditory_Same	1	right	1.105	30.029	29.346
30.932	1.789	Auditory_Same	1	right	1.355	32.721	32.287
33.322	1.789	Auditory_Lure	1	left	0.962	35.111	34.284
35.763	1.789	Auditory_Different	1	left	0.886	37.552	36.649
38.337	1.789	Auditory_Same	1	right	0.945	40.126	39.282
45.793	1.789	Visual_Same	1	right	0.732	47.582	46.525
48.384	1.789	Visual_Lure	1	left	0.647	50.173	49.031
50.825	1.788	Visual_Different	1	left	0.703	52.613	51.528
53.198	1.789	Visual_Lure	1	left	0.719	54.987	53.917
55.89	1.788	Visual_Lure	1	left	0.601	57.678	56.491
58.18	1.789	Visual_Different	1	left	0.539	59.969	58.719
60.771	1.789	Visual_Different	1	left	0.479	62.56	61.25
68.293	1.789	Auditory_Lure	1	left	1.023	70.082	69.316
70.834	1.789	Auditory_Same	1	right	0.832	72.623	71.666
73.426	1.771	Auditory_Lure	1	left	0.894	75.197	74.32
75.849	1.789	Auditory_Different	1	left	0.847	77.638	76.696
78.374	1.604	Auditory_Different	1	left	0.795	79.978	79.169
80.731	1.788	Auditory_Same	1	right	0.732	82.519	81.463
83.171	1.789	Auditory_Same	1	right	0.772	84.96	83.943
90.944	1.789	Visual_Lure	1	left	0.615	92.733	91.559
93.285	1.788	Visual_Lure	1	left	0.578	95.073	93.863
95.859	1.789	Visual_Same	1	right	0.633	97.648	96.492
98.199	1.789	Visual_Lure	1	left	0.557	99.988	98.756
100.841	1.788	Visual_Different	1	left	0.573	102.629	101.414
108.447	1.788	Auditory_Lure	1	left	0.749	110.235	109.196
110.871	1.788	Auditory_Different	1	left	0.76	112.659	111.631
113.311	1.789	Auditory_Lure	1	left	0.912	115.1	114.223
115.702	1.788	Auditory_Same	1	right	0.827	117.49	116.529
118.393	1.789	Auditory_Same	1	right	1.098	120.182	119.491
120.783	1.789	Auditory_Different	1	left	1.171	122.572	121.954
128.289	1.789	Visual_Different	1	left	0.573	130.078	128.862
130.93	1.789	Visual_Different	1	left	0.444	132.719	131.374
