"onset"	"trial_type"
11.394	"Contingent"
14.738	"Contingent"
18.432	"Contingent"
21.759	"Contingent"
28.696	"Contingent"
32.391	"Contingent"
35.717	"Contingent"
42.855	"Contingent"
58.786	"Contingent"
69.368	"Contingent"
72.912	"Contingent"
76.339	"Contingent"
83.276	"Contingent"
90.347	"Contingent"
93.691	"Contingent"
97.134	"Contingent"
102.935	"Contingent"
106.345	"Contingent"
123.847	"Contingent"
127.274	"Contingent"
130.718	"Contingent"
137.655	"Contingent"
141.35	"Contingent"
150.444	"Contingent"
157.381	"Contingent"
178.327	"Contingent"
185.147	"Contingent"
188.842	"Contingent"
197.752	"Contingent"
229.162	"Contingent"
232.756	"Contingent"
236.15	"Contingent"
239.777	"Contingent"
252.281	"Contingent"
262.696	"Contingent"
266.34	"Contingent"
273.278	"Contingent"
287.336	"Contingent"
303.267	"Contingent"
313.882	"Contingent"
320.669	"Contingent"
324.263	"Contingent"
327.657	"Contingent"
331.335	"Contingent"
343.839	"Contingent"
350.926	"Contingent"
354.253	"Contingent"
357.847	"Contingent"
361.241	"Contingent"
364.785	"Contingent"
368.161	"Contingent"
371.856	"Contingent"
382.136	"Contingent"
391.331	"Contingent"
398.418	"Contingent"
408.883	"Contingent"
415.77	"Contingent"
419.314	"Contingent"
435.412	"Contingent"
445.71	"Contingent"
452.748	"Contingent"
459.769	"Contingent"
477.171	"Contingent"
482.787	"Contingent"
486.432	"Contingent"
489.725	"Contingent"
507.277	"Contingent"
510.821	"Contingent"
514.148	"Contingent"
521.135	"Contingent"
524.679	"Contingent"
25.303	"NonContingent"
39.311	"NonContingent"
46.198	"NonContingent"
49.742	"NonContingent"
55.259	"NonContingent"
62.43	"NonContingent"
65.824	"NonContingent"
79.732	"NonContingent"
86.67	"NonContingent"
109.939	"NonContingent"
113.266	"NonContingent"
120.203	"NonContingent"
134.362	"NonContingent"
144.726	"NonContingent"
153.787	"NonContingent"
160.825	"NonContingent"
164.218	"NonContingent"
167.745	"NonContingent"
171.189	"NonContingent"
174.783	"NonContingent"
181.871	"NonContingent"
192.285	"NonContingent"
201.396	"NonContingent"
204.823	"NonContingent"
208.267	"NonContingent"
211.911	"NonContingent"
215.254	"NonContingent"
218.848	"NonContingent"
222.275	"NonContingent"
225.869	"NonContingent"
245.244	"NonContingent"
248.838	"NonContingent"
255.926	"NonContingent"
259.353	"NonContingent"
269.884	"NonContingent"
276.705	"NonContingent"
280.248	"NonContingent"
283.692	"NonContingent"
292.903	"NonContingent"
296.23	"NonContingent"
299.924	"NonContingent"
306.811	"NonContingent"
310.255	"NonContingent"
317.326	"NonContingent"
334.728	"NonContingent"
340.244	"NonContingent"
347.383	"NonContingent"
375.249	"NonContingent"
378.843	"NonContingent"
387.803	"NonContingent"
394.724	"NonContingent"
401.862	"NonContingent"
405.239	"NonContingent"
412.176	"NonContingent"
422.741	"NonContingent"
426.135	"NonContingent"
429.829	"NonContingent"
438.789	"NonContingent"
442.433	"NonContingent"
449.354	"NonContingent"
456.191	"NonContingent"
463.313	"NonContingent"
466.856	"NonContingent"
470.25	"NonContingent"
473.844	"NonContingent"
493.369	"NonContingent"
496.813	"NonContingent"
500.39	"NonContingent"
503.733	"NonContingent"
530.296	"NonContingent"
