"onset"	"trial_type"	"button"	"response_time"	"duration"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.224	"Contingent"	NA	NA	0.435	10.641	NA
11.394	"Contingent"	"right"	1.459	2.809	14.182	12.853
14.738	"Contingent"	"left"	2.051	2.808	17.521	16.789
18.432	"Contingent"	"right"	1.712	2.792	21.212	20.144
21.759	"Contingent"	"left"	2.169	2.808	24.551	23.928
25.303	"NonContingent"	"right"	1.49	2.808	28.092	26.793
28.696	"Contingent"	"left"	1.296	2.809	31.482	29.992
32.391	"Contingent"	"right"	1.978	2.808	35.173	34.369
35.717	"Contingent"	"right"	1.273	2.809	38.512	36.99
39.311	"NonContingent"	"left"	2.096	2.809	42.103	41.407
42.855	"Contingent"	"left"	1.34	2.809	45.643	44.195
46.198	"NonContingent"	"left"	2.361	2.809	48.982	48.559
49.742	"NonContingent"	"right"	1.863	2.792	52.523	51.605
55.259	"NonContingent"	"right"	1.761	2.792	58.039	57.02
58.786	"Contingent"	"left"	1.945	2.809	61.579	60.731
62.43	"NonContingent"	"right"	2.156	2.809	65.22	64.586
65.824	"NonContingent"	"left"	1.804	2.808	68.61	67.628
69.368	"Contingent"	"right"	2.435	2.808	72.151	71.803
72.912	"Contingent"	"left"	1.031	2.791	75.691	73.943
76.339	"Contingent"	"left"	0.942	2.808	79.131	77.281
79.732	"NonContingent"	"right"	2.104	2.809	82.52	81.836
83.276	"Contingent"	"right"	2.209	2.808	86.061	85.485
86.67	"NonContingent"	"right"	1.997	2.808	89.451	88.667
90.347	"Contingent"	"left"	2.615	2.809	93.142	92.962
93.691	"Contingent"	"left"	1.109	2.808	96.481	94.8
97.134	"Contingent"	"right"	1.124	2.809	99.921	98.258
102.935	"Contingent"	"right"	1.443	2.624	105.538	104.378
106.345	"Contingent"	"left"	0.954	2.808	109.129	107.299
109.939	"NonContingent"	"left"	2.217	2.792	112.72	112.156
113.266	"NonContingent"	"right"	2.192	2.808	116.059	115.458
116.86	"NonContingent"	NA	NA	2.808	119.65	NA
120.203	"NonContingent"	"left"	2.484	2.809	122.989	122.687
123.847	"Contingent"	"left"	0.963	2.809	126.63	124.81
127.274	"Contingent"	"right"	1.142	2.809	130.07	128.416
130.718	"Contingent"	"left"	1.014	2.808	133.51	131.732
134.362	"NonContingent"	"right"	1.82	2.809	137.151	136.182
137.655	"Contingent"	"right"	2.435	2.809	140.44	140.09
141.35	"Contingent"	"right"	1.634	2.791	144.131	142.984
144.726	"NonContingent"	"right"	1.607	2.809	147.521	146.333
150.444	"Contingent"	"left"	0.887	2.808	153.238	151.331
153.787	"NonContingent"	"right"	2.037	2.808	156.577	155.824
157.381	"Contingent"	"right"	1.536	2.808	160.168	158.917
160.825	"NonContingent"	"left"	1.718	2.808	163.608	162.543
164.218	"NonContingent"	"right"	1.873	2.792	166.998	166.091
167.745	"NonContingent"	"left"	2.069	2.809	170.538	169.814
171.189	"NonContingent"	"right"	2.185	2.808	173.978	173.374
174.783	"NonContingent"	"right"	2.094	2.808	177.569	176.877
178.327	"Contingent"	"left"	0.935	2.808	181.11	179.262
181.871	"NonContingent"	"right"	1.897	2.792	184.65	183.768
185.147	"Contingent"	"left"	0.937	2.809	187.939	186.084
188.842	"Contingent"	"right"	1.614	2.808	191.63	190.456
192.285	"NonContingent"	"left"	1.802	2.809	195.07	194.087
197.752	"Contingent"	"right"	0.993	2.808	200.536	198.745
201.396	"NonContingent"	"right"	1.741	2.792	204.177	203.137
204.823	"NonContingent"	"right"	2.29	2.808	207.617	207.113
208.267	"NonContingent"	"left"	2.536	2.808	211.057	210.803
211.911	"NonContingent"	"right"	1.272	2.808	214.698	213.183
215.254	"NonContingent"	"left"	2.1	2.808	218.037	217.354
218.848	"NonContingent"	"right"	2.158	2.792	221.628	221.006
222.275	"NonContingent"	"right"	2.228	2.808	225.068	224.503
225.869	"NonContingent"	"right"	2.206	2.809	228.659	228.075
229.162	"Contingent"	"right"	1.993	2.809	231.948	231.155
232.756	"Contingent"	"left"	1.015	2.809	235.539	233.771
236.15	"Contingent"	"left"	1.013	2.792	238.929	237.163
239.777	"Contingent"	"right"	1.157	2.809	242.57	240.934
245.244	"NonContingent"	"right"	1.887	2.808	248.036	247.131
248.838	"NonContingent"	"right"	1.248	2.808	251.627	250.086
252.281	"Contingent"	"right"	1.39	2.809	255.067	253.671
255.926	"NonContingent"	"left"	1.866	2.808	258.708	257.792
259.353	"NonContingent"	"right"	2.011	2.808	262.148	261.364
262.696	"Contingent"	"right"	1.84	2.808	265.487	264.536
266.34	"Contingent"	"right"	1.02	2.809	269.128	267.36
269.884	"NonContingent"	"right"	2.325	2.809	272.668	272.209
