onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.9	1.789	Visual_Lure	1	left	1.074	12.689	11.974
13.424	1.789	Visual_Different	1	left	0.82	15.213	14.244
15.714	1.789	Visual_Same	0	NA	NA	17.503	NA
18.305	1.789	Visual_Different	1	left	0.875	20.094	19.18
20.746	1.789	Visual_Different	1	left	1.17	22.535	21.916
23.287	1.789	Visual_Same	1	right	1.313	25.076	24.6
25.661	1.788	Visual_Same	1	right	0.594	27.449	26.255
33.35	1.789	Auditory_Same	1	right	1.573	35.139	34.923
35.925	1.788	Auditory_Lure	0	right	1.423	37.713	37.348
38.215	1.789	Auditory_Same	1	right	1.033	40.004	39.248
40.756	1.789	Auditory_Different	1	left	0.837	42.545	41.593
43.347	1.789	Auditory_Different	1	left	0.882	45.136	44.229
45.888	1.789	Auditory_Lure	0	right	0.922	47.677	46.81
53.293	1.789	Visual_Lure	1	left	0.755	55.082	54.048
55.884	1.789	Visual_Lure	1	left	0.978	57.673	56.862
58.425	1.789	Visual_Same	1	right	0.738	60.214	59.163
60.749	1.789	Visual_Different	1	left	1.045	62.538	61.794
63.39	1.789	Visual_Different	1	left	1.084	65.179	64.474
65.68	1.789	Visual_Lure	0	right	0.954	67.469	66.634
73.286	1.789	Auditory_Lure	1	left	1.533	75.075	74.819
75.877	1.789	Auditory_Lure	1	left	0.994	77.666	76.871
78.318	1.789	Auditory_Different	1	left	0.999	80.107	79.317
80.709	1.788	Auditory_Same	1	right	0.837	82.497	81.546
83.383	1.789	Auditory_Lure	1	left	0.901	85.172	84.284
90.839	1.789	Visual_Same	1	right	0.986	92.628	91.825
93.38	1.789	Visual_Lure	1	left	0.723	95.169	94.103
95.921	1.788	Visual_Different	1	left	0.651	97.709	96.572
98.361	1.789	Visual_Lure	1	left	1.266	100.15	99.627
100.785	1.789	Visual_Lure	1	left	0.733	102.574	101.518
103.176	1.788	Visual_Different	1	left	0.662	104.964	103.838
105.717	1.788	Visual_Different	1	left	0.624	107.505	106.341
113.339	1.789	Auditory_Lure	1	left	1.621	115.128	114.96
115.88	1.789	Auditory_Lure	1	left	1.118	117.669	116.998
118.271	1.789	Auditory_Same	1	right	0.988	120.06	119.259
120.695	1.788	Auditory_Different	1	left	0.814	122.483	121.509
123.236	1.788	Auditory_Different	1	left	1.102	125.024	124.338
125.676	1.789	Auditory_Lure	1	left	1.021	127.465	126.697
133.45	1.772	Visual_Lure	1	left	0.708	135.222	134.158
135.873	1.789	Visual_Different	1	left	0.732	137.662	136.605
138.214	1.788	Visual_Lure	0	right	1.101	140.002	139.315
140.755	1.788	Visual_Same	1	right	0.78	142.543	141.535
143.296	1.788	Visual_Same	1	right	0.804	145.084	144.1
145.82	1.789	Visual_Different	1	left	0.713	147.609	146.533
153.443	1.788	Auditory_Same	1	right	0.979	155.231	154.422
155.883	1.789	Auditory_Same	1	right	0.891	157.672	156.774
158.324	1.772	Auditory_Lure	1	left	1.08	160.096	159.404
160.898	1.789	Auditory_Different	0	NA	NA	162.687	NA
163.239	1.788	Auditory_Same	1	right	0.986	165.027	164.225
170.744	1.789	Visual_Different	1	left	0.63	172.533	171.374
173.269	1.788	Visual_Different	1	left	0.651	175.057	173.92
175.809	1.789	Visual_Lure	1	left	0.874	177.598	176.683
178.401	1.788	Visual_Same	1	right	0.606	180.189	179.007
180.791	1.789	Visual_Same	1	right	0.581	182.58	181.372
183.332	1.789	Visual_Different	1	left	0.752	185.121	184.084
190.888	1.789	Auditory_Different	1	left	0.891	192.677	191.779
193.228	1.789	Auditory_Lure	0	right	0.916	195.017	194.144
195.819	1.789	Auditory_Different	1	left	1.037	197.608	196.856
198.36	1.789	Auditory_Same	1	right	1.125	200.149	199.485
200.684	1.788	Auditory_Same	1	right	0.797	202.472	201.481
203.375	1.789	Auditory_Lure	1	left	0.898	205.164	204.273
205.766	1.788	Auditory_Lure	1	left	1.009	207.554	206.775
213.439	1.788	Visual_Different	0	right	0.662	215.227	214.101
215.779	1.789	Visual_Different	1	left	0.731	217.568	216.51
218.219	1.789	Visual_Same	1	right	0.663	220.008	218.882
220.894	1.789	Visual_Lure	1	left	0.855	222.683	221.749
223.285	1.788	Visual_Different	1	left	0.763	225.073	224.048
230.79	1.789	Auditory_Lure	1	left	0.741	232.579	231.531
233.432	1.788	Auditory_Different	1	left	1.455	235.22	234.887
235.855	1.789	Auditory_Lure	1	left	1.298	237.644	237.153
238.196	1.788	Auditory_Same	1	right	0.997	239.984	239.193
240.737	1.788	Auditory_Same	1	right	0.882	242.525	241.619
243.278	1.788	Auditory_Different	1	left	0.778	245.066	244.056
250.884	1.788	Visual_Same	1	right	0.66	252.672	251.544
253.224	1.789	Visual_Lure	1	left	0.83	255.013	254.054
255.765	1.789	Visual_Same	0	left	1.156	257.554	256.921
258.306	1.789	Visual_Different	1	left	1.056	260.095	259.362
260.73	1.788	Visual_Different	1	left	0.669	262.518	261.399
263.321	1.789	Visual_Lure	1	left	0.901	265.11	264.222
270.894	1.788	Auditory_Different	1	left	0.863	272.682	271.757
273.418	1.788	Auditory_Different	1	left	1.303	275.206	274.721
275.758	1.789	Auditory_Lure	1	left	1.17	277.547	276.928
278.199	1.788	Auditory_Different	1	left	1.045	279.987	279.244
280.79	1.788	Auditory_Same	1	right	0.87	282.578	281.66
288.245	1.789	Visual_Different	1	left	0.881	290.034	289.126
290.92	1.789	Visual_Same	1	right	0.983	292.709	291.903
293.31	1.789	Visual_Lure	1	left	0.835	295.099	294.145
295.751	1.789	Visual_Same	1	right	0.814	297.54	296.565
298.342	1.789	Visual_Same	1	right	0.569	300.131	298.911
300.866	1.789	Visual_Lure	1	left	0.875	302.655	301.741
303.157	1.788	Visual_Lure	1	left	1.487	304.945	304.644
310.93	1.788	Auditory_Same	1	right	1.004	312.718	311.934
313.27	1.789	Auditory_Same	1	right	0.891	315.059	314.161
315.861	1.789	Auditory_Different	1	left	1.152	317.65	317.013
318.302	1.788	Auditory_Lure	0	right	0.758	320.09	319.06
320.692	1.789	Auditory_Lure	1	left	0.999	322.481	321.691
323.267	1.788	Auditory_Same	1	right	0.935	325.055	324.202
330.789	1.789	Visual_Lure	1	left	0.687	332.578	331.476
333.23	1.788	Visual_Lure	1	left	0.761	335.018	333.991
335.904	1.789	Visual_Different	1	left	1.666	337.693	337.57
338.345	1.789	Visual_Same	1	right	0.699	340.134	339.044
340.786	1.788	Visual_Lure	1	left	0.864	342.574	341.65
348.241	1.789	Auditory_Lure	1	left	1.189	350.03	349.43
350.765	1.789	Auditory_Lure	0	right	0.734	352.554	351.499
353.407	1.788	Auditory_Same	1	right	1.171	355.195	354.578
355.847	1.789	Auditory_Lure	0	right	0.834	357.636	356.681
358.238	1.788	Auditory_Different	1	left	1.13	360.026	359.368
365.894	1.789	Visual_Different	1	left	0.697	367.683	366.591
368.418	1.789	Visual_Same	1	right	1.011	370.207	369.429
370.809	1.788	Visual_Different	1	left	0.743	372.597	371.552
373.249	1.789	Visual_Lure	1	left	1.044	375.038	374.293
375.69	1.789	Visual_Lure	1	left	0.658	377.479	376.348
378.331	1.772	Visual_Same	0	left	0.505	380.103	378.836
385.937	1.789	Auditory_Lure	1	left	1.146	387.726	387.083
388.378	1.788	Auditory_Same	1	right	0.924	390.166	389.302
390.718	1.772	Auditory_Lure	1	left	0.91	392.49	391.628
393.292	1.789	Auditory_Different	1	left	1.157	395.081	394.449
395.683	1.789	Auditory_Different	1	left	1.496	397.472	397.179
398.324	1.789	Auditory_Same	1	right	0.884	400.113	399.208
400.715	1.788	Auditory_Same	1	right	0.905	402.503	401.62
408.438	1.788	Visual_Lure	1	left	0.715	410.226	409.153
410.728	1.789	Visual_Same	1	right	0.807	412.517	411.535
413.252	1.789	Visual_Lure	1	left	0.672	415.041	413.924
415.793	1.789	Visual_Different	1	left	0.763	417.582	416.556
418.234	1.788	Visual_Different	1	left	0.805	420.022	419.039
420.774	1.789	Visual_Same	1	right	0.792	422.563	421.566
423.315	1.789	Visual_Same	1	right	0.66	425.104	423.975
430.838	1.789	Auditory_Lure	1	left	0.868	432.627	431.706
433.429	1.789	Auditory_Different	1	left	1.017	435.218	434.446
435.853	1.789	Auditory_Same	1	right	0.914	437.642	436.767
438.394	1.788	Auditory_Different	1	left	0.918	440.182	439.312
440.684	1.789	Auditory_Different	1	left	1.052	442.473	441.736
443.275	1.789	Auditory_Same	1	right	0.896	445.064	444.171
445.716	1.788	Auditory_Same	1	right	0.917	447.504	446.633
453.238	1.789	Visual_Lure	1	left	0.771	455.027	454.009
455.929	1.772	Visual_Lure	1	left	0.853	457.701	456.782
458.253	1.789	Visual_Same	1	right	1.221	460.042	459.474
460.694	1.788	Visual_Lure	1	left	0.895	462.482	461.589
463.385	1.789	Visual_Different	1	left	0.792	465.174	464.177
470.941	1.789	Auditory_Same	1	right	0.853	472.73	471.794
473.214	1.789	Auditory_Same	1	right	1.218	475.003	474.432
475.755	1.789	Auditory_Different	1	left	0.664	477.544	476.419
478.296	1.789	Auditory_Same	1	right	0.933	480.085	479.229
480.837	1.789	Auditory_Lure	1	left	1.09	482.626	481.927
