onset	duration	trial_type	accuracy	button	response_time	time_to_offset_alternative_onset	time_to_RT_alternative_onset_or_duration
10.888	1.788	Visual_Lure	0	NA	NA	12.676	NA
13.228	1.789	Visual_Lure	0	NA	NA	15.017	NA
15.919	1.789	Visual_Same	0	NA	NA	17.708	NA
18.31	1.788	Visual_Different	0	NA	NA	20.098	NA
20.75	1.772	Visual_Different	1	left	0.893	22.522	21.643
23.325	1.788	Visual_Lure	1	left	1.617	25.113	24.942
30.797	1.789	Auditory_Different	1	left	1.775	32.586	32.572
33.338	1.788	Auditory_Different	0	NA	NA	35.126	NA
35.912	1.789	Auditory_Lure	0	NA	NA	37.701	NA
38.202	1.789	Auditory_Same	1	right	0.207	39.991	38.409
40.844	1.788	Auditory_Same	1	right	0.937	42.632	41.781
43.184	1.788	Auditory_Different	0	NA	NA	44.972	NA
50.74	1.788	Visual_Different	1	left	1.374	52.528	52.114
53.331	1.788	Visual_Same	1	right	1.248	55.119	54.579
55.771	1.789	Visual_Lure	1	left	1.253	57.56	57.024
58.413	1.771	Visual_Same	1	right	1.119	60.184	59.532
60.836	1.789	Visual_Same	1	right	1.275	62.625	62.111
63.227	1.788	Visual_Lure	1	left	1.135	65.015	64.362
65.868	1.789	Visual_Lure	0	NA	NA	67.657	NA
73.441	1.788	Auditory_Same	1	right	1.442	75.229	74.883
75.781	1.789	Auditory_Lure	1	left	1.564	77.57	77.345
78.322	1.788	Auditory_Different	1	left	1.752	80.11	80.074
80.863	1.772	Auditory_Lure	1	left	1.721	82.635	82.584
83.387	1.789	Auditory_Lure	0	NA	NA	85.176	NA
85.777	1.789	Auditory_Different	1	left	1.232	87.566	87.009
88.168	1.788	Auditory_Different	1	left	1.389	89.956	89.557
95.841	1.788	Visual_Same	0	NA	NA	97.629	NA
98.231	1.789	Visual_Lure	0	NA	NA	100.02	NA
100.872	1.789	Visual_Different	0	right	1.332	102.661	102.204
103.296	1.789	Visual_Lure	0	right	1.747	105.085	105.043
105.887	1.789	Visual_Lure	0	NA	NA	107.676	NA
108.177	1.789	Visual_Different	0	NA	NA	109.966	NA
110.718	1.789	Visual_Different	0	NA	NA	112.507	NA
118.391	1.789	Auditory_Different	0	NA	NA	120.18	NA
120.965	1.605	Auditory_Different	0	NA	NA	122.57	NA
123.373	1.772	Auditory_Lure	0	NA	NA	125.145	NA
125.797	1.788	Auditory_Different	1	left	1.453	127.585	127.25
128.388	1.788	Auditory_Same	1	right	1.515	130.176	129.903
135.943	1.789	Visual_Different	1	left	1.302	137.732	137.245
138.234	1.788	Visual_Same	1	right	1.41	140.022	139.644
140.758	1.788	Visual_Different	0	NA	NA	142.546	NA
143.299	1.788	Visual_Lure	0	NA	NA	145.087	NA
145.84	1.788	Visual_Lure	0	right	1.209	147.628	147.049
148.38	1.789	Visual_Same	1	right	1.099	150.169	149.479
155.736	1.788	Auditory_Different	1	left	1.65	157.524	157.386
158.277	1.788	Auditory_Lure	0	right	1.145	160.065	159.422
160.918	1.788	Auditory_Different	1	left	1.069	162.706	161.987
163.208	1.772	Auditory_Same	0	NA	NA	164.98	NA
165.782	1.789	Auditory_Same	1	right	1.453	167.571	167.235
168.223	1.789	Auditory_Lure	0	right	0.895	170.012	169.118
170.814	1.789	Auditory_Lure	1	left	1.274	172.603	172.088
178.236	1.789	Visual_Same	0	left	1.32	180.025	179.556
180.877	1.789	Visual_Same	0	NA	NA	182.666	NA
183.318	1.788	Visual_Different	0	NA	NA	185.106	NA
185.742	1.788	Visual_Same	0	NA	NA	187.53	NA
188.283	1.788	Visual_Lure	0	NA	NA	190.071	NA
195.838	1.789	Auditory_Different	1	left	1.698	197.627	197.536
198.379	1.789	Auditory_Same	1	right	1.652	200.168	200.031
200.72	1.788	Auditory_Different	1	left	1.504	202.508	202.224
203.394	1.789	Auditory_Lure	0	NA	NA	205.183	NA
205.735	1.788	Auditory_Lure	0	NA	NA	207.523	NA
208.326	1.788	Auditory_Same	1	right	1.429	210.114	209.755
215.932	1.788	Visual_Different	1	left	1.212	217.72	217.144
218.372	1.789	Visual_Different	0	NA	NA	220.161	NA
220.763	1.788	Visual_Same	1	right	0.089	222.551	220.852
223.203	1.789	Visual_Lure	0	right	0.658	224.992	223.861
225.828	1.788	Visual_Different	1	left	1.555	227.616	227.383
233.233	1.789	Auditory_Lure	1	left	1.628	235.022	234.861
235.774	1.789	Auditory_Lure	1	left	1.513	237.563	237.287
238.315	1.789	Auditory_Different	1	left	1.731	240.104	240.046
240.906	1.789	Auditory_Same	0	NA	NA	242.695	NA
243.179	1.789	Auditory_Lure	1	left	1.229	244.968	244.408
250.785	1.789	Visual_Same	1	right	1.713	252.574	252.498
253.226	1.789	Visual_Different	0	NA	NA	255.015	NA
255.817	1.789	Visual_Same	1	right	1.238	257.606	257.055
258.391	1.789	Visual_Lure	0	NA	NA	260.18	NA
260.832	1.789	Visual_Lure	1	left	1.589	262.621	262.421
263.373	1.789	Visual_Different	0	NA	NA	265.162	NA
265.713	1.789	Visual_Different	0	NA	NA	267.502	NA
273.436	1.789	Auditory_Lure	1	left	1.664	275.225	275.1
275.877	1.788	Auditory_Lure	1	left	1.4	277.665	277.277
278.317	1.789	Auditory_Same	1	right	1.217	280.106	279.534
280.741	1.789	Auditory_Different	0	NA	NA	282.53	NA
283.382	1.789	Auditory_Different	0	NA	NA	285.171	NA
285.773	1.789	Auditory_Lure	0	NA	NA	287.562	NA
293.329	1.788	Visual_Different	1	left	1.343	295.117	294.672
295.719	1.789	Visual_Lure	0	NA	NA	297.508	NA
298.26	1.789	Visual_Different	0	NA	NA	300.049	NA
300.901	1.789	Visual_Same	1	right	1.401	302.69	302.302
303.292	1.788	Visual_Same	1	right	1.343	305.08	304.635
305.665	1.789	Visual_Lure	1	left	1.564	307.454	307.229
308.307	1.788	Visual_Lure	0	NA	NA	310.095	NA
315.779	1.789	Auditory_Lure	1	left	1.548	317.568	317.327
318.22	1.788	Auditory_Different	0	NA	NA	320.008	NA
320.861	1.788	Auditory_Same	0	left	1.459	322.649	322.32
323.301	1.789	Auditory_Different	1	left	1.73	325.09	325.031
325.826	1.788	Auditory_Different	0	NA	NA	327.614	NA
328.366	1.789	Auditory_Same	0	left	1.091	330.155	329.457
330.707	1.788	Auditory_Same	0	left	1.545	332.495	332.252
338.279	1.789	Visual_Same	0	left	1.682	340.068	339.961
340.82	1.789	Visual_Same	0	NA	NA	342.609	NA
343.411	1.789	Visual_Lure	0	NA	NA	345.2	NA
345.852	1.788	Visual_Different	0	NA	NA	347.64	NA
348.175	1.789	Visual_Same	0	left	0.397	349.964	348.572
355.731	1.789	Auditory_Different	0	NA	NA	357.52	NA
358.372	1.789	Auditory_Same	0	left	0.285	360.161	358.657
360.713	1.788	Auditory_Lure	0	right	1.376	362.501	362.089
363.237	1.789	Auditory_Same	1	right	1.016	365.026	364.253
365.878	1.789	Auditory_Same	1	right	0.949	367.667	366.827
368.269	1.788	Auditory_Lure	0	right	1.164	370.057	369.433
370.709	1.789	Auditory_Lure	1	left	1.547	372.498	372.256
378.332	1.789	Visual_Different	1	left	1.35	380.121	379.682
380.873	1.788	Visual_Different	1	left	1.593	382.661	382.466
383.414	1.788	Visual_Lure	0	NA	NA	385.202	NA
385.737	1.789	Visual_Same	0	NA	NA	387.526	NA
388.178	1.789	Visual_Same	1	right	1.446	389.967	389.624
390.819	1.789	Visual_Different	0	NA	NA	392.608	NA
398.425	1.789	Auditory_Lure	0	NA	NA	400.214	NA
400.815	1.789	Auditory_Lure	0	NA	NA	402.604	NA
403.356	1.789	Auditory_Same	0	left	0.78	405.145	404.136
405.697	1.788	Auditory_Lure	1	left	1.363	407.485	407.06
408.338	1.789	Auditory_Different	0	NA	NA	410.127	NA
415.927	1.789	Visual_Same	0	left	1.722	417.716	417.649
418.217	1.789	Visual_Same	0	NA	NA	420.006	NA
420.758	1.789	Visual_Different	0	NA	NA	422.547	NA
423.299	1.789	Visual_Lure	1	left	0.805	425.088	424.104
425.673	1.788	Visual_Lure	0	NA	NA	427.461	NA
428.214	1.788	Visual_Same	0	left	1.682	430.002	429.896
435.786	1.789	Auditory_Same	0	NA	NA	437.575	NA
438.31	1.789	Auditory_Different	0	right	1.658	440.099	439.968
440.902	1.788	Auditory_Same	1	right	0.948	442.69	441.85
443.192	1.788	Auditory_Lure	0	right	0.806	444.98	443.998
445.833	1.789	Auditory_Lure	0	right	0.607	447.622	446.44
448.374	1.788	Auditory_Different	0	right	0.677	450.162	449.051
450.697	1.789	Auditory_Different	0	right	0.815	452.486	451.512
458.387	1.789	Visual_Different	1	left	1.307	460.176	459.694
460.911	1.789	Visual_Different	0	NA	NA	462.7	NA
463.302	1.788	Visual_Lure	0	NA	NA	465.09	NA
465.893	1.788	Visual_Different	0	NA	NA	467.681	NA
468.283	1.789	Visual_Same	1	right	1.366	470.072	469.649
475.839	1.772	Auditory_Lure	0	NA	NA	477.611	NA
478.213	1.788	Auditory_Same	0	left	0.013	480.001	478.226
480.854	1.788	Auditory_Lure	0	NA	NA	482.642	NA
483.244	1.789	Auditory_Different	0	NA	NA	485.033	NA
485.885	1.789	Auditory_Different	1	left	1.748	487.674	487.633
488.259	1.789	Auditory_Same	0	NA	NA	490.048	NA
490.65	1.788	Auditory_Same	1	right	1.328	492.438	491.978
498.373	1.788	Visual_Lure	1	left	1.623	500.161	499.996
500.763	1.789	Visual_Lure	1	left	1.604	502.552	502.367
503.204	1.788	Visual_Same	0	NA	NA	504.992	NA
505.845	1.789	Visual_Lure	1	left	1.575	507.634	507.42
508.286	1.772	Visual_Different	0	NA	NA	510.058	NA
515.774	1.789	Auditory_Same	1	right	1.427	517.563	517.201
518.215	1.789	Auditory_Lure	0	right	0.946	520.004	519.161
520.906	1.789	Auditory_Same	1	right	0.972	522.695	521.878
523.297	1.789	Auditory_Different	0	NA	NA	525.086	NA
525.821	1.789	Auditory_Different	0	NA	NA	527.61	NA
528.212	1.788	Auditory_Lure	0	right	0.727	530	528.939
535.734	1.789	Visual_Lure	1	left	1.688	537.523	537.422
538.258	1.789	Visual_Same	0	NA	NA	540.047	NA
540.899	1.789	Visual_Lure	1	left	1.607	542.688	542.506
543.189	1.789	Visual_Different	0	NA	NA	544.978	NA
545.781	1.788	Visual_Different	0	NA	NA	547.569	NA
548.372	1.788	Visual_Same	1	right	1.493	550.16	549.865
550.795	1.789	Visual_Same	1	right	1.418	552.584	552.213
558.435	1.789	Auditory_Lure	1	left	1.609	560.224	560.044
560.859	1.788	Auditory_Different	0	NA	NA	562.647	NA
563.299	1.789	Auditory_Lure	0	NA	NA	565.088	NA
565.69	1.788	Auditory_Same	1	right	1.713	567.478	567.403
568.331	1.789	Auditory_Same	1	right	0.931	570.12	569.262
570.705	1.788	Auditory_Different	0	NA	NA	572.493	NA
578.277	1.789	Visual_Same	0	NA	NA	580.066	NA
580.718	1.789	Visual_Lure	1	left	1.235	582.507	581.953
583.393	1.788	Visual_Same	0	NA	NA	585.181	NA
585.783	1.789	Visual_Different	0	NA	NA	587.572	NA
588.224	1.788	Visual_Different	0	right	1.722	590.012	589.946
590.815	1.788	Visual_Lure	0	NA	NA	592.603	NA
598.32	1.789	Auditory_Same	1	right	1.492	600.109	599.812
600.711	1.788	Auditory_Same	1	right	1.717	602.499	602.428
603.402	1.789	Auditory_Different	0	NA	NA	605.191	NA
605.742	1.789	Auditory_Lure	0	right	1.156	607.531	606.898
608.283	1.789	Auditory_Lure	0	right	1.507	610.072	609.79
610.657	1.789	Auditory_Same	1	right	1.523	612.446	612.18
618.23	1.788	Visual_Lure	0	NA	NA	620.018	NA
620.921	1.772	Visual_Lure	1	left	1.62	622.693	622.541
623.345	1.788	Visual_Different	0	NA	NA	625.133	NA
625.735	1.789	Visual_Same	1	right	1.713	627.524	627.448
628.276	1.789	Visual_Lure	1	left	1.734	630.065	630.01
635.932	1.789	Auditory_Different	0	NA	NA	637.721	NA
638.356	1.789	Auditory_Different	0	NA	NA	640.145	NA
640.747	1.788	Auditory_Same	0	NA	NA	642.535	NA
643.288	1.788	Auditory_Lure	0	NA	NA	645.076	NA
645.678	1.789	Auditory_Different	1	left	1.174	647.467	646.852
653.368	1.788	Visual_Lure	1	left	1.48	655.156	654.848
655.708	1.789	Visual_Different	0	NA	NA	657.497	NA
658.399	1.789	Visual_Lure	0	NA	NA	660.188	NA
660.739	1.789	Visual_Same	0	NA	NA	662.528	NA
663.28	1.789	Visual_Same	0	NA	NA	665.069	NA
665.654	1.789	Visual_Different	0	NA	NA	667.443	NA
673.427	1.789	Auditory_Same	0	NA	NA	675.216	NA
675.868	1.789	Auditory_Same	0	NA	NA	677.657	NA
678.242	1.788	Auditory_Lure	0	NA	NA	680.03	NA
680.833	1.788	Auditory_Different	0	NA	NA	682.621	NA
683.273	1.789	Auditory_Same	1	right	0.821	685.062	684.094
690.879	1.789	Visual_Lure	1	left	1.383	692.668	692.262
693.303	1.789	Visual_Different	1	left	1.408	695.092	694.711
695.744	1.788	Visual_Same	1	right	1.102	697.532	696.846
698.385	1.789	Visual_Different	0	right	1.766	700.174	700.151
700.725	1.789	Visual_Different	0	NA	NA	702.514	NA
703.316	1.789	Visual_Same	1	right	1.394	705.105	704.71
705.84	1.789	Visual_Same	0	NA	NA	707.629	NA
713.229	1.789	Auditory_Same	1	right	1.449	715.018	714.678
715.904	1.788	Auditory_Same	1	right	1.039	717.692	716.943
718.194	1.789	Auditory_Different	1	left	1.128	719.983	719.322
720.835	1.789	Auditory_Same	1	right	1.066	722.624	721.901
723.276	1.788	Auditory_Lure	0	right	0.614	725.064	723.89
