"onset"	"trial_type"	"accuracy"	"button"	"response_time"	"duration"	"trial_type_less_granular"	"time_to_offset_alternative_onset"	"time_to_RT_alternative_onset_or_duration"
10.37	"recently_learned_faces_baseline"	0	NA	NA	0.016	"recently_learned_faces_baseline"	10.37	NA
11.289	"recently_learned_faces_baseline"	1	"right"	2.309	2.507	"recently_learned_faces_baseline"	13.778	13.598
14.883	"famous_faces_baseline"	0	"right"	2.253	2.508	"famous_faces_baseline"	17.367	17.136
18.41	"famous_faces_baseline"	1	"right"	1.267	2.524	"famous_faces_baseline"	20.905	19.677
21.703	"famous_faces_false_combination"	1	"right"	2.313	2.508	"famous_faces"	24.192	24.016
25.348	"famous_faces_correct_combination"	1	"left"	1.016	2.507	"famous_faces"	27.831	26.364
28.674	"recently_learned_faces_false_combination"	1	"right"	1.066	2.525	"recently_learned_faces"	31.168	29.74
32.268	"recently_learned_faces_false_combination"	1	"right"	1.257	2.508	"recently_learned_faces"	34.757	33.525
35.712	"famous_faces_false_combination"	1	"right"	1.16	2.508	"famous_faces"	38.195	36.872
39.34	"famous_faces_baseline"	0	"right"	1.924	2.524	"famous_faces_baseline"	41.834	41.264
42.733	"recently_learned_faces_baseline"	0	"right"	1.318	2.508	"recently_learned_faces_baseline"	45.222	44.051
46.327	"famous_faces_false_combination"	1	"right"	2.066	2.508	"famous_faces"	48.811	48.393
49.771	"famous_faces_baseline"	1	"right"	2.345	2.507	"famous_faces_baseline"	52.249	52.116
55.404	"famous_faces_baseline"	1	"right"	1.744	2.508	"famous_faces_baseline"	57.889	57.148
58.798	"recently_learned_faces_correct_combination"	0	NA	NA	2.507	"recently_learned_faces"	61.276	NA
62.225	"recently_learned_faces_false_combination"	1	"right"	2.106	2.507	"recently_learned_faces"	64.714	64.331
65.819	"famous_faces_correct_combination"	1	"left"	1.332	2.507	"famous_faces"	68.303	67.151
69.413	"famous_faces_false_combination"	1	"right"	0.907	2.507	"famous_faces"	71.892	70.32
72.84	"recently_learned_faces_false_combination"	1	"right"	1.275	2.507	"recently_learned_faces"	75.33	74.115
76.233	"famous_faces_false_combination"	1	"right"	1.052	2.508	"famous_faces"	78.717	77.285
79.66	"recently_learned_faces_false_combination"	1	"right"	1.227	2.525	"recently_learned_faces"	82.155	80.887
83.254	"recently_learned_faces_false_combination"	1	"right"	1.108	2.508	"recently_learned_faces"	85.744	84.362
86.849	"famous_faces_baseline"	1	"right"	1.14	2.507	"famous_faces_baseline"	89.333	87.989
90.292	"famous_faces_baseline"	1	"right"	1.331	2.508	"famous_faces_baseline"	92.771	91.623
93.619	"famous_faces_false_combination"	1	"right"	1.14	2.507	"famous_faces"	96.108	94.759
97.313	"recently_learned_faces_false_combination"	1	"right"	1.179	2.508	"recently_learned_faces"	99.797	98.492
102.897	"recently_learned_faces_correct_combination"	1	"left"	1.894	2.507	"recently_learned_faces"	105.389	104.791
106.34	"famous_faces_correct_combination"	1	"left"	1.506	2.508	"famous_faces"	108.827	107.846
109.784	"recently_learned_faces_correct_combination"	1	"left"	1.044	2.507	"recently_learned_faces"	112.265	110.828
113.211	"recently_learned_faces_false_combination"	1	"right"	0.957	2.507	"recently_learned_faces"	115.703	114.168
116.905	"recently_learned_faces_correct_combination"	1	"left"	1.341	2.508	"recently_learned_faces"	119.392	118.246
120.299	"famous_faces_correct_combination"	1	"left"	0.995	2.507	"famous_faces"	122.78	121.294
123.876	"famous_faces_correct_combination"	1	"left"	1.394	2.508	"famous_faces"	126.369	125.27
127.169	"recently_learned_faces_correct_combination"	1	"left"	0.966	2.508	"recently_learned_faces"	129.656	128.135
130.813	"famous_faces_baseline"	0	"right"	0.997	2.508	"famous_faces_baseline"	133.295	131.81
134.19	"recently_learned_faces_baseline"	1	"right"	2.423	2.508	"recently_learned_faces_baseline"	136.682	136.613
137.734	"famous_faces_baseline"	1	"left"	1.806	2.508	"famous_faces_baseline"	140.221	139.54
141.178	"famous_faces_correct_combination"	1	"left"	1.135	2.507	"famous_faces"	143.659	142.313
144.755	"recently_learned_faces_correct_combination"	0	"right"	2.403	2.508	"recently_learned_faces"	147.248	147.158
150.456	"famous_faces_baseline"	1	"right"	1.391	2.507	"famous_faces_baseline"	152.938	151.847
153.832	"famous_faces_correct_combination"	1	"left"	1.111	2.508	"famous_faces"	156.326	154.943
157.276	"famous_faces_baseline"	1	"right"	1.375	2.508	"famous_faces_baseline"	159.764	158.651
160.72	"recently_learned_faces_correct_combination"	1	"left"	1.74	2.507	"recently_learned_faces"	163.202	162.46
164.347	"recently_learned_faces_baseline"	1	"left"	1.173	2.508	"recently_learned_faces_baseline"	166.841	165.52
167.791	"recently_learned_faces_correct_combination"	1	"left"	1.198	2.507	"recently_learned_faces"	170.279	168.989
171.184	"recently_learned_faces_correct_combination"	1	"left"	1.395	2.508	"recently_learned_faces"	173.667	172.579
174.712	"recently_learned_faces_correct_combination"	1	"left"	1.863	2.524	"recently_learned_faces"	177.205	176.575
178.306	"famous_faces_false_combination"	1	"right"	1.219	2.507	"famous_faces"	180.794	179.525
181.85	"recently_learned_faces_baseline"	1	"left"	1.02	2.507	"recently_learned_faces_baseline"	184.332	182.87
185.277	"famous_faces_false_combination"	1	"right"	1.063	2.507	"famous_faces"	187.77	186.34
188.82	"famous_faces_false_combination"	1	"right"	1.047	2.508	"famous_faces"	191.308	189.867
192.114	"famous_faces_baseline"	1	"right"	1.557	2.507	"famous_faces_baseline"	194.595	193.671
197.797	"recently_learned_faces_false_combination"	1	"right"	1.131	2.508	"recently_learned_faces"	200.287	198.928
201.341	"famous_faces_false_combination"	1	"right"	0.971	2.508	"famous_faces"	203.826	202.312
204.735	"recently_learned_faces_correct_combination"	0	"right"	1.785	2.507	"recently_learned_faces"	207.214	206.52
208.412	"famous_faces_false_combination"	1	"right"	1.862	2.508	"famous_faces"	210.903	210.274
211.856	"famous_faces_baseline"	1	"left"	1.693	2.508	"famous_faces_baseline"	214.341	213.549
215.199	"recently_learned_faces_false_combination"	1	"right"	1.2	2.508	"recently_learned_faces"	217.678	216.399
218.877	"recently_learned_faces_false_combination"	1	"right"	1.231	2.508	"recently_learned_faces"	221.367	220.108
222.271	"famous_faces_correct_combination"	1	"left"	1.333	2.507	"famous_faces"	224.755	223.604
225.815	"recently_learned_faces_baseline"	1	"right"	1.831	2.507	"recently_learned_faces_baseline"	228.294	227.646
229.191	"famous_faces_baseline"	1	"right"	0.775	2.508	"famous_faces_baseline"	231.681	229.966
232.836	"recently_learned_faces_baseline"	1	"left"	1.23	2.507	"recently_learned_faces_baseline"	235.32	234.066
236.129	"recently_learned_faces_baseline"	1	"right"	0.975	2.507	"recently_learned_faces_baseline"	238.607	237.104
239.756	"recently_learned_faces_false_combination"	1	"right"	1.386	2.508	"recently_learned_faces"	242.246	241.142
245.256	"recently_learned_faces_baseline"	1	"right"	1.014	2.508	"recently_learned_faces_baseline"	247.736	246.27
248.834	"famous_faces_correct_combination"	1	"left"	1.463	2.507	"famous_faces"	251.325	250.297
252.428	"famous_faces_correct_combination"	1	"left"	0.909	2.507	"famous_faces"	254.914	253.337
255.771	"famous_faces_baseline"	1	"right"	1.203	2.507	"famous_faces_baseline"	258.251	256.974
259.348	"recently_learned_faces_correct_combination"	0	"right"	1.886	2.508	"recently_learned_faces"	261.84	261.234
262.742	"recently_learned_faces_correct_combination"	0	NA	NA	2.507	"recently_learned_faces"	265.227	NA
266.336	"famous_faces_correct_combination"	1	"left"	0.996	2.507	"famous_faces"	268.816	267.332
269.863	"famous_faces_false_combination"	1	"right"	0.982	2.508	"famous_faces"	272.354	270.845
273.257	"famous_faces_correct_combination"	1	"left"	0.827	2.507	"famous_faces"	275.742	274.084
276.65	"famous_faces_baseline"	1	"left"	1.575	2.508	"famous_faces_baseline"	279.13	278.225
280.227	"recently_learned_faces_correct_combination"	1	"left"	1.319	2.508	"recently_learned_faces"	282.719	281.546
283.822	"famous_faces_false_combination"	1	"right"	0.985	2.507	"famous_faces"	286.308	284.807
287.165	"recently_learned_faces_correct_combination"	0	"right"	1.28	2.507	"recently_learned_faces"	289.645	288.445
292.849	"recently_learned_faces_correct_combination"	1	"left"	1.039	2.507	"recently_learned_faces"	295.336	293.888
296.393	"famous_faces_false_combination"	1	"right"	0.966	2.507	"famous_faces"	298.875	297.359
299.719	"famous_faces_false_combination"	1	"right"	1.435	2.524	"famous_faces"	302.212	301.154
303.263	"recently_learned_faces_baseline"	1	"right"	1.522	2.508	"recently_learned_faces_baseline"	305.75	304.785
306.907	"famous_faces_correct_combination"	1	"left"	1.105	2.508	"famous_faces"	309.389	308.012
310.284	"recently_learned_faces_baseline"	1	"left"	0.939	2.524	"recently_learned_faces_baseline"	312.777	311.223
313.678	"famous_faces_correct_combination"	1	"left"	1.045	2.507	"famous_faces"	316.165	314.723
317.322	"recently_learned_faces_correct_combination"	1	"left"	1.199	2.507	"recently_learned_faces"	319.804	318.521
320.699	"recently_learned_faces_false_combination"	1	"right"	1.419	2.524	"recently_learned_faces"	323.191	322.118
324.343	"recently_learned_faces_false_combination"	1	"right"	1.906	2.507	"recently_learned_faces"	326.83	326.249
327.636	"recently_learned_faces_correct_combination"	1	"left"	1.653	2.508	"recently_learned_faces"	330.117	329.289
331.314	"recently_learned_faces_baseline"	1	"right"	1.365	2.507	"recently_learned_faces_baseline"	333.806	332.679
334.757	"famous_faces_correct_combination"	1	"left"	1.069	2.508	"famous_faces"	337.244	335.826
340.241	"recently_learned_faces_baseline"	1	"left"	1.134	2.524	"recently_learned_faces_baseline"	342.734	341.375
343.784	"recently_learned_faces_baseline"	1	"right"	1.021	2.508	"recently_learned_faces_baseline"	346.272	344.805
347.379	"famous_faces_false_combination"	1	"right"	1.042	2.507	"famous_faces"	349.861	348.421
350.906	"recently_learned_faces_correct_combination"	1	"left"	1.246	2.524	"recently_learned_faces"	353.399	352.152
354.299	"famous_faces_false_combination"	1	"right"	1.319	2.508	"famous_faces"	356.787	355.618
357.843	"recently_learned_faces_baseline"	1	"right"	1.039	2.508	"recently_learned_faces_baseline"	360.326	358.882
361.17	"recently_learned_faces_baseline"	1	"left"	1.299	2.507	"recently_learned_faces_baseline"	363.663	362.469
364.764	"recently_learned_faces_false_combination"	1	"right"	1.792	2.507	"recently_learned_faces"	367.252	366.556
368.358	"famous_faces_false_combination"	1	"right"	1.15	2.508	"famous_faces"	370.841	369.508
371.685	"famous_faces_correct_combination"	1	"left"	1.075	2.524	"famous_faces"	374.178	372.76
375.128	"famous_faces_false_combination"	1	"right"	1.606	2.508	"famous_faces"	377.616	376.734
378.672	"recently_learned_faces_baseline"	1	"right"	1.113	2.508	"recently_learned_faces_baseline"	381.154	379.785
382.199	"recently_learned_faces_false_combination"	1	"right"	1.629	2.525	"recently_learned_faces"	384.693	383.828
387.85	"recently_learned_faces_baseline"	1	"left"	1.093	2.507	"recently_learned_faces_baseline"	390.335	388.943
391.394	"famous_faces_false_combination"	1	"right"	0.939	2.507	"famous_faces"	393.874	392.333
394.77	"famous_faces_correct_combination"	1	"left"	1.639	2.508	"famous_faces"	397.261	396.409
398.415	"recently_learned_faces_baseline"	1	"right"	0.846	2.507	"recently_learned_faces_baseline"	400.9	399.261
401.708	"recently_learned_faces_correct_combination"	0	"right"	1.113	2.507	"recently_learned_faces"	404.187	402.821
405.235	"famous_faces_correct_combination"	1	"left"	1.075	2.508	"famous_faces"	407.725	406.31
408.829	"recently_learned_faces_false_combination"	1	"right"	1.485	2.508	"recently_learned_faces"	411.314	410.314
412.373	"famous_faces_correct_combination"	1	"left"	0.944	2.508	"famous_faces"	414.852	413.317
415.75	"famous_faces_false_combination"	1	"right"	1.267	2.507	"famous_faces"	418.24	417.017
419.143	"famous_faces_baseline"	1	"right"	1.022	2.508	"famous_faces_baseline"	421.628	420.165
422.687	"famous_faces_correct_combination"	1	"left"	0.91	2.508	"famous_faces"	425.166	423.597
426.315	"famous_faces_baseline"	1	"right"	0.882	2.507	"famous_faces_baseline"	428.805	427.197
429.708	"famous_faces_baseline"	1	"left"	1.375	2.508	"famous_faces_baseline"	432.193	431.083
435.242	"recently_learned_faces_baseline"	1	"left"	0.924	2.507	"recently_learned_faces_baseline"	437.733	436.166
438.886	"recently_learned_faces_false_combination"	0	"left"	1.683	2.507	"recently_learned_faces"	441.372	440.569
442.43	"recently_learned_faces_correct_combination"	0	"right"	1.33	2.507	"recently_learned_faces"	444.91	443.76
445.756	"recently_learned_faces_baseline"	1	"left"	1.365	2.508	"recently_learned_faces_baseline"	448.247	447.121
449.3	"recently_learned_faces_false_combination"	1	"right"	1.436	2.508	"recently_learned_faces"	451.786	450.736
452.894	"recently_learned_faces_baseline"	1	"left"	1.261	2.508	"recently_learned_faces_baseline"	455.375	454.155
456.321	"recently_learned_faces_baseline"	1	"left"	1.035	2.508	"recently_learned_faces_baseline"	458.813	457.356
459.715	"famous_faces_baseline"	1	"left"	0.834	2.507	"famous_faces_baseline"	462.2	460.549
463.159	"famous_faces_correct_combination"	1	"left"	1.01	2.507	"famous_faces"	465.638	464.169
466.736	"famous_faces_baseline"	1	"right"	1.458	2.507	"famous_faces_baseline"	469.227	468.194
470.18	"famous_faces_false_combination"	1	"right"	1.52	2.507	"famous_faces"	472.665	471.7
473.623	"famous_faces_false_combination"	1	"right"	0.891	2.508	"famous_faces"	476.103	474.514
477.251	"recently_learned_faces_baseline"	1	"left"	0.912	2.507	"recently_learned_faces_baseline"	479.742	478.163
482.951	"famous_faces_baseline"	1	"right"	1.06	2.508	"famous_faces_baseline"	485.434	484.011
486.278	"recently_learned_faces_correct_combination"	0	NA	NA	2.507	"recently_learned_faces"	488.771	NA
489.822	"recently_learned_faces_baseline"	0	"right"	1.185	2.507	"recently_learned_faces_baseline"	492.31	491.007
493.215	"recently_learned_faces_correct_combination"	1	"left"	1.757	2.508	"recently_learned_faces"	495.698	494.972
496.843	"famous_faces_baseline"	1	"left"	1.059	2.524	"famous_faces_baseline"	499.337	497.902
500.286	"recently_learned_faces_false_combination"	1	"right"	1.795	2.508	"recently_learned_faces"	502.775	502.081
503.68	"famous_faces_false_combination"	1	"right"	1.083	2.507	"famous_faces"	506.163	504.763
507.358	"recently_learned_faces_baseline"	1	"left"	1.175	2.524	"recently_learned_faces_baseline"	509.852	508.533
510.801	"famous_faces_baseline"	1	"right"	0.931	2.508	"famous_faces_baseline"	513.29	511.732
514.195	"recently_learned_faces_false_combination"	1	"right"	1.189	2.507	"recently_learned_faces"	516.677	515.384
517.722	"famous_faces_baseline"	1	"left"	0.944	2.524	"famous_faces_baseline"	520.216	518.666
521.166	"famous_faces_false_combination"	1	"right"	1.056	2.507	"famous_faces"	523.654	522.222
524.76	"recently_learned_faces_false_combination"	1	"right"	1.128	2.507	"recently_learned_faces"	527.243	525.888
530.393	"famous_faces_correct_combination"	1	"left"	1.867	2.508	"famous_faces"	532.883	532.26
533.787	"recently_learned_faces_false_combination"	1	"right"	1.394	2.507	"recently_learned_faces"	536.27	535.181
537.431	"recently_learned_faces_baseline"	1	"right"	1.267	2.507	"recently_learned_faces_baseline"	539.909	538.698
